[[1]]
                        Prob         Low          Med           Up
EV_NN8_GG7_1    0.4999111111 -2.52554880  0.000000000  0.500067270
EV_NN8_GG7_2    0.9975888889 -2.44033820 -0.677413128  1.081023456
per03           1.0000000000 -2.34418640 -1.053556456  0.216774497
per04           1.0000000000 -0.73326613  0.580260795  1.866027565
per05           1.0000000000 -0.92266649  0.296087353  1.548462434
per06           1.0000000000  0.08919978  1.320348952  2.573354840
per07           1.0000000000  0.04976168  1.266103264  2.527434518
per08           1.0000000000 -0.80950148  0.614878228  2.034216240
cc2             1.0000000000 -1.88473028 -0.010540987  1.875216246
cc3             1.0000000000 -2.53058651 -0.678074878  1.140623114
cc4             1.0000000000 -1.23621347  0.497233641  2.287090595
cc5             1.0000000000 -1.78533658  0.013071269  1.785071628
cc6             1.0000000000 -1.82754881  0.102769055  1.952932885
cc7             1.0000000000 -1.93235417 -0.019484641  1.875454874
cc8             1.0000000000 -1.87292592  0.089111949  2.062758073
cc9             1.0000000000 -1.75699308  0.084340301  1.873060772
cc10            1.0000000000 -1.91920393 -0.087775495  1.799020405
cc11            1.0000000000 -2.01437786 -0.164397639  1.699206673
cc12            1.0000000000 -2.00128121 -0.094818254  1.798172681
cc13            1.0000000000 -1.91833021 -0.118267996  1.759768596
cc14            1.0000000000 -3.61587335 -1.835831851 -0.007400047
cc15            1.0000000000 -1.46216652  0.354201523  2.075690150
cc16            1.0000000000 -1.18292375  0.660423763  2.432776423
cc17            1.0000000000 -1.86781436  0.009756936  1.861242922
cc18            1.0000000000 -1.57673081  0.239905003  2.088744866
cc19            1.0000000000 -2.04779675 -0.259935821  1.521050117
cc20            1.0000000000 -1.67379468  0.170939041  1.973646795
cc21            1.0000000000 -1.23905164  0.542659627  2.387192035
cc22            1.0000000000 -1.78854688 -0.069240336  1.711406639
cc23            1.0000000000 -2.30282159 -0.428271000  1.373824141
cc24            1.0000000000 -1.97576954 -0.170332698  1.686841048
cc25            1.0000000000 -1.66585618  0.088703854  1.854784741
cc26            1.0000000000 -1.55590345  0.161399181  1.939150167
cc27            1.0000000000 -1.79785273  0.064420794  1.901224070
cc28            1.0000000000 -1.89547548 -0.015546206  1.876718776
cc29            1.0000000000 -1.02570735  0.772864821  2.518255349
cc30            1.0000000000 -1.89810144 -0.179459163  1.554215496
cc31            1.0000000000 -2.16398090 -0.373597414  1.421491047
cc32            1.0000000000 -0.99706442  0.803373528  2.590111471
cc33            1.0000000000 -1.82118681 -0.071651121  1.715486443
cc34            1.0000000000 -1.34935926  0.390377290  2.180727480
cc35            1.0000000000 -1.78137852  0.014899065  1.882710217
cc36            1.0000000000 -1.55095268  0.147348884  1.895978267
cc37            1.0000000000 -1.91360279 -0.036592012  1.834375997
cc38            1.0000000000 -1.74595053  0.136017483  2.130844064
cc39            1.0000000000 -2.04201812 -0.236095070  1.626956854
cc40            1.0000000000 -2.23350328 -0.439267165  1.339990279
cc41            1.0000000000 -2.10841618 -0.221352551  1.676572673
cc42            1.0000000000 -1.81746782  0.060269937  1.924976314
cc43            1.0000000000 -1.67485527  0.125968863  1.992165672
cc44            1.0000000000 -1.80450709  0.143585846  1.971119460
cc45            1.0000000000 -2.25590808 -0.443158657  1.368074785
cc46            1.0000000000 -1.88360450 -0.062424095  1.732326173
cc47            1.0000000000 -2.31120946 -0.525374755  1.235182427
cc48            1.0000000000 -1.29283029  0.610212611  2.459901440
cc49            1.0000000000 -1.65085937  0.153721911  1.970399895
cc50            1.0000000000 -2.06604955 -0.106719065  1.810791944
cc51            1.0000000000 -1.61007290  0.209427881  2.061932971
cc52            1.0000000000 -1.84378125 -0.055542048  1.662763526
cc53            1.0000000000 -1.18092734  0.567271117  2.330283178
cc54            1.0000000000 -1.80488464  0.062849173  1.913321572
cc55            1.0000000000 -2.28330567 -0.537362748  1.206576434
cc56            1.0000000000 -1.70344428  0.173183727  2.051307772
cc57            1.0000000000 -1.92664710 -0.068314075  1.878598984
cc58            1.0000000000 -1.78361713  0.086979587  1.972608029
cc59            1.0000000000 -1.76079383  0.101667272  2.033486758
