period	cc	year	CG_22_GDP	centralization_hi	centralization_umi	centralization_lmi	centralization_li	warfare_hi	warfare_umi	warfare_lmi	warfare_li	area_hi	area_umi	area_lmi	area_li	population_hi	population_umi	population_lmi	population_li	depend15_hi	depend15_umi	depend15_lmi	depend15_li	depend64_hi	depend64_umi	depend64_lmi	depend64_li	urban_hi	urban_umi	urban_lmi	urban_li	pop_growth_hi	pop_growth_umi	pop_growth_lmi	pop_growth_li	trade_hi	trade_umi	trade_lmi	trade_li	gini_gross_hi	gini_gross_umi	gini_gross_lmi	gini_gross_li	debt_hi	debt_umi	debt_lmi	debt_li	fdi_liab_hi	fdi_liab_umi	fdi_liab_lmi	fdi_liab_li	inflation_hi	inflation_umi	inflation_lmi	inflation_li	democracy_hi	democracy_umi	democracy_lmi	democracy_li	pol_comp_hi	pol_comp_umi	pol_comp_lmi	pol_comp_li	presidential_hi	presidential_umi	presidential_lmi	presidential_li	plurality_hi	plurality_umi	plurality_lmi	plurality_li	pol_rights_hi	pol_rights_umi	pol_rights_lmi	pol_rights_li	gdp_pc_hi	gdp_pc_umi	gdp_pc_lmi	gdp_pc_li	lcentralization_hi	lcentralization_umi	lcentralization_lmi	lcentralization_li	lwarfare_hi	lwarfare_umi	lwarfare_lmi	lwarfare_li	larea_hi	larea_umi	larea_lmi	larea_li	lpopulation_hi	lpopulation_umi	lpopulation_lmi	lpopulation_li	ldepend15_hi	ldepend15_umi	ldepend15_lmi	ldepend15_li	ldepend64_hi	ldepend64_umi	ldepend64_lmi	ldepend64_li	lurban_hi	lurban_umi	lurban_lmi	lurban_li	lpop_growth_hi	lpop_growth_umi	lpop_growth_lmi	lpop_growth_li	ltrade_hi	ltrade_umi	ltrade_lmi	ltrade_li	lgini_gross_hi	lgini_gross_umi	lgini_gross_lmi	lgini_gross_li	ldebt_hi	ldebt_umi	ldebt_lmi	ldebt_li	lfdi_liab_hi	lfdi_liab_umi	lfdi_liab_lmi	lfdi_liab_li	linflation_hi	linflation_umi	linflation_lmi	linflation_li	ldemocracy_hi	ldemocracy_umi	ldemocracy_lmi	ldemocracy_li	lpol_comp_hi	lpol_comp_umi	lpol_comp_lmi	lpol_comp_li	lpresidential_hi	lpresidential_umi	lpresidential_lmi	lpresidential_li	lplurality_hi	lplurality_umi	lplurality_lmi	lplurality_li	lpol_rights_hi	lpol_rights_umi	lpol_rights_lmi	lpol_rights_li	lgdp_pc_hi	lgdp_pc_umi	lgdp_pc_lmi	lgdp_pc_li	per01	per02	per03	per04	per05	per06	per07	per08	cc3	cc6	cc10	cc13	cc14	cc18	cc21	cc24	cc27	cc32	cc34	cc42	cc44	cc45	cc51	cc56	cc59	cc63	cc68	cc71	cc73	cc74	cc75	cc79	cc82	cc83	cc84	cc93	cc94	cc96	cc101	cc102	cc108	cc112	cc113	cc114	cc116	cc118	cc119	cc120	cc121	cc122	cc123	cc125	cc136	cc137	cc143	cc144	cc145	cc147	cc152	cc154	cc158	cc161	cc164	cc167	cc171	cc172	cc174	cc178	cc180	cc183	cc185	cc186	cc187	cc188	cc191	cc198	cc213	cc217	cc219	cc220	cc225	cc227	cc228	cc232	cc233	cc234	cc240	cc243	cc246	cc247	cc248	cc252	cc256	cc257	cc258	cc262	cc274	cc276
6	63	1998	4.6773858	102.9438	0	0	0	0	0	0	0	9.1312971	0	0	0	13.426817	0	0	0	34.928604	0	0	0	15.277052	0	0	0	68.403999	0	0	0	1.9755652	0	0	0	105.39626	0	0	0	42.998245	0	0	0	57.16634	0	0	0	7.9371777	0	0	0	2.7672541	0	0	0	10	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	9.524169	0	0	0	100.55762	0	0	0	0	0	0	0	9.1312971	0	0	0	13.343719	0	0	0	38.360226	0	0	0	15.430935	0	0	0	67.533203	0	0	0	2.2157359	0	0	0	104.82491	0	0	0	38.238415	0	0	0	36.525051	0	0	0	7.2705584	0	0	0	5.6092501	0	0	0	10	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	9.3646669	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	63	2003	5.6470261	101.75887	0	0	0	0	0	0	0	9.1312971	0	0	0	13.493981	0	0	0	30.553185	0	0	0	15.286609	0	0	0	69.125603	0	0	0	1.1784482	0	0	0	101.99002	0	0	0	45.660801	0	0	0	66.713478	0	0	0	8.9804401	0	0	0	3.0534959	0	0	0	10	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	9.7815609	0	0	0	102.9438	0	0	0	0	0	0	0	9.1312971	0	0	0	13.426817	0	0	0	34.928604	0	0	0	15.277052	0	0	0	68.403999	0	0	0	1.9755652	0	0	0	105.39626	0	0	0	42.998245	0	0	0	57.16634	0	0	0	7.9371777	0	0	0	2.7672541	0	0	0	10	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	9.524169	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	63	2008	5.3747621	100.41167	0	0	0	0	0	0	0	9.1312971	0	0	0	13.581741	0	0	0	26.483751	0	0	0	15.928982	0	0	0	69.964203	0	0	0	2	0	0	0	96.578011	0	0	0	47.475742	0	0	0	58.159538	0	0	0	9.8163185	0	0	0	2.8196235	0	0	0	10	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	10.242956	0	0	0	101.75887	0	0	0	0	0	0	0	9.1312971	0	0	0	13.493981	0	0	0	30.553185	0	0	0	15.286609	0	0	0	69.125603	0	0	0	1.1784482	0	0	0	101.99002	0	0	0	45.660801	0	0	0	66.713478	0	0	0	8.9804401	0	0	0	3.0534959	0	0	0	10	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	9.7815609	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	68	1978	3.4967992	54.032318	0	0	0	0	0	0	0	10.65429	0	0	0	15.444751	0	0	0	33.624126	0	0	0	21.78845	0	0	0	83.092201	0	0	0	0	0	0	0	63.168736	0	0	0	48.90181	0	0	0	14.772842	0	0	0	8.4180641	0	0	0	8.5747681	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9.3234167	0	0	0	55.415939	0	0	0	0	0	0	0	10.654196	0	0	0	15.428909	0	0	0	35.762833	0	0	0	20.168356	0	0	0	81.182404	0	0	0	.80816329	0	0	0	60.768734	0	0	0	49.214062	0	0	0	5.91085	0	0	0	7.8023181	0	0	0	10.90686	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8.6202726	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	68	1983	3.8207915	56.943787	0	0	0	0	0	0	0	10.654432	0	0	0	15.444751	0	0	0	29.491972	0	0	0	22.550127	0	0	0	84.0998	0	0	0	0	0	0	0	73.80529	0	0	0	48.545467	0	0	0	54.11248	0	0	0	8.2979431	0	0	0	7.647038	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9.3603315	0	0	0	54.032318	0	0	0	0	0	0	0	10.65429	0	0	0	15.444751	0	0	0	33.624126	0	0	0	21.78845	0	0	0	83.092201	0	0	0	0	0	0	0	63.168736	0	0	0	48.90181	0	0	0	14.772842	0	0	0	8.4180641	0	0	0	8.5747681	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9.3234167	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	68	1988	3.0640051	55.967163	0	0	0	0	0	0	0	10.65462	0	0	0	15.444751	0	0	0	26.059668	0	0	0	23.006121	0	0	0	84.646202	0	0	0	0	0	0	0	67.394653	0	0	0	46.863209	0	0	0	59.642979	0	0	0	9.0158186	0	0	0	3.8362999	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9.9690027	0	0	0	56.943787	0	0	0	0	0	0	0	10.654432	0	0	0	15.444751	0	0	0	29.491972	0	0	0	22.550127	0	0	0	84.0998	0	0	0	0	0	0	0	73.80529	0	0	0	48.545467	0	0	0	54.11248	0	0	0	8.2979431	0	0	0	7.647038	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9.3603315	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	68	1993	3.3119829	59.159302	0	0	0	0	0	0	0	10.655422	0	0	0	15.46417	0	0	0	25.424168	0	0	0	22.865904	0	0	0	84.924599	0	0	0	.39215687	0	0	0	70.051064	0	0	0	47.860664	0	0	0	64.906502	0	0	0	9.7281494	0	0	0	1.561748	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10.283306	0	0	0	55.967163	0	0	0	0	0	0	0	10.65462	0	0	0	15.444751	0	0	0	26.059668	0	0	0	23.006121	0	0	0	84.646202	0	0	0	0	0	0	0	67.394653	0	0	0	46.863209	0	0	0	59.642979	0	0	0	9.0158186	0	0	0	3.8362999	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9.9690027	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	68	1998	3.0566945	66.295753	0	0	0	0	0	0	0	10.655611	0	0	0	15.483217	0	0	0	26.976784	0	0	0	22.323362	0	0	0	85.051598	0	0	0	.38461539	0	0	0	76.404877	0	0	0	47.171276	0	0	0	67.272774	0	0	0	10.41873	0	0	0	1.9725519	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10.389779	0	0	0	59.159302	0	0	0	0	0	0	0	10.655422	0	0	0	15.46417	0	0	0	25.424168	0	0	0	22.865904	0	0	0	84.924599	0	0	0	.39215687	0	0	0	70.051064	0	0	0	47.860664	0	0	0	64.906502	0	0	0	9.7281494	0	0	0	1.561748	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10.283306	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	68	2003	3.3655307	62.662079	0	0	0	0	0	0	0	10.655611	0	0	0	15.501909	0	0	0	28.267084	0	0	0	22.460171	0	0	0	85.553596	0	0	0	.3773585	0	0	0	87.895477	0	0	0	45.98859	0	0	0	54.448021	0	0	0	11.341936	0	0	0	2.3298039	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10.553508	0	0	0	66.295753	0	0	0	0	0	0	0	10.655611	0	0	0	15.483217	0	0	0	26.976784	0	0	0	22.323362	0	0	0	85.051598	0	0	0	.38461539	0	0	0	76.404877	0	0	0	47.171276	0	0	0	67.272774	0	0	0	10.41873	0	0	0	1.9725519	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10.389779	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	68	2008	3.5428824	69.400368	0	0	0	0	0	0	0	10.655611	0	0	0	15.520192	0	0	0	27.878649	0	0	0	24.029398	0	0	0	86.419403	0	0	0	.37037036	0	0	0	99.24511	0	0	0	51.654423	0	0	0	40.538639	0	0	0	11.678454	0	0	0	2.7149673	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10.939422	0	0	0	62.662079	0	0	0	0	0	0	0	10.655611	0	0	0	15.501909	0	0	0	28.267084	0	0	0	22.460171	0	0	0	85.553596	0	0	0	.3773585	0	0	0	87.895477	0	0	0	45.98859	0	0	0	54.448021	0	0	0	11.341936	0	0	0	2.3298039	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10.553508	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	71	1993	1.7535259	0	97.710739	0	0	0	0	0	0	0	10.785601	0	0	0	15.845893	0	0	0	64.46386	0	0	0	7.4821639	0	0	0	56.647999	0	0	0	2.1317198	0	0	0	79.277397	0	0	0	48.003468	0	0	0	40.35994	0	0	0	6.8434792	0	0	0	26.593723	0	0	0	5.5999999	0	0	0	7	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	7.4001141	0	0	0	99.679161	0	0	0	0	0	0	0	10.785601	0	0	0	15.749449	0	0	0	68.270752	0	0	0	6.4975958	0	0	0	54.6828	0	0	0	2.0695319	0	0	0	103.28991	0	0	0	46.383621	0	0	0	56.448879	0	0	0	6.1331239	0	0	0	28.282854	0	0	0	6	0	0	0	7	0	0	0	1	0	0	0	1	0	0	0	1.2	0	0	0	6.9416504	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	71	1998	1.5312829	0	99.471504	0	0	0	0	0	0	0	10.785601	0	0	0	15.936327	0	0	0	60.169197	0	0	0	8.5190039	0	0	0	60.085999	0	0	0	1.6934745	0	0	0	78.391418	0	0	0	47.382786	0	0	0	23.935061	0	0	0	7.619463	0	0	0	5.6975479	0	0	0	8	0	0	0	9	0	0	0	1	0	0	0	1	0	0	0	2.4000001	0	0	0	7.7953639	0	0	0	97.710739	0	0	0	0	0	0	0	10.785601	0	0	0	15.845893	0	0	0	64.46386	0	0	0	7.4821639	0	0	0	56.647999	0	0	0	2.1317198	0	0	0	79.277397	0	0	0	48.003468	0	0	0	40.35994	0	0	0	6.8434792	0	0	0	26.593723	0	0	0	5.5999999	0	0	0	7	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	7.4001141	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	71	2003	1.9706649	0	100	0	0	0	0	0	0	0	10.785601	0	0	0	16.012487	0	0	0	55.55698	0	0	0	9.3839474	0	0	0	64.107002	0	0	0	1.3437675	0	0	0	76.689743	0	0	0	49.234882	0	0	0	30.956301	0	0	0	8.4509993	0	0	0	18.419861	0	0	0	8	0	0	0	9	0	0	0	1	0	0	0	1	0	0	0	2.2	0	0	0	7.9100471	0	0	0	99.471504	0	0	0	0	0	0	0	10.785601	0	0	0	15.936327	0	0	0	60.169197	0	0	0	8.5190039	0	0	0	60.085999	0	0	0	1.6934745	0	0	0	78.391418	0	0	0	47.382786	0	0	0	23.935061	0	0	0	7.619463	0	0	0	5.6975479	0	0	0	8	0	0	0	9	0	0	0	1	0	0	0	1	0	0	0	2.4000001	0	0	0	7.7953639	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	71	2008	2.6178052	0	100	0	0	0	0	0	0	0	10.785601	0	0	0	16.083319	0	0	0	51.157894	0	0	0	9.8718863	0	0	0	67.716202	0	0	0	1.4634024	0	0	0	61.724884	0	0	0	47.674301	0	0	0	32.028999	0	0	0	9.6230106	0	0	0	5.7926741	0	0	0	8	0	0	0	9	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	8.4137726	0	0	0	100	0	0	0	0	0	0	0	10.785601	0	0	0	16.012487	0	0	0	55.55698	0	0	0	9.3839474	0	0	0	64.107002	0	0	0	1.3437675	0	0	0	76.689743	0	0	0	49.234882	0	0	0	30.956301	0	0	0	8.4509993	0	0	0	18.419861	0	0	0	8	0	0	0	9	0	0	0	1	0	0	0	1	0	0	0	2.2	0	0	0	7.9100471	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	73	1993	.75979716	0	100	0	0	0	0	0	0	0	12.531195	0	0	0	16.194344	0	0	0	63.984337	0	0	0	7.6212378	0	0	0	56.695599	0	0	0	2	0	0	0	55.413887	0	0	0	47.15995	0	0	0	81.190643	0	0	0	7.7876163	0	0	0	6.8131142	0	0	0	9	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	7.2639337	0	0	0	100	0	0	0	0	0	0	0	12.531195	0	0	0	16.091377	0	0	0	70.898766	0	0	0	7.4305234	0	0	0	53.540001	0	0	0	2.1319163	0	0	0	56.012005	0	0	0	45.338577	0	0	0	93.610001	0	0	0	6.9767938	0	0	0	-4.5647202	0	0	0	8.6000004	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	7.0246358	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	74	1978	16.718044	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.57617	0	0	0	78.840248	0	0	0	6.3357196	0	0	0	43.695599	0	0	0	2.383657	0	0	0	55.131283	0	0	0	38.098724	0	0	0	101.2583	0	0	0	6.3638897	0	0	0	14.744474	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	6.0604506	0	0	0	100	0	0	0	.60000002	0	0	0	13.81095	0	0	0	17.463217	0	0	0	80.336082	0	0	0	6.258502	0	0	0	42.9548	0	0	0	2.1352324	0	0	0	35.450111	0	0	0	38.796272	0	0	0	58.696419	0	0	0	4.0126696	0	0	0	7.6155481	0	0	0	-7	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	5.5806317	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	74	1983	16.666622	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.690237	0	0	0	77.403397	0	0	0	6.4572334	0	0	0	43.905998	0	0	0	2.1295888	0	0	0	62.810207	0	0	0	36.095558	0	0	0	125.785	0	0	0	8.2983389	0	0	0	7.7692399	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	4.5999999	0	0	0	6.7259469	0	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.57617	0	0	0	78.840248	0	0	0	6.3357196	0	0	0	43.695599	0	0	0	2.383657	0	0	0	55.131283	0	0	0	38.098724	0	0	0	101.2583	0	0	0	6.3638897	0	0	0	14.744474	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	6.0604506	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	74	1988	8.9561005	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.811295	0	0	0	75.359261	0	0	0	6.6551013	0	0	0	43.661999	0	0	0	2.2959807	0	0	0	48.190136	0	0	0	34.092392	0	0	0	99.278976	0	0	0	9.1010294	0	0	0	18.91028	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	7.2813516	0	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.690237	0	0	0	77.403397	0	0	0	6.4572334	0	0	0	43.905998	0	0	0	2.1295888	0	0	0	62.810207	0	0	0	36.095558	0	0	0	125.785	0	0	0	8.2983389	0	0	0	7.7692399	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	4.5999999	0	0	0	6.7259469	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	74	1993	7.0585775	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.909576	0	0	0	70.662941	0	0	0	7.0015421	0	0	0	43.079601	0	0	0	1.7251641	0	0	0	56.072025	0	0	0	35.451836	0	0	0	118.54712	0	0	0	9.4406986	0	0	0	12.497936	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	5.5999999	0	0	0	6.7410159	0	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.811295	0	0	0	75.359261	0	0	0	6.6551013	0	0	0	43.661999	0	0	0	2.2959807	0	0	0	48.190136	0	0	0	34.092392	0	0	0	99.278976	0	0	0	9.1010294	0	0	0	18.91028	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	7.2813516	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	74	1998	5.1137061	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.992624	0	0	0	63.561665	0	0	0	7.3127322	0	0	0	42.803799	0	0	0	1.5881021	0	0	0	41.703716	0	0	0	39.957375	0	0	0	72.459282	0	0	0	9.7264442	0	0	0	5.3360634	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	7.1792297	0	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.909576	0	0	0	70.662941	0	0	0	7.0015421	0	0	0	43.079601	0	0	0	1.7251641	0	0	0	56.072025	0	0	0	35.451836	0	0	0	118.54712	0	0	0	9.4406986	0	0	0	12.497936	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	5.5999999	0	0	0	6.7410159	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
