period	cc	year	CG_7_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp_pc	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp_pc	per01	per02	per03	per04	per05	per06	per07	per08	cc1	cc2	cc3	cc4	cc5	cc6	cc7	cc8	cc9	cc10	cc11	cc12	cc13	cc14	cc15	cc16	cc17	cc18	cc19	cc20
2	101	1978	10.636281	97.949013	5	11.582078	15.717038	86.64505	5.8671017	37.1278	2.4597886	70.938141	43.20158	12.60176	6.0137973	10.40725	-4.1999998	4.1999998	1	1	4	6.6851101	100	5	11.582078	15.593194	85.082832	5.6519823	36.248798	2.8052876	60.783112	51.229935	11.55692	5.1933732	8.1327105	-.60000002	6	1	1	3	5.9799876	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3	101	1983	10.487554	97.931465	5	11.582078	15.842965	88.601685	6.1609035	38.451599	2.4500682	49.353813	49.72628	36.651981	6.5469909	8.5980883	-5.1999998	1.75	1	1	5.4000001	7.0044456	97.949013	5	11.582078	15.717038	86.64505	5.8671017	37.1278	2.4597886	70.938141	43.20158	12.60176	6.0137973	10.40725	-4.1999998	4.1999998	1	1	4	6.6851101	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4	101	1988	11.493954	98.078606	5	11.582078	15.955023	88.7033	6.5372701	40.331001	2.4124424	55.485748	56.882786	49.630138	6.5144811	22.511326	3	7	1	1	3	6.7129998	97.931465	5	11.582078	15.842965	88.601685	6.1609035	38.451599	2.4500682	49.353813	49.72628	36.651981	6.5469909	8.5980883	-5.1999998	1.75	1	1	5.4000001	7.0044456	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5	101	1993	10.526584	94.64959	5	11.582078	16.072514	87.5756	7.0063829	42.312801	2.3588483	62.826996	56.53577	39.571018	6.9615502	15.346202	3	7	.60000002	1	3.8	6.9887333	98.078606	5	11.582078	15.955023	88.7033	6.5372701	40.331001	2.4124424	55.485748	56.882786	49.630138	6.5144811	22.511326	3	7	1	1	3	6.7129998	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6	101	1998	12.092928	100	1	11.582078	16.175282	85.651184	7.517633	44.320202	2	64.676292	55.581478	27.810925	7.3820529	7.7062898	8	9	1	1	3	7.3140736	94.64959	5	11.582078	16.072514	87.5756	7.0063829	42.312801	2.3588483	62.826996	56.53577	39.571018	6.9615502	15.346202	3	7	.60000002	1	3.8	6.9887333	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7	101	2003	14.008431	100	0	11.582078	16.316425	83.140732	7.9157043	46.354	3.4848485	67.332565	55.303345	20.32226	7.8649292	3.7066121	8	9	1	1	3.8	7.5206213	100	1	11.582078	16.175282	85.651184	7.517633	44.320202	2	64.676292	55.581478	27.810925	7.3820529	7.7062898	8	9	1	1	3	7.3140736	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8	101	2008	14.228437	100	0	11.582078	16.424925	78.789215	7.9804697	48.465599	1.5384616	63.603813	54.638	22.028561	8.5452757	6.0511599	8	9	1	1	3.4000001	7.8824654	100	0	11.582078	16.316425	83.140732	7.9157043	46.354	3.4848485	67.332565	55.303345	20.32226	7.8649292	3.7066121	8	9	1	1	3.8	7.5206213	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8	108	2008	24.972464	95.019768	0	11.625272	15.803009	65.734192	7.3390222	50.4058	1.9536732	122.57636	54.021606	24.35364	8.8745985	6.4189739	7	9	1	1	3.4000001	7.5037479	94.946968	0	11.625272	15.702121	74.231392	7.3533163	47.372601	2.1655319	125.62782	53.149841	60.594521	8.001606	6.5413661	7	9	1	1	3	7.1525559	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2	121	1978	26.695105	100	0	9.2900753	14.547689	82.369431	12.324342	45.648602	1	77.554314	69.791168	64.825478	7.4902077	16.843519	10	10	0	1	1.8	7.3248167	100	0	9.2900753	14.48814	96.625938	11.756398	42.937401	1.0526316	71.649307	63.533436	21.362101	7.4024096	16.058804	10	10	0	1	1	7.0885878	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3	121	1983	31.852036	100	0	9.2900753	14.621749	70.007713	12.537189	47.75	1.8614719	97.712112	67.894119	134.6828	7.1032228	19.609547	10	10	0	1	2	7.2593122	100	0	9.2900753	14.547689	82.369431	12.324342	45.648602	1	77.554314	69.791168	64.825478	7.4902077	16.843519	10	10	0	1	1.8	7.3248167	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
6	121	1998	32.72184	100	0	9.2900753	14.74749	55.803394	12.363029	51.3344	.80000001	87.516357	52.390564	77.742119	7.9987059	14.046152	9	9	0	1	2	8.1125317	100	0	9.2900753	14.699143	58.904728	12.409148	50.146599	.83333331	110.26394	54.304173	87.449875	7.2360587	39.10014	9.3999996	9.3999996	0	1	2	7.6479311	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7	121	2003	33.887486	99.303375	0	9.2900753	14.786119	52.396156	12.522112	51.941799	0	86.936142	48.824421	104.05102	8.5585909	7.4182601	9	9	0	1	2	8.230443	100	0	9.2900753	14.74749	55.803394	12.363029	51.3344	.80000001	87.516357	52.390564	77.742119	7.9987059	14.046152	9	9	0	1	2	8.1125317	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2	154	1978	10.502436	82.349121	0	14.457364	17.995352	88.396904	7.4696326	64.906998	2.4597559	21.909664	51.708771	35.79594	8.5068579	23.773621	-3.5999999	5.1999998	1	.60000002	3.5999999	7.6587324	76.531548	0	14.457364	17.850603	93.109665	7.5223804	61.263802	3.1889608	17.302086	53.94183	20.192381	7.9398069	12.988662	-6	2	1	0	4.25	7.118475	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3	154	1983	17.367098	87.168167	0	14.457364	18.108278	80.904564	7.3574963	67.905602	2.190134	28.408022	48.050426	52.712524	9.1848383	58.64732	-3	6	1	1	3.2	7.9840746	82.349121	0	14.457364	17.995352	88.396904	7.4696326	64.906998	2.4597559	21.909664	51.708771	35.79594	8.5068579	23.773621	-3.5999999	5.1999998	1	.60000002	3.5999999	7.6587324	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4	154	1988	20.604136	88.888794	0	14.457364	18.209562	71.157684	7.4387221	70.431396	1.9737209	34.829628	48.372726	68.463676	9.7611046	76.128639	-1.2	6.5999999	1	1	3.8	7.8301554	87.168167	0	14.457364	18.108278	80.904564	7.3574963	67.905602	2.190134	28.408022	48.050426	52.712524	9.1848383	58.64732	-3	6	1	1	3.2	7.9840746	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
5	154	1993	13.648726	73.22422	0	14.457364	18.306105	62.87664	7.8408737	72.588402	2.0116549	36.844753	50.940063	39.5033	10.516129	22.311213	1.6	7	1	1	4	8.37922	88.888794	0	14.457364	18.209562	71.157684	7.4387221	70.431396	1.9737209	34.829628	48.372726	68.463676	9.7611046	76.128639	-1.2	6.5999999	1	1	3.8	7.8301554	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
6	154	1998	14.115083	68.271866	0	14.457364	18.389946	56.318523	8.3840084	74.180397	1.035444	57.134876	50.220074	45.630402	11.278131	18.126341	6	8.1999998	1	1	3	8.5020857	73.22422	0	14.457364	18.306105	62.87664	7.8408737	72.588402	2.0116549	36.844753	50.940063	39.5033	10.516129	22.311213	1.6	7	1	1	4	8.37922	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
6	172	1998	22.220583	100	0	11.698076	15.404329	77.591667	6.58252	54.255798	1.6503619	70.305733	54.458744	221.00861	6.7602615	10.241152	8	7	1	0	2.8	6.5938048	94.391464	0	11.698076	15.296598	86.287491	6.4227657	53.055199	2.7734549	46.140285	55.251068	407.47879	5.4580908	942.9707	6.4000001	7	1	0	3.8	6.5295053	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7	172	2003	25.76623	100	0	11.698076	15.479192	68.371063	6.9371734	55.454601	1.5245011	77.56324	51.33173	199.8028	7.5544682	6.9477921	8	7	1	0	3	6.7027888	100	0	11.698076	15.404329	77.591667	6.58252	54.255798	1.6503619	70.305733	54.458744	221.00861	6.7602615	10.241152	8	7	1	0	2.8	6.5938048	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2	183	1978	26.941645	100	0	11.216405	14.445996	76.732292	8.2903614	49.882801	2.1637428	178.30518	50.152882	75.771202	7.7422833	12.11141	-6.4000001	2.2	.60000002	1	5.4000001	7.3315139	100	0	11.216405	14.309764	82.887924	8.2825489	48.478802	3.759804	171.49847	50.496841	34.81028	7.4300795	7.6599059	-7	1	1	1	7	6.9041405	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3	183	1983	26.851301	100	0	11.216405	14.547235	68.493126	8.2715044	51.4366	1.9523809	141.48415	50.763229	77.435379	8.0427561	3.6900649	-5.5999999	3	.2	1	5	7.8005843	100	0	11.216405	14.445996	76.732292	8.2903614	49.882801	2.1637428	178.30518	50.152882	75.771202	7.7422833	12.11141	-6.4000001	2.2	.60000002	1	5.4000001	7.3315139	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4	183	1988	22.581408	99.49675	0	11.216405	14.656553	61.156281	8.2412968	53.158401	2.6119895	132.3511	52.464924	95.508781	7.7930064	.34494701	-1.2	4.5999999	1	1	5.5999999	7.8414741	100	0	11.216405	14.547235	68.493126	8.2715044	51.4366	1.9523809	141.48415	50.763229	77.435379	8.0427561	3.6900649	-5.5999999	3	.2	1	5	7.8005843	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5	183	1993	21.395487	97.97068	0	11.216405	14.762882	55.830849	8.3759775	57.5308	2.3099716	173.75282	53.086159	69.644737	7.9190369	2.6510022	8.3999996	9.3999996	1	1	3	8.0488901	99.49675	0	11.216405	14.656553	61.156281	8.2412968	53.158401	2.6119895	132.3511	52.464924	95.508781	7.7930064	.34494701	-1.2	4.5999999	1	1	5.5999999	7.8414741	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
6	183	1998	23.704689	100	0	11.216405	14.858673	52.114296	8.6487255	63.4618	2.0706077	155.675	53.203461	65.162903	8.6266222	3.3774719	9	10	1	1	1.6	8.2283525	97.97068	0	11.216405	14.762882	55.830849	8.3759775	57.5308	2.3099716	173.75282	53.086159	69.644737	7.9190369	2.6510022	8.3999996	9.3999996	1	1	3	8.0488901	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7	183	2003	24.852268	100	0	11.216405	14.953054	48.880184	9.0527611	68.759399	1.8762219	133.3185	52.527214	61.890179	9.0366783	1.50893	9	10	1	1	1	8.3537254	100	0	11.216405	14.858673	52.114296	8.6487255	63.4618	2.0706077	155.675	53.203461	65.162903	8.6266222	3.3774719	9	10	1	1	1.6	8.2283525	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5	186	1993	14.872396	98.758774	0	12.892447	15.341094	74.280266	7.5945425	50.756199	2.7116854	112.2418	47.681847	28.610241	6.4069524	15.5282	6	7	1	0	3.4000001	7.2433367	97.383842	0	12.892447	15.20118	76.003464	7.2688718	47.209599	2.5674818	94.021172	37.034	45.517262	5.4801841	32.149559	-4	4	1	0	4.8000002	7.0187702	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
6	186	1998	18.919954	100	0	12.892447	15.444366	69.081223	7.6289215	54.050999	2.3862176	99.087349	53.671734	30.62752	7.1638823	9.5466356	6.8000002	7	1	0	4	7.3479629	98.758774	0	12.892447	15.341094	74.280266	7.5945425	50.756199	2.7116854	112.2418	47.681847	28.610241	6.4069524	15.5282	6	7	1	0	3.4000001	7.2433367	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
7	186	2003	18.945206	99.0075	0	12.892447	15.555669	62.650181	7.7641735	57.211399	1.7868544	93.592873	52.67445	51.991798	7.0376453	11.449994	7.5999999	7	1	0	3.4000001	7.0029545	100	0	12.892447	15.444366	69.081223	7.6289215	54.050999	2.3862176	99.087349	53.671734	30.62752	7.1638823	9.5466356	6.8000002	7	1	0	4	7.3479629	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
8	186	2008	19.765471	95.584488	0	12.892447	15.6429	56.782887	8.1416492	60.2104	1.9576865	106.6295	50.093506	20.471781	7.7730689	6.6655722	8	7.5999999	1	0	3	7.7036819	99.0075	0	12.892447	15.555669	62.650181	7.7641735	57.211399	1.7868544	93.592873	52.67445	51.991798	7.0376453	11.449994	7.5999999	7	1	0	3.4000001	7.0029545	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4	187	1988	15.576631	98.15657	0	14.077875	16.849821	68.065079	6.9273734	68.086197	1.9523809	29.917561	45.69379	44.32972	7.1213713	1871.911	7.1999998	7	1	0	2.2	7.2769699	100	0	14.077875	16.738323	73.333656	6.7849274	65.947998	3.3402133	45.587265	58.72047	48.229939	7.2254586	102.064	7	7	1	0	2	6.8547201	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5	187	1993	17.985008	83.043549	0	14.077875	16.950626	62.722904	7.2689767	70.130997	1.7786561	28.612711	46.740871	44.754921	7.7914758	107.03634	1.6	5.4000001	1	0	4.8000002	7.4668088	98.15657	0	14.077875	16.849821	68.065079	6.9273734	68.086197	1.9523809	29.917561	45.69379	44.32972	7.1213713	1871.911	7.1999998	7	1	0	2.2	7.2769699	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
6	187	1998	18.32769	94.475006	0	14.077875	17.034065	57.588898	7.81565	72.205597	1.6333333	32.352161	50.38908	37.833302	9.0585728	6.3938718	1.8	6	1	0	4.4000001	7.6986136	83.043549	0	14.077875	16.950626	62.722904	7.2689767	70.130997	1.7786561	28.612711	46.740871	44.754921	7.7914758	107.03634	1.6	5.4000001	1	0	4.8000002	7.4668088	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7	187	2003	18.249115	95.777824	0	14.077875	17.111073	52.962399	8.4886522	74.237198	1.5099715	37.101574	49.548828	39.716824	9.4897957	2.2791929	9	9	1	0	1.8	7.7681031	94.475006	0	14.077875	17.034065	57.588898	7.81565	72.205597	1.6333333	32.352161	50.38908	37.833302	9.0585728	6.3938718	1.8	6	1	0	4.4000001	7.6986136	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
8	187	2008	18.102591	95.855911	0	14.077875	17.161751	48.581364	9.2182846	76.160202	.71428573	48.757771	47.430161	28.161501	10.325131	4.2699881	9	9	1	0	2	8.3575392	95.777824	0	14.077875	17.111073	52.962399	8.4886522	74.237198	1.5099715	37.101574	49.548828	39.716824	9.4897957	2.2791929	9	9	1	0	1.8	7.7681031	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3	246	1983	30.582691	100	0	8.542861	13.945625	56.09166	9.1263514	10.1034	1.8181819	79.991814	48.326698	12.2	7.9009819	6.2867441	8.3999996	7.8000002	0	1	1	8.8077326	100	0	8.542861	13.853635	60.165314	9.0364666	11.0666	2	99.035263	55.63343	13.229977	7.5433445	14.389732	8	7	0	1	2	8.1993742	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4	246	1988	30.756199	100	0	8.542861	13.997832	57.022362	9.100503	8.9591999	0	82.132912	40.826836	50.400002	8.0029926	6.0865102	9	9	0	1	1	8.2700205	100	0	8.542861	13.945625	56.09166	9.1263514	10.1034	1.8181819	79.991814	48.326698	12.2	7.9009819	6.2867441	8.3999996	7.8000002	0	1	1	8.8077326	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
5	246	1993	28.069365	95.564255	0	8.542861	14.029849	53.542713	9.1251249	9.1868	1.6666666	82.944786	38.551601	57.799999	8.2873831	6.6417761	9	9	0	1	1	8.3213091	100	0	8.542861	13.997832	57.022362	9.100503	8.9591999	0	82.132912	40.826836	50.400002	8.0029926	6.0865102	9	9	0	1	1	8.2700205	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3	258	1983	22.822044	100	0	12.072656	14.907343	42.98801	17.165398	86.473999	.68965518	39.055168	40.933537	63.72768	6.0396028	45.92094	-3.8	2.8	1	0	4.4000001	7.7805805	100	0	12.072656	14.873203	43.39299	16.159201	84.591202	.71428573	36.972679	40.953609	22.29722	5.5540442	56.734058	-7.4000001	1	1	0	5.8000002	7.6467905	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4	258	1988	22.4107	97.937126	0	12.072656	14.933797	42.294254	18.113424	88.261398	.66666669	40.259724	40.108265	77.302101	6.2729654	80.26004	9.3999996	10	1	0	1.6	7.8806186	100	0	12.072656	14.907343	42.98801	17.165398	86.473999	.68965518	39.055168	40.933537	63.72768	6.0396028	45.92094	-3.8	2.8	1	0	4.4000001	7.7805805	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5	258	1993	26.348696	89.912994	0	12.072656	14.972312	40.562668	19.338341	89.914398	.64516127	36.672897	40.227005	36.73502	6.9455523	57.657799	10	10	1	0	1.6	8.52946	97.937126	0	12.072656	14.933797	42.294254	18.113424	88.261398	.66666669	40.259724	40.108265	77.302101	6.2729654	80.26004	9.3999996	10	1	0	1.6	7.8806186	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6	258	1998	27.415033	95.591957	0	12.072656	15.003279	39.548172	20.507938	91.011803	.625	35.94733	41.091263	36.906658	7.4568715	14.833242	10	10	1	0	1	8.885294	89.912994	0	12.072656	14.972312	40.562668	19.338341	89.914398	.64516127	36.672897	40.227005	36.73502	6.9455523	57.657799	10	10	1	0	1.6	8.52946	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
7	258	2003	24.864895	100	0	12.072656	15.009433	38.562763	21.267534	91.684998	0	49.690403	42.122612	80.473717	7.6269207	8.9534979	10	10	1	0	1	8.428689	95.591957	0	12.072656	15.003279	39.548172	20.507938	91.011803	.625	35.94733	41.091263	36.906658	7.4568715	14.833242	10	10	1	0	1	8.885294	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
8	258	2008	28.846323	100	0	12.072656	15.021374	36.36726	21.535421	92.241798	.60606062	58.8918	42.895767	62.698059	8.9438124	6.8424659	10	10	1	0	1	9.0262337	100	0	12.072656	15.009433	38.562763	21.267534	91.684998	0	49.690403	42.122612	80.473717	7.6269207	8.9534979	10	10	1	0	1	8.428689	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2	262	1978	16.194618	100	0	13.690004	16.467344	75.582092	5.6282444	77.825401	2.9670329	56.792603	42.101692	13.741734	6.1970797	13.898988	9	10	1	0	1	8.153471	100	0	13.690004	16.281622	84.176315	5.6023636	74.212402	3.4848485	48.08503	42.766537	6.2095923	7.146666	15.910456	9	10	1	0	2	7.5206265	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	262	1983	20.560974	100	0	13.690004	16.599442	69.342522	5.7484384	80.829002	2.5833333	45.692043	44.409485	23.76074	7.0630517	9.6517296	9	10	1	0	1	8.3619938	100	0	13.690004	16.467344	75.582092	5.6282444	77.825401	2.9670329	56.792603	42.101692	13.741734	6.1970797	13.898988	9	10	1	0	1	8.153471	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	262	1988	19.684895	100	0	13.690004	16.748581	66.249519	6.1106825	83.340401	3.3402133	50.611729	42.063255	52.001362	7.3716922	37.675896	9	10	1	0	1	7.8891401	100	0	13.690004	16.599442	69.342522	5.7484384	80.829002	2.5833333	45.692043	44.409485	23.76074	7.0630517	9.6517296	9	10	1	0	1	8.3619938	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	262	1993	20.180536	100	0	13.690004	16.868883	62.27269	6.6619506	86.105598	1.9523809	54.957973	42.191032	62.718834	8.5576839	39.198021	8.1999998	9.1999998	1	0	2.5999999	7.9465995	100	0	13.690004	16.748581	66.249519	6.1106825	83.340401	3.3402133	50.611729	42.063255	52.001362	7.3716922	37.675896	9	10	1	0	1	7.8891401	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
6	262	1998	20.742666	100	0	13.690004	16.959139	56.825775	7.1867685	88.861397	1.7786561	48.790451	45.858925	41.399738	10.204988	45.696178	7.5999999	9	1	0	2.5999999	8.2620583	100	0	13.690004	16.868883	62.27269	6.6619506	86.105598	1.9523809	54.957973	42.191032	62.718834	8.5576839	39.198021	8.1999998	9.1999998	1	0	2.5999999	7.9465995	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7	262	2003	26.397299	100	0	13.690004	17.065466	51.215034	7.5885062	91.102203	2.402564	51.357758	44.966774	41.378738	10.626535	27.902281	6	7	1	0	3.2	8.3543253	100	0	13.690004	16.959139	56.825775	7.1867685	88.861397	1.7786561	48.790451	45.858925	41.399738	10.204988	45.696178	7.5999999	9	1	0	2.5999999	8.2620583	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
