period	cc	year	GG_7_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp_pc	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp_pc	per01	per02	per03	per04	per05	per06	per07	per08	cc1	cc2	cc3	cc4	cc5	cc6	cc7	cc8	cc9	cc10	cc11	cc12	cc13	cc14	cc15	cc16	cc17	cc18	cc19	cc20	cc21	cc22	cc23	cc24	cc25	cc26	cc27	cc28	cc29	cc30	cc31	cc32	cc33	cc34	cc35	cc36	cc37	cc38	cc39	cc40	cc41	cc42	cc43	cc44	cc45	cc46	cc47	cc48	cc49	cc50	cc51	cc52	cc53	cc54	cc55	cc56	cc57	cc58	cc59	cc60	cc61
4	101	1988	11.729915	98.078606	5	11.582078	15.955023	88.7033	6.5372701	40.331001	2.4124424	55.485748	56.882786	49.630138	6.5144811	22.511326	3	7	1	1	3	6.7129998	97.931465	5	11.582078	15.842965	88.601685	6.1609035	38.451599	2.4500682	49.353813	49.72628	36.651981	6.5469909	8.5980883	-5.1999998	1.75	1	1	5.4000001	7.0044456	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	101	1993	11.1686	94.64959	5	11.582078	16.072514	87.5756	7.0063829	42.312801	2.3588483	62.826996	56.53577	39.571018	6.9615502	15.346202	3	7	.60000002	1	3.8	6.9887333	98.078606	5	11.582078	15.955023	88.7033	6.5372701	40.331001	2.4124424	55.485748	56.882786	49.630138	6.5144811	22.511326	3	7	1	1	3	6.7129998	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	101	1998	12.092928	100	1	11.582078	16.175282	85.651184	7.517633	44.320202	2	64.676292	55.581478	27.810925	7.3820529	7.7062898	8	9	1	1	3	7.3140736	94.64959	5	11.582078	16.072514	87.5756	7.0063829	42.312801	2.3588483	62.826996	56.53577	39.571018	6.9615502	15.346202	3	7	.60000002	1	3.8	6.9887333	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	101	2003	14.008431	100	0	11.582078	16.316425	83.140732	7.9157043	46.354	3.4848485	67.332565	55.303345	20.32226	7.8649292	3.7066121	8	9	1	1	3.8	7.5206213	100	1	11.582078	16.175282	85.651184	7.517633	44.320202	2	64.676292	55.581478	27.810925	7.3820529	7.7062898	8	9	1	1	3	7.3140736	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	101	2008	14.228437	100	0	11.582078	16.424925	78.789215	7.9804697	48.465599	1.5384616	63.603813	54.638	22.028561	8.5452757	6.0511599	8	9	1	1	3.4000001	7.8824654	100	0	11.582078	16.316425	83.140732	7.9157043	46.354	3.4848485	67.332565	55.303345	20.32226	7.8649292	3.7066121	8	9	1	1	3.8	7.5206213	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	108	2008	26.283945	95.019768	0	11.625272	15.803009	65.734192	7.3390222	50.4058	1.9536732	122.57636	54.021606	24.35364	8.8745985	6.4189739	7	9	1	1	3.4000001	7.5037479	94.946968	0	11.625272	15.702121	74.231392	7.3533163	47.372601	2.1655319	125.62782	53.149841	60.594521	8.001606	6.5413661	7	9	1	1	3	7.1525559	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	114	1978	33.099831	97.868752	4.8000002	14.285514	17.403452	80.098259	5.7519698	48.114601	3.4023612	58.993336	47.038937	17.851471	8.0519552	17.633394	-6.4000001	1	1	1	5.4000001	7.6674299	98.32428	0	14.285514	17.248455	82.033638	6.2098579	43.932999	2.6264832	69.416618	50.978256	12.281266	7.2934294	22.45796	-10	1	1	0	5.25	6.7103648	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	114	1983	24.744314	97.166435	13	14.285514	17.580122	85.048042	5.6155815	51.9142	4.2438574	29.826033	46.531178	29.227858	8.2106342	14.162004	-5.5999999	2	1	1	5.5999999	7.9106112	97.868752	4.8000002	14.285514	17.403452	80.098259	5.7519698	48.114601	3.4023612	58.993336	47.038937	17.851471	8.0519552	17.633394	-6.4000001	1	1	1	5.4000001	7.6674299	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	114	1988	19.367065	97.146309	7.5999999	14.285514	17.757929	90.085144	6.3262968	55.155998	3.1356602	22.437773	45.941513	49.757999	8.0735312	18.480261	-6	2	1	1	5.4000001	7.4267039	97.166435	13	14.285514	17.580122	85.048042	5.6155815	51.9142	4.2438574	29.826033	46.531178	29.227858	8.2106342	14.162004	-5.5999999	2	1	1	5.5999999	7.9106112	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	114	1993	22.54002	100	2.4000001	14.285514	17.875656	84.020706	7.125484	58.673599	1.3918307	42.096073	45.461758	32.80698	8.0163879	35.178341	-6	2	1	1	6	7.4991384	97.146309	7.5999999	14.285514	17.757929	90.085144	6.3262968	55.155998	3.1356602	22.437773	45.941513	49.757999	8.0735312	18.480261	-6	2	1	1	5.4000001	7.4267039	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	116	1983	58.184475	78.597885	0	11.140266	15.068274	50.079079	18.251135	55.898201	.58823532	101.1282	47.037086	69.164261	8.9913788	10.97984	10	10	0	0	1	8.6836796	76.524849	0	11.140266	15.01522	52.439213	18.463022	54.6534	1.2310606	99.426918	46.905483	52.502041	8.0571175	14.63976	10	10	0	0	1	8.3530664	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	116	1988	52.085056	78.3946	0	11.140266	15.068274	46.018696	18.383526	56.653599	0	105.28958	45.997787	85.725418	9.2980356	3.357199	10	10	0	0	1	9.2447815	78.597885	0	11.140266	15.068274	50.079079	18.251135	55.898201	.58823532	101.1282	47.037086	69.164261	8.9913788	10.97984	10	10	0	0	1	8.6836796	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	119	1993	49.633644	98.270828	0	12.591709	17.858562	22.533274	23.339108	66.843597	0	40.21085	45.625938	112.62706	10.97679	4.8606219	10	10	0	.40000001	1	9.8999329	84.085602	0	12.591709	17.858562	25.680552	20.648241	66.765999	0	37.444084	43.092712	90.720337	10.60067	7.0519099	10	10	0	0	1	9.6056147	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	119	1998	48.976994	85.919037	0	12.591709	17.858562	21.403664	25.994852	67.101997	0	47.489143	45.937073	115.353	11.507975	2.7522659	10	10	0	1	1	9.9556952	98.270828	0	12.591709	17.858562	22.533274	23.339108	66.843597	0	40.21085	45.625938	112.62706	10.97679	4.8606219	10	10	0	.40000001	1	9.8999329	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	121	1978	26.695105	100	0	9.2900753	14.547689	82.369431	12.324342	45.648602	1	77.554314	69.791168	64.825478	7.4902077	16.843519	10	10	0	1	1.8	7.3248167	100	0	9.2900753	14.48814	96.625938	11.756398	42.937401	1.0526316	71.649307	63.533436	21.362101	7.4024096	16.058804	10	10	0	1	1	7.0885878	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	121	1983	31.852036	100	0	9.2900753	14.621749	70.007713	12.537189	47.75	1.8614719	97.712112	67.894119	134.6828	7.1032228	19.609547	10	10	0	1	2	7.2593122	100	0	9.2900753	14.547689	82.369431	12.324342	45.648602	1	77.554314	69.791168	64.825478	7.4902077	16.843519	10	10	0	1	1.8	7.3248167	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	121	1998	32.72184	100	0	9.2900753	14.74749	55.803394	12.363029	51.3344	.80000001	87.516357	52.390564	77.742119	7.9987059	14.046152	9	9	0	1	2	8.1125317	100	0	9.2900753	14.699143	58.904728	12.409148	50.146599	.83333331	110.26394	54.304173	87.449875	7.2360587	39.10014	9.3999996	9.3999996	0	1	2	7.6479311	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	121	2003	34.13031	99.303375	0	9.2900753	14.786119	52.396156	12.522112	51.941799	0	86.936142	48.824421	104.05102	8.5585909	7.4182601	9	9	0	1	2	8.230443	100	0	9.2900753	14.74749	55.803394	12.363029	51.3344	.80000001	87.516357	52.390564	77.742119	7.9987059	14.046152	9	9	0	1	2	8.1125317	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	123	1993	32.000359	100	0	11.387815	15.199294	81.065903	6.2251506	75.910599	5.6123843	130.07671	45.526192	145.6976	6.5200448	3.9289939	-2.4000001	8.3999996	1	1	3.8	7.2359366	100	0	11.387815	14.957995	95.690178	7.5676208	69.841003	4.2487288	115.78963	38.819405	219.73399	6.5687742	8.427	-7	3	1	1	5.1999998	7.4243841	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	125	1978	15.269529	93.179474	0	13.251882	16.535578	106.02351	6.6427016	14.5154	4.3003664	50.914047	63.161606	21.707033	6.0206199	10.815272	-6.5999999	1.4	1	1	5	6.0862403	100	0	13.251882	16.348442	104.59311	7.0658746	11.8664	3.4848485	48.594276	70.998444	13.40548	5.4040275	6.0148578	-7	1	1	1	5	5.5475159	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	125	1983	18.041224	95.018745	0	13.251882	16.726336	106.24275	6.1866407	15.8806	4.5902133	42.224461	68.352135	34.745178	6.410388	10.556036	-6.8000002	1.2	1	1	5.4000001	6.099648	93.179474	0	13.251882	16.535578	106.02351	6.6427016	14.5154	4.3003664	50.914047	63.161606	21.707033	6.0206199	10.815272	-6.5999999	1.4	1	1	5	6.0862403	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	125	1988	18.936176	95.151093	0	13.251882	16.895967	103.70297	5.7542844	16.4804	2.8614719	40.515968	61.957531	45.929001	6.6188164	8.1950998	-7	1	1	1	6	6.1720243	95.018745	0	13.251882	16.726336	106.24275	6.1866407	15.8806	4.5902133	42.224461	68.352135	34.745178	6.410388	10.556036	-6.8000002	1.2	1	1	5.4000001	6.099648	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	125	1993	18.989336	95.835495	0	13.251882	17.06485	95.639442	5.4303184	17.657	3.2721293	51.911682	53.043282	67.894058	6.8681083	17.07304	-5	3	1	1	5.5999999	5.9176569	95.151093	0	13.251882	16.895967	103.70297	5.7542844	16.4804	2.8614719	40.515968	61.957531	45.929001	6.6188164	8.1950998	-7	1	1	1	6	6.1720243	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	125	1998	18.508636	100	0	13.251882	17.202686	86.686958	5.3234186	19.2404	2.8113482	50.914257	51.185928	54.576439	7.163578	14.125838	-2.5999999	7	1	1	6.1999998	6.0717134	95.835495	0	13.251882	17.06485	95.639442	5.4303184	17.657	3.2721293	51.911682	53.043282	67.894058	6.8681083	17.07304	-5	3	1	1	5.5999999	5.9176569	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	125	2003	20.254385	98.537704	0	13.251882	17.341005	80.19175	5.1635408	20.9618	3.0358858	57.84288	49.131241	55.569	7.4134712	4.1460252	6	8.8000002	1	1	3.8	6.0974269	100	0	13.251882	17.202686	86.686958	5.3234186	19.2404	2.8113482	50.914257	51.185928	54.576439	7.163578	14.125838	-2.5999999	7	1	1	6.1999998	6.0717134	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	136	1993	52.586052	100	0	10.320881	14.369002	83.595909	8.3713989	15.7598	2.4264705	141.12668	62.045296	77.735748	4.8756027	12.344764	2	4.5999999	.60000002	1	4.5999999	6.0428209	100	0	10.320881	14.272607	85.666199	8.0682621	13.081	1.3333334	141.61945	60.813839	85.141121	3.746017	14.8972	-7	1	1	1	5.5999999	5.5551376	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	136	1998	56.858997	100	0	10.320881	14.45681	78.352592	8.3123035	18.7652	1.1111112	172.76833	61.518963	88.35318	6.9960785	7.900692	4.4000001	7	0	1	4	6.0554976	100	0	10.320881	14.369002	83.595909	8.3713989	15.7598	2.4264705	141.12668	62.045296	77.735748	4.8756027	12.344764	2	4.5999999	.60000002	1	4.5999999	6.0428209	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	136	2003	50.527931	99.931732	0	10.320881	14.518415	72.825935	8.0638189	21.954399	0	191.12596	52.756508	83.822258	7.3313789	7.1987462	7.5999999	7	0	1	2.4000001	6.1456337	100	0	10.320881	14.45681	78.352592	8.3123035	18.7652	1.1111112	172.76833	61.518963	88.35318	6.9960785	7.900692	4.4000001	7	0	1	4	6.0554976	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	144	1978	12.4435	93.275589	0	11.454024	15.586111	93.135185	5.0915818	8.4907999	3.189579	55.350334	64.777649	55.753422	4.909956	8.5700064	-9	1	1	1	6.4000001	5.3734422	89.315201	0	11.454024	15.420023	91.765823	4.7693419	7.0124002	3.332068	52.647015	67.508293	43.512199	4.2088146	8.9258442	-9	1	1	1	7	4.9075246	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	144	1983	16.561865	95.474632	0	11.454024	15.731362	94.791695	5.0724649	9.7178001	3.3258569	44.996563	69.868752	78.244797	5.1285167	11.800338	-9	1	1	1	6	5.4858418	93.275589	0	11.454024	15.586111	93.135185	5.0915818	8.4907999	3.189579	55.350334	64.777649	55.753422	4.909956	8.5700064	-9	1	1	1	6.4000001	5.3734422	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	144	1988	17.664297	100	0	11.454024	15.962276	91.600937	5.0688186	11.0012	5.1929846	45.031544	68.438148	103.10522	5.3368759	18.899059	-9	1	1	1	6.4000001	5.4305363	95.474632	0	11.454024	15.731362	94.791695	5.0724649	9.7178001	3.3258569	44.996563	69.868752	78.244797	5.1285167	11.800338	-9	1	1	1	6	5.4858418	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	145	1978	21.976458	100	0	12.702444	16.410103	71.646484	6.3412428	40.287201	3.2051282	91.485611	62.519802	43.648361	8.2870674	8.7372017	4	6	0	1	3	7.2102575	100	0	12.702444	16.265614	81.789604	6.4688215	35.972801	1.8181819	77.234703	52.376766	41.15712	7.53266	5.4751477	4	6	0	1	2.5	6.4390483	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	145	1983	26.71958	96.137764	0	12.702444	16.522671	66.54705	6.2339339	44.353401	2.7619047	100.0918	59.322937	71.365936	8.7479057	2.56304	4	6	0	1	3	7.6568656	100	0	12.702444	16.410103	71.646484	6.3412428	40.287201	3.2051282	91.485611	62.519802	43.648361	8.2870674	8.7372017	4	6	0	1	3	7.2102575	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	145	1988	30.852005	84.142181	0	12.702444	16.659462	64.045654	6.1357126	48.233601	2.4264705	116.23418	47.021152	97.671898	8.9291201	1.756318	4	6	0	1	4	7.694006	96.137764	0	12.702444	16.522671	66.54705	6.2339339	44.353401	2.7619047	100.0918	59.322937	71.365936	8.7479057	2.56304	4	6	0	1	3	7.6568656	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	145	1993	29.297132	82.55732	0	12.702444	16.800484	60.537128	6.0947676	53.330399	3.1637428	155.47279	46.101658	55.674721	9.8705845	3.51141	3.8	6	0	1	4.4000001	8.1997633	84.142181	0	12.702444	16.659462	64.045654	6.1357126	48.233601	2.4264705	116.23418	47.021152	97.671898	8.9291201	1.756318	4	6	0	1	4	7.694006	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	152	1983	24.305607	100	0	7.6157908	13.807221	52.097206	6.2146258	42.3354	.69592375	98.319626	48.976788	63.57848	3.1330955	8.7658062	9.8000002	9.8000002	0	1	2	7.0182061	101.665	0	7.6157908	13.749168	62.640289	5.5054007	42.7878	1.606733	103.1947	50.442619	37.390999	2.9436486	15.959328	9	9	0	1	2.4000001	6.9557581	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	152	1988	20.395054	99.156296	0	7.6157908	13.834573	46.39222	6.6397991	43.27	2	130.96831	45.814316	53.8195	4.4455504	10.598532	10	10	0	1	2	7.5732145	100	0	7.6157908	13.807221	52.097206	6.2146258	42.3354	.69592375	98.319626	48.976788	63.57848	3.1330955	8.7658062	9.8000002	9.8000002	0	1	2	7.0182061	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	152	1998	23.03092	96.222809	0	7.6157908	13.997832	40.266445	8.0212269	42.9156	1.8181819	127.78518	51.347389	47.797024	5.8802009	5.2913518	10	10	0	1	1	8.2262764	95.408318	0	7.6157908	13.910821	42.776096	7.1508589	43.530399	0	122.9836	45.358845	48.50106	5.3314548	7.0197058	10	10	0	1	1.2	8.028636	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	152	2003	23.265682	98.769501	0	7.6157908	14.013841	37.511829	8.6639509	42.375999	0	118.28712	47.536617	52.035561	6.5017147	5.803596	10	10	0	1	1	8.422534	96.222809	0	7.6157908	13.997832	40.266445	8.0212269	42.9156	1.8181819	127.78518	51.347389	47.797024	5.8802009	5.2913518	10	10	0	1	1	8.2262764	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	154	1978	12.753318	82.349121	0	14.457364	17.995352	88.396904	7.4696326	64.906998	2.4597559	21.909664	51.708771	35.79594	8.5068579	23.773621	-3.5999999	5.1999998	1	.60000002	3.5999999	7.6587324	76.531548	0	14.457364	17.850603	93.109665	7.5223804	61.263802	3.1889608	17.302086	53.94183	20.192381	7.9398069	12.988662	-6	2	1	0	4.25	7.118475	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	154	1983	19.848206	87.168167	0	14.457364	18.108278	80.904564	7.3574963	67.905602	2.190134	28.408022	48.050426	52.712524	9.1848383	58.64732	-3	6	1	1	3.2	7.9840746	82.349121	0	14.457364	17.995352	88.396904	7.4696326	64.906998	2.4597559	21.909664	51.708771	35.79594	8.5068579	23.773621	-3.5999999	5.1999998	1	.60000002	3.5999999	7.6587324	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	154	1988	23.084961	88.888794	0	14.457364	18.209562	71.157684	7.4387221	70.431396	1.9737209	34.829628	48.372726	68.463676	9.7611046	76.128639	-1.2	6.5999999	1	1	3.8	7.8301554	87.168167	0	14.457364	18.108278	80.904564	7.3574963	67.905602	2.190134	28.408022	48.050426	52.712524	9.1848383	58.64732	-3	6	1	1	3.2	7.9840746	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
