period	cc	year	GG_7_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp	per01	per02	per03	per04	per05	per06	per07	per08	cc1	cc2	cc3	cc4	cc5	cc6	cc7	cc8	cc9	cc10	cc11	cc12	cc13	cc14	cc15	cc16	cc17	cc18	cc19	cc20	cc21	cc22	cc23	cc24	cc25	cc26	cc27	cc28	cc29	cc30	cc31	cc32	cc33	cc34	cc35	cc36	cc37	cc38	cc39	cc40	cc41	cc42	cc43	cc44	cc45	cc46	cc47	cc48	cc49	cc50	cc51	cc52	cc53	cc54	cc55	cc56	cc57	cc58	cc59	cc60	cc61	cc62	cc63	cc64	cc65	cc66	cc67	cc68	cc69	cc70	cc71	cc72	cc73	cc74	cc75	cc76	cc77	cc78	cc79	cc80	cc81	cc82	cc83	cc84	cc85	cc86	cc87	cc88	cc89	cc90	cc91
5	143	1993	17.99699	100	0	13.273435	16.332434	84.977768	6.0087118	24.903999	1.6666666	46.338387	44.747894	142.343	4.774682	25.231501	7.5999999	9	1	1	2.8	3041825280	100	0	13.273435	16.175282	86.304459	6.2408376	22.5128	3.8181818	36.905643	45.690639	154.53525	3.8859684	16.35792	-6	2	1	1	4.8000002	2751731712	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	143	1998	16.885897	100	0	13.273435	16.482164	86.739014	6.0355549	26.591	4.3003664	55.417686	41.49905	129.5032	5.3190956	10.103406	7.5999999	9	1	1	2	3767893504	100	0	13.273435	16.332434	84.977768	6.0087118	24.903999	1.6666666	46.338387	44.747894	142.343	4.774682	25.231501	7.5999999	9	1	1	2.8	3041825280	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	143	2003	19.341795	100	0	13.273435	16.635906	86.632149	6.0605497	28.136801	2.4264705	64.918411	46.223564	101.43416	6.192873	11.582916	7	9	1	1	2.8	4749875712	100	0	13.273435	16.482164	86.739014	6.0355549	26.591	4.3003664	55.417686	41.49905	129.5032	5.3190956	10.103406	7.5999999	9	1	1	2	3767893504	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	144	1978	12.4435	93.275589	0	11.454024	15.586111	93.135185	5.0915818	8.4907999	3.189579	55.350334	64.777649	55.753422	4.909956	8.5700064	-9	1	1	1	6.4000001	1293244160	89.315201	0	11.454024	15.420023	91.765823	4.7693419	7.0124002	3.332068	52.647015	67.508293	43.512199	4.2088146	8.9258442	-9	1	1	1	7	680716352	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	144	1983	16.561865	95.474632	0	11.454024	15.731362	94.791695	5.0724649	9.7178001	3.3258569	44.996563	69.868752	78.244797	5.1285167	11.800338	-9	1	1	1	6	1639561088	93.275589	0	11.454024	15.586111	93.135185	5.0915818	8.4907999	3.189579	55.350334	64.777649	55.753422	4.909956	8.5700064	-9	1	1	1	6.4000001	1293244160	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	144	1988	17.664297	100	0	11.454024	15.962276	91.600937	5.0688186	11.0012	5.1929846	45.031544	68.438148	103.10522	5.3368759	18.899059	-9	1	1	1	6.4000001	1978217984	95.474632	0	11.454024	15.731362	94.791695	5.0724649	9.7178001	3.3258569	44.996563	69.868752	78.244797	5.1285167	11.800338	-9	1	1	1	6	1639561088	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	145	1978	21.976458	100	0	12.702444	16.410103	71.646484	6.3412428	40.287201	3.2051282	91.485611	62.519802	43.648361	8.2870674	8.7372017	4	6	0	1	3	18917959680	100	0	12.702444	16.265614	81.789604	6.4688215	35.972801	1.8181819	77.234703	52.376766	41.15712	7.53266	5.4751477	4	6	0	1	2.5	7652223488	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	145	1983	26.71958	96.137764	0	12.702444	16.522671	66.54705	6.2339339	44.353401	2.7619047	100.0918	59.322937	71.365936	8.7479057	2.56304	4	6	0	1	3	31871541248	100	0	12.702444	16.410103	71.646484	6.3412428	40.287201	3.2051282	91.485611	62.519802	43.648361	8.2870674	8.7372017	4	6	0	1	3	18917959680	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	145	1988	30.852005	84.142181	0	12.702444	16.659462	64.045654	6.1357126	48.233601	2.4264705	116.23418	47.021152	97.671898	8.9291201	1.756318	4	6	0	1	4	38210682880	96.137764	0	12.702444	16.522671	66.54705	6.2339339	44.353401	2.7619047	100.0918	59.322937	71.365936	8.7479057	2.56304	4	6	0	1	3	31871541248	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	145	1993	29.297132	82.55732	0	12.702444	16.800484	60.537128	6.0947676	53.330399	3.1637428	155.47279	46.101658	55.674721	9.8705845	3.51141	3.8	6	0	1	4.4000001	73488023552	84.142181	0	12.702444	16.659462	64.045654	6.1357126	48.233601	2.4264705	116.23418	47.021152	97.671898	8.9291201	1.756318	4	6	0	1	4	38210682880	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	145	1998	24.067877	88.055107	0	12.702444	16.91503	55.228634	6.0514002	59.461399	1.8614719	189.43867	45.564854	35.04142	10.318417	4.9123716	3	6	0	1	4.5999999	95144058880	82.55732	0	12.702444	16.800484	60.537128	6.0947676	53.330399	3.1637428	155.47279	46.101658	55.674721	9.8705845	3.51141	3.8	6	0	1	4.4000001	73488023552	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	145	2003	28.109571	94.579735	0	12.702444	17.04191	51.582932	6.4762492	65.3358	2.5028985	195.95184	40.298409	43.925739	10.592957	3.9436159	3	6	0	1	4.5999999	118583894016	88.055107	0	12.702444	16.91503	55.228634	6.0514002	59.461399	1.8614719	189.43867	45.564854	35.04142	10.318417	4.9123716	3	6	0	1	4.5999999	95144058880	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	147	2003	22.858137	100	0	13.997832	16.332434	93.292328	4.681756	29.8876	3.8181818	59.561047	39.33379	58.78928	6.8148532	3.7734311	6.8000002	8.6000004	1	1	2	4175072256	100	0	13.997832	16.175282	94.19352	5.2765961	27.054399	2.1362276	52.66164	44.964661	103.5058	5.6716738	1.7687227	6.1999998	7.4000001	1	1	2.5999999	2780186368	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	147	2008	24.139414	100	0	13.997832	16.482164	93.192261	4.3936615	33.003799	3.2051282	53.118153	38.842491	23.48172	7.7008371	4.9025278	7	9	1	1	2	8018649600	100	0	13.997832	16.332434	93.292328	4.681756	29.8876	3.8181818	59.561047	39.33379	58.78928	6.8148532	3.7734311	6.8000002	8.6000004	1	1	2	4175072256	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	152	1983	24.305607	100	0	7.6157908	13.807221	52.097206	6.2146258	42.3354	.69592375	98.319626	48.976788	63.57848	3.1330955	8.7658062	9.8000002	9.8000002	0	1	2	1108164096	101.665	0	7.6157908	13.749168	62.640289	5.5054007	42.7878	1.606733	103.1947	50.442619	37.390999	2.9436486	15.959328	9	9	0	1	2.4000001	1001460160	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	152	1988	20.395054	99.156296	0	7.6157908	13.834573	46.39222	6.6397991	43.27	2	130.96831	45.814316	53.8195	4.4455504	10.598532	10	10	0	1	2	2023198848	100	0	7.6157908	13.807221	52.097206	6.2146258	42.3354	.69592375	98.319626	48.976788	63.57848	3.1330955	8.7658062	9.8000002	9.8000002	0	1	2	1108164096	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	152	1993	23.038685	95.408318	0	7.6157908	13.910821	42.776096	7.1508589	43.530399	0	122.9836	45.358845	48.50106	5.3314548	7.0197058	10	10	0	1	1.2	3392726784	99.156296	0	7.6157908	13.834573	46.39222	6.6397991	43.27	2	130.96831	45.814316	53.8195	4.4455504	10.598532	10	10	0	1	2	2023198848	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	152	1998	23.03092	96.222809	0	7.6157908	13.997832	40.266445	8.0212269	42.9156	1.8181819	127.78518	51.347389	47.797024	5.8802009	5.2913518	10	10	0	1	1	4488095744	95.408318	0	7.6157908	13.910821	42.776096	7.1508589	43.530399	0	122.9836	45.358845	48.50106	5.3314548	7.0197058	10	10	0	1	1.2	3392726784	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	152	2003	23.265682	98.769501	0	7.6157908	14.013841	37.511829	8.6639509	42.375999	0	118.28712	47.536617	52.035561	6.5017147	5.803596	10	10	0	1	1	5609639936	96.222809	0	7.6157908	13.997832	40.266445	8.0212269	42.9156	1.8181819	127.78518	51.347389	47.797024	5.8802009	5.2913518	10	10	0	1	1	4488095744	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	152	2008	23.010618	98.816467	0	7.6157908	14.077875	32.751663	9.2396231	41.9394	1.6666666	119.81816	39.179001	48.178341	9.1432562	5.3987284	10	10	0	1	1	8642669568	98.769501	0	7.6157908	14.013841	37.511829	8.6639509	42.375999	0	118.28712	47.536617	52.035561	6.5017147	5.803596	10	10	0	1	1	5609639936	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	154	1978	12.753318	82.349121	0	14.457364	17.995352	88.396904	7.4696326	64.906998	2.4597559	21.909664	51.708771	35.79594	8.5068579	23.773621	-3.5999999	5.1999998	1	.60000002	3.5999999	145220960256	76.531548	0	14.457364	17.850603	93.109665	7.5223804	61.263802	3.1889608	17.302086	53.94183	20.192381	7.9398069	12.988662	-6	2	1	0	4.25	72949907456	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	154	1983	19.848206	87.168167	0	14.457364	18.108278	80.904564	7.3574963	67.905602	2.190134	28.408022	48.050426	52.712524	9.1848383	58.64732	-3	6	1	1	3.2	217865420800	82.349121	0	14.457364	17.995352	88.396904	7.4696326	64.906998	2.4597559	21.909664	51.708771	35.79594	8.5068579	23.773621	-3.5999999	5.1999998	1	.60000002	3.5999999	145220960256	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	154	1988	23.084961	88.888794	0	14.457364	18.209562	71.157684	7.4387221	70.431396	1.9737209	34.829628	48.372726	68.463676	9.7611046	76.128639	-1.2	6.5999999	1	1	3.8	209639456768	87.168167	0	14.457364	18.108278	80.904564	7.3574963	67.905602	2.190134	28.408022	48.050426	52.712524	9.1848383	58.64732	-3	6	1	1	3.2	217865420800	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	154	1993	18.664877	73.22422	0	14.457364	18.306105	62.87664	7.8408737	72.588402	2.0116549	36.844753	50.940063	39.5033	10.516129	22.311213	1.6	7	1	1	4	392599994368	88.888794	0	14.457364	18.209562	71.157684	7.4387221	70.431396	1.9737209	34.829628	48.372726	68.463676	9.7611046	76.128639	-1.2	6.5999999	1	1	3.8	209639456768	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	154	1998	20.699238	68.271866	0	14.457364	18.389946	56.318523	8.3840084	74.180397	1.035444	57.134876	50.220074	45.630402	11.278131	18.126341	6	8.1999998	1	1	3	486074384384	73.22422	0	14.457364	18.306105	62.87664	7.8408737	72.588402	2.0116549	36.844753	50.940063	39.5033	10.516129	22.311213	1.6	7	1	1	4	392599994368	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	158	1998	28.84103	66.773804	0	14.285514	14.673956	62.218639	6.3527927	57.001801	.86956519	100.33578	35.484486	66.710739	4.4106526	10.68588	10	10	1	1	2	1210255488	63.731499	0	14.285514	14.639529	70.090218	7.1629195	56.896198	.90909094	92.454865	34.413368	39.573502	2.2112749	142.09996	7.5999999	7.8000002	.40000001	1	2.2	1815866624	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	158	2003	33.626595	83.173386	0	14.285514	14.723637	49.012894	5.9477992	60.349602	.83333331	121.66916	33.576054	78.358078	5.9250851	12.768938	10	10	1	1	2	1746382464	66.773804	0	14.285514	14.673956	62.218639	6.3527927	57.001801	.86956519	100.33578	35.484486	66.710739	4.4106526	10.68588	10	10	1	1	2	1210255488	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	158	2008	35.378639	93.513397	0	14.285514	14.80094	41.155518	5.9167123	65.537804	1.5692308	115.37478	33.747532	42.4646	7.6475511	15.38484	10	10	1	.60000002	2	4837178368	83.173386	0	14.285514	14.723637	49.012894	5.9477992	60.349602	.83333331	121.66916	33.576054	78.358078	5.9250851	12.768938	10	10	1	1	2	1746382464	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	161	1978	19.09059	100	3	13.008747	16.748581	85.760368	7.6326928	39.8116	2.1637428	51.741394	62.847996	54.577721	6.1433206	9.3460217	-8.1999998	2	1	1	3.8	15484846080	100	.60000002	13.008782	16.612349	98.423759	7.9561124	36.419201	2.4264705	48.321114	65.669937	31.89978	5.7983694	7.7036653	-9	2	1	1	5	7144534528	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	161	1983	22.060642	100	3	13.008747	16.868883	77.26265	7.6005535	43.351398	1.9523809	57.286133	46.134834	94.67028	6.3116231	8.255806	-8	2	1	1	4	15716628480	100	3	13.008747	16.748581	85.760368	7.6326928	39.8116	2.1637428	51.741394	62.847996	54.577721	6.1433206	9.3460217	-8.1999998	2	1	1	3.8	15484846080	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	161	1988	20.858759	100	2.4000001	13.008747	16.984705	72.909851	6.9236054	46.946201	2.6119895	52.963001	37.80571	105.1272	6.8393469	5.8015318	-8	2	1	1	4	23770079232	100	3	13.008747	16.868883	77.26265	7.6005535	43.351398	1.9523809	57.286133	46.134834	94.67028	6.3116231	8.255806	-8	2	1	1	4	15716628480	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	161	1993	28.117607	100	0	13.008747	17.080858	66.680183	7.1661444	50.371601	1.5692308	53.139187	39.107727	86.291344	7.954772	4.8255038	-7.1999998	2	1	1	5.1999998	32860203008	100	2.4000001	13.008747	16.984705	72.909851	6.9236054	46.946201	2.6119895	52.963001	37.80571	105.1272	6.8393469	5.8015318	-8	2	1	1	4	23770079232	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	161	1998	28.029905	100	0	13.008747	17.147459	58.179211	7.5591631	52.677799	1.4550265	54.535892	40.113487	74.303596	8.7262678	3.0695641	-6.4000001	2.5999999	1	1	5	38897725440	100	0	13.008747	17.080858	66.680183	7.1661444	50.371601	1.5692308	53.139187	39.107727	86.291344	7.954772	4.8255038	-7.1999998	2	1	1	5.1999998	32860203008	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	161	2003	33.707893	97.467918	0	13.008747	17.203148	49.737247	7.9544897	54.316002	.68965518	63.56942	40.853062	65.234138	9.6439915	1.021059	-6	3	1	1	5	48621355008	100	0	13.008747	17.147459	58.179211	7.5591631	52.677799	1.4550265	54.535892	40.113487	74.303596	8.7262678	3.0695641	-6.4000001	2.5999999	1	1	5	38897725440	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	161	2008	33.760956	97.596741	0	13.008747	17.262197	43.902161	8.2223845	55.993599	1.3118279	77.430534	41.389084	51.956402	10.564976	2.6941781	-6	3	1	1	5	82467749888	97.467918	0	13.008747	17.203148	49.737247	7.9544897	54.316002	.68965518	63.56942	40.853062	65.234138	9.6439915	1.021059	-6	3	1	1	5	48621355008	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
