period	cc	year	GG_7_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp_pc	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp_pc	per01	per02	per03	per04	per05	per06	per07	per08	cc1	cc2	cc3	cc4	cc5	cc6	cc7	cc8	cc9	cc10	cc11	cc12	cc13	cc14	cc15	cc16	cc17	cc18	cc19	cc20	cc21	cc22	cc23	cc24	cc25	cc26	cc27	cc28	cc29	cc30	cc31	cc32	cc33	cc34	cc35	cc36	cc37	cc38	cc39	cc40	cc41	cc42	cc43	cc44	cc45	cc46	cc47	cc48	cc49	cc50	cc51	cc52	cc53	cc54	cc55	cc56	cc57	cc58	cc59	cc60	cc61	cc62	cc63	cc64	cc65	cc66	cc67	cc68	cc69	cc70	cc71	cc72	cc73	cc74	cc75	cc76	cc77	cc78	cc79	cc80	cc81	cc82	cc83	cc84	cc85	cc86	cc87	cc88	cc89	cc90	cc91
3	125	1983	18.041224	.24742572	-.38521606	.79046643	.75275022	1.8804219	-.66690844	-1.4084811	1.5687962	-.74101377	2.6727791	-.44685689	-.07819394	-.10342646	-1.0381372	-1.1537874	.9070856	.68546009	.70987684	-.95456266	.10669269	-.38521606	.79046643	.67467833	1.8712647	-.59066391	-1.4632702	1.404243	-.5901621	2.0463562	-.66534841	-.19114192	-.10255782	-1.0105971	-1.0985034	.9070856	.68546009	.52730513	-.96289331	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	125	1988	18.936176	.25755233	-.38521606	.79046643	.82217586	1.774343	-.73919004	-1.3844095	.58734685	-.77067327	1.9010416	-.25943986	-.017795051	-.11133744	-1.0656773	-1.2090714	.9070856	.68546009	.98373431	-.90959287	.24742572	-.38521606	.79046643	.75275022	1.8804219	-.66690844	-1.4084811	1.5687962	-.74101377	2.6727791	-.44685689	-.07819394	-.10342646	-1.0381372	-1.1537874	.9070856	.68546009	.70987684	-.95456266	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	125	1993	18.989336	.30991983	-.38521606	.79046643	.89129472	1.4375539	-.79335093	-1.3371896	.8204872	-.57284307	.82521886	.10864767	.054445371	-.081589431	-.79027611	-.65623087	.9070856	.68546009	.8011626	-1.0676398	.25755233	-.38521606	.79046643	.82217586	1.774343	-.73919004	-1.3844095	.58734685	-.77067327	1.9010416	-.25943986	-.017795051	-.11133744	-1.0656773	-1.2090714	.9070856	.68546009	.98373431	-.90959287	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	125	1998	18.508636	.62856954	-.38521606	.79046643	.94770736	1.0636359	-.81122249	-1.2736436	.55889034	-.59015846	.60106277	-.11452723	.14006732	-.091464847	-.45979461	.44945028	.9070856	.68546009	1.0750201	-.9719193	.30991983	-.38521606	.79046643	.89129472	1.4375539	-.79335093	-1.3371896	.8204872	-.57284307	.82521886	.10864767	.054445371	-.081589431	-.79027611	-.65623087	.9070856	.68546009	.8011626	-1.0676398	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	125	2003	20.254385	.51668108	-.38521606	.79046643	1.0043175	.79235089	-.83795094	-1.2045593	.68636596	-.46987715	.35309133	-.097894028	.21248199	-.12490499	.72443074	.94700682	.9070856	.68546009	-.020409979	-.95594269	.62856954	-.38521606	.79046643	.94770736	1.0636359	-.81122249	-1.2736436	.55889034	-.59015846	.60106277	-.11452723	.14006732	-.091464847	-.45979461	.44945028	.9070856	.68546009	1.0750201	-.9719193	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	136	1993	52.586052	.62856954	-.38521606	-.18545568	-.21204081	.93453223	-.30165917	-1.4133291	.34038576	.97593409	1.9116335	.27357343	-.52294779	-.097432837	.17362824	-.21395843	.089749023	.68546009	.34473339	-.9898712	.62856954	-.38521606	-.18545568	-.2514928	1.0210019	-.35233778	-1.5208364	-.28021532	.98448855	1.7630143	.39767167	-.85028195	-.088880189	-1.0656773	-1.2090714	.9070856	.68546009	.8011626	-1.2928851	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	136	1998	56.858997	.62856954	-.38521606	-.18545568	-.17610358	.71553487	-.31153876	-1.2927146	-.40637636	1.5252348	1.8481127	.45149896	.091528893	-.11232393	.50410974	.44945028	-1.136256	.68546009	.070875891	-.98199475	.62856954	-.38521606	-.18545568	-.21204081	.93453223	-.30165917	-1.4133291	.34038576	.97593409	1.9116335	.27357343	-.52294779	-.097432837	.17362824	-.21395843	.089749023	.68546009	.34473339	-.9898712	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	136	2003	50.527931	.62334603	-.38521606	-.18545568	-.15089017	.48470324	-.35308057	-1.1647238	-1.0371817	1.8439243	.79060936	.37557036	.18869309	-.114676	.94475168	.44945028	-1.136256	.68546009	-.65941083	-.92599022	.62856954	-.38521606	-.18545568	-.17610358	.71553487	-.31153876	-1.2927146	-.40637636	1.5252348	1.8481127	.45149896	.091528893	-.11232393	.50410974	.44945028	-1.136256	.68546009	.070875891	-.98199475	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	137	2008	18.042725	.62856954	-.38521606	.19896981	.091545358	.81585145	-.84405696	-.15552512	1.1941614	.46514952	-.28655908	4.1729603	.44599575	-.10078375	.72443074	.72587055	.9070856	.68546009	-.38555333	-1.3242664	.62856954	-.021886148	.19896981	.016253704	.79952925	-.88249695	-.2252757	.45393792	-.23095153	-.62964541	6.1523418	.36828882	-.12162665	.14608811	.17302999	.089749023	-.62252623	.70987684	-1.5428538	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	143	1993	17.99699	.62856954	-.38521606	.79764283	.59153712	.9922483	-.69665474	-1.0463486	-.090973757	-.66959578	-.17591608	1.3562533	-.55219287	-.054252237	.94475168	1.0022908	.9070856	.68546009	-.47683918	-1.3260802	.62856954	-.38521606	.79764283	.52721912	1.0476601	-.65784776	-1.1423137	1.1304947	-.83334875	-.06214017	1.5605693	-.80972648	-.083985642	-.92797673	-.9326511	.9070856	.68546009	.43601936	-1.2935795	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	143	1998	16.885897	.62856954	-.38521606	.79764283	.65281773	1.0658102	-.6921671	-.97864491	1.404243	-.51197869	-.5680052	1.1410856	-.39443135	-.10494313	.94475168	1.0022908	.9070856	.68546009	-.84198254	-1.2859744	.62856954	-.38521606	.79764283	.59153712	.9922483	-.69665474	-1.0463486	-.090973757	-.66959578	-.17591608	1.3562533	-.55219287	-.054252237	.94475168	1.0022908	.9070856	.68546009	-.47683918	-1.3260802	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	143	2003	19.341795	.62856954	-.38521606	.79764283	.71573997	1.0613468	-.6879884	-.91660786	.34038576	-.34704557	.0021762312	.67070824	-.14122598	-.099985614	.86213136	1.0022908	.9070856	.68546009	-.47683918	-1.2398552	.62856954	-.38521606	.79764283	.65281773	1.0658102	-.6921671	-.97864491	1.404243	-.51197869	-.5680052	1.1410856	-.39443135	-.10494313	.94475168	1.0022908	.9070856	.68546009	-.84198254	-1.2859744	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	144	1978	12.4435	.114047	-.38521606	.19184197	.28608799	1.3329587	-.84998113	-1.7050531	.77362138	-.51314789	2.2413895	-.094803512	-.51299286	-.11008121	-1.3410786	-1.2090714	.9070856	.68546009	1.166306	-1.4057785	-.1889846	-.38521606	.19184197	.21811274	1.2757647	-.90385336	-1.7643851	.85451591	-.56007767	2.5709393	-.29994032	-.71617132	-.10888888	-1.3410786	-1.2090714	.9070856	.68546009	1.4401635	-1.6952685	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	144	1983	16.561865	.28230819	-.38521606	.19184197	.34553531	1.4021461	-.85317707	-1.6558104	.85098976	-.69288993	2.855813	.28210399	-.44965777	-.099257089	-1.3410786	-1.2090714	.9070856	.68546009	.98373431	-1.3359408	.114047	-.38521606	.19184197	.28608799	1.3329587	-.84998113	-1.7050531	.77362138	-.51314789	2.2413895	-.094803512	-.51299286	-.11008121	-1.3410786	-1.2090714	.9070856	.68546009	1.166306	-1.4057785	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	144	1988	17.664297	.62856954	-.38521606	.19184197	.44004205	1.2688779	-.85378671	-1.6043042	1.9110044	-.69228268	2.6831596	.69871163	-.38927892	-.075470842	-1.3410786	-1.2090714	.9070856	.68546009	1.166306	-1.370304	.28230819	-.38521606	.19184197	.34553531	1.4021461	-.85317707	-1.6558104	.85098976	-.69288993	2.855813	.28210399	-.44965777	-.099257089	-1.3410786	-1.2090714	.9070856	.68546009	.98373431	-1.3359408	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	145	1978	21.976458	.62856954	-.38521606	.60752267	.62332493	.43544117	-.64106196	-.42898068	.78244907	.11416246	1.9688997	-.29765853	.46563485	-.10952097	.44902948	.17302999	-1.136256	.68546009	-.38555333	-.26450405	.62856954	-.38521606	.60752267	.56418949	.85908836	-.61973327	-.6021288	-.004954794	-.13323407	.74477994	-.33940643	.24702081	-.12045139	.44902948	.17302999	-1.136256	.68546009	-.61376792	-.74368197	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	145	1983	26.71958	.33304814	-.38521606	.60752267	.66939586	.22245336	-.65900195	-.26579347	.53082007	.26356643	1.5830836	.16682895	.59917772	-.13020922	.44902948	.17302999	-1.136256	.68546009	-.38555333	.012988393	.62856954	-.38521606	.60752267	.62332493	.43544117	-.64106196	-.42898068	.78244907	.11416246	1.9688997	-.29765853	.46563485	-.10952097	.44902948	.17302999	-1.136256	.68546009	-.38555333	-.26450405	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	145	1988	30.852005	-.58480144	-.38521606	.60752267	.72538072	.11797766	-.67542261	-.11007097	.34038576	.54379886	.09843377	.60766077	.65169042	-.13291237	.44902948	.17302999	-1.136256	.68546009	.070875891	.036064938	.33304814	-.38521606	.60752267	.66939586	.22245336	-.65900195	-.26579347	.53082007	.26356643	1.5830836	.16682895	.59917772	-.13020922	.44902948	.17302999	-1.136256	.68546009	-.38555333	.012988393	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	145	1993	29.297132	-.70606816	-.38521606	.60752267	.78309697	-.028562775	-.68226784	.094476804	.75895351	1.2249835	-.012536118	-.096122377	.92451036	-.12703145	.42148936	.17302999	-1.136256	.68546009	.25344762	.35030878	-.58480144	-.38521606	.60752267	.72538072	.11797766	-.67542261	-.11007097	.34038576	.54379886	.09843377	.60766077	.65169042	-.13291237	.44902948	.17302999	-1.136256	.68546009	.070875891	.036064938	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	145	1998	24.067877	-.28540146	-.38521606	.60752267	.82997739	-.25028241	-.68951803	.34052983	.019622024	1.8146329	-.077320725	-.4418925	1.0542842	-.12233713	.31132886	.17302999	-1.136256	.68546009	.34473339	.44661823	-.70606816	-.38521606	.60752267	.78309697	-.028562775	-.68226784	.094476804	.75895351	1.2249835	-.012536118	-.096122377	.92451036	-.12703145	.42148936	.17302999	-1.136256	.68546009	.25344762	.35030878	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	145	2003	28.109571	.21383454	-.38521606	.60752267	.88190615	-.40255231	-.61849153	.57628483	.3837758	1.927702	-.71290553	-.29301026	1.1338414	-.12558322	.31132886	.17302999	-1.136256	.68546009	.34473339	.50394148	-.28540146	-.38521606	.60752267	.82997739	-.25028241	-.68951803	.34052983	.019622024	1.8146329	-.077320725	-.4418925	1.0542842	-.12233713	.31132886	.17302999	-1.136256	.68546009	.34473339	.44661823	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	147	2003	22.858137	.62856954	-.38521606	1.0388422	.59153712	1.3395221	-.91849607	-.84634376	1.1304947	-.44004971	-.82932127	-.043928999	.03901298	-.12615347	.83459121	.8917228	.9070856	.68546009	-.84198254	-1.1444709	.62856954	-.38521606	1.0388422	.52721912	1.3771621	-.81905031	-.96004748	.17560767	-.55982375	-.14975546	.70542455	-.29226038	-.13287081	.75197083	.56001842	.9070856	.68546009	-.56812507	-1.2845594	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	147	2008	24.139414	.62856954	-.38521606	1.0388422	.65281773	1.3353426	-.9666599	-.72128254	.78244907	-.55189872	-.888614	-.63560843	.29575559	-.12237012	.86213136	1.0022908	.9070856	.68546009	-.84198254	-.82225049	.62856954	-.38521606	1.0388422	.59153712	1.3395221	-.91849607	-.84634376	1.1304947	-.44004971	-.82932127	-.043928999	.03901298	-.12615347	.83459121	.8917228	.9070856	.68546009	-.84198254	-1.1444709	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	152	1983	24.305607	.62856954	-.38521606	-1.0861573	-.44196215	-.38107261	-.6622299	-.34678113	-.64208859	.23280132	.33445102	.036327779	-1.0278958	-.10942513	1.2476931	1.2234271	-1.136256	.68546009	-.84198254	-.38383198	.75596815	-.38521606	-1.0861573	-.46572164	.059279848	-.78079861	-.32862514	-.12499958	.31743291	.511356	-.40251857	-1.0827942	-.085321233	1.1375326	1.0022908	-1.136256	.68546009	-.65941083	-.42263299	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	152	1988	20.395054	.564013	-.38521606	-1.0861573	-.43076798	-.61935252	-.59114915	-.30927318	.098267868	.79958421	-.047214206	-.12721191	-.64756942	-.10328407	1.2752331	1.2787111	-1.136256	.68546009	-.84198254	-.038986795	.62856954	-.38521606	-1.0861573	-.44196215	-.38107261	-.6622299	-.34678113	-.64208859	.23280132	.33445102	.036327779	-1.0278958	-.10942513	1.2476931	1.2234271	-1.136256	.68546009	-.84198254	-.38383198	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	152	1993	23.038685	.27723408	-.38521606	-1.0861573	-.39956173	-.77038699	-.50570983	-.2988227	-1.0371817	.6609692	-.10218307	-.21633762	-.39084989	-.11527592	1.2752331	1.2787111	-1.136256	.68546009	-1.2071259	.24398169	.564013	-.38521606	-1.0861573	-.43076798	-.61935252	-.59114915	-.30927318	.098267868	.79958421	-.047214206	-.12721191	-.64756942	-.10328407	1.2752331	1.2787111	-1.136256	.68546009	-.84198254	-.038986795	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	152	1998	23.03092	.33955538	-.38521606	-1.0861573	-.3639504	-.87520748	-.36020115	-.32349619	-.004954794	.74432492	.62054884	-.22813578	-.23183288	-.12106726	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	.36678225	.27723408	-.38521606	-1.0861573	-.39956173	-.77038699	-.50570983	-.2988227	-1.0371817	.6609692	-.10218307	-.21633762	-.39084989	-.11527592	1.2752331	1.2787111	-1.136256	.68546009	-1.2071259	.24398169	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	152	2003	23.265682	.53441715	-.38521606	-1.0861573	-.3573986	-.99025935	-.25275013	-.34515175	-1.0371817	.57943803	.16064301	-.15710694	-.051729061	-.11935084	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	.48872361	.33955538	-.38521606	-1.0861573	-.3639504	-.87520748	-.36020115	-.32349619	-.004954794	.74432492	.62054884	-.22813578	-.23183288	-.12106726	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	.36678225	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	152	2008	23.010618	.53801078	-.38521606	-1.0861573	-.33119109	-1.189077	-.15650888	-.36267364	-.090973757	.60601705	-.84800208	-.22174571	.71374333	-.12070746	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	.71933264	.53441715	-.38521606	-1.0861573	-.3573986	-.99025935	-.25275013	-.34515175	-1.0371817	.57943803	.16064301	-.15710694	-.051729061	-.11935084	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	.48872361	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	154	1978	12.753318	-.72199857	-.38521606	1.1918504	1.2721233	1.1350552	-.45241702	.55907589	.3592827	-1.0936798	.6641624	-.42924836	.52932626	-.05913727	-.5974952	-.048106283	.9070856	-.18653074	-.11169584	.014148309	-1.1671339	-.38521606	1.1918504	1.2128817	1.3318928	-.44359863	.41286492	.77327043	-1.1736676	.93366081	-.69073075	.36500487	-.095275275	-.92797673	-.9326511	.9070856	-1.4945171	.18498319	-.32153159	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	154	1983	19.848206	-.35326624	-.38521606	1.1918504	1.318341	.82212293	-.47116405	.67941767	.20621169	-.98086792	.22265245	-.14576247	.72579312	.057716761	-.51487488	.17302999	.9070856	.68546009	-.29426748	.21629421	-.72199857	-.38521606	1.1918504	1.2721233	1.1350552	-.45241702	.55907589	.3592827	-1.0936798	.6641624	-.42924836	.52932626	-.05913727	-.5974952	-.048106283	.9070856	-.18653074	-.11169584	.014148309	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
