period	cc	year	GG_7_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp_pc	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp_pc	per01	per02	per03	per04	per05	per06	per07	per08	cc1	cc2	cc3	cc4	cc5	cc6	cc7	cc8	cc9	cc10	cc11	cc12	cc13	cc14	cc15	cc16	cc17	cc18	cc19	cc20	cc21	cc22	cc23	cc24	cc25	cc26	cc27	cc28	cc29	cc30	cc31	cc32	cc33	cc34	cc35	cc36	cc37	cc38	cc39	cc40	cc41	cc42	cc43	cc44	cc45	cc46	cc47	cc48	cc49	cc50	cc51	cc52	cc53	cc54	cc55	cc56	cc57	cc58	cc59	cc60	cc61	cc62	cc63	cc64	cc65	cc66	cc67	cc68	cc69	cc70	cc71	cc72	cc73	cc74	cc75	cc76	cc77	cc78	cc79	cc80	cc81	cc82	cc83	cc84	cc85	cc86	cc87	cc88	cc89	cc90	cc91
6	3	1998	29.880131	.62856954	2.0369833	1.2696362	.95058006	.005058202	-.59378499	.31683549	.099109918	-.55343616	-1.2451941	.20505643	.39686149	-.096344873	-.51487488	.17302999	.9070856	-.62252623	.98373431	-.13710351	.62856954	2.0369833	1.2696362	.91318965	.57303262	-.59995455	.13869502	.22558425	-.59962845	-1.1429548	.41728309	.28904161	-.040288739	-.8178162	-.60094678	.9070856	.68546009	1.0750201	-.12256473	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	3	2003	31.353262	.62856954	1.5525434	1.2696362	.97718138	-.51347011	-.56697267	.53584725	-.33827808	-.36665177	-1.2598392	-.23230486	.61562407	-.11466043	-.23947363	.17302999	.9070856	-1.4945171	.98373431	.047899634	.62856954	2.0369833	1.2696362	.95058006	.005058202	-.59378499	.31683549	.099109918	-.55343616	-1.2451941	.20505643	.39686149	-.096344873	-.51487488	.17302999	.9070856	-.62252623	.98373431	-.13710351	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	6	2003	34.03574	.62856954	1.0681036	1.0388422	.67467833	1.43777	-.87732196	.039503291	1.2404761	.9764204	1.5706834	-.026881866	.82320076	.12946303	-.40471438	.61530238	.9070856	-1.4945171	.98373431	-.43749976	.62856954	3.2480829	1.0388422	.61677313	1.4333304	-.86721981	-.16008425	.78244907	1.201086	.69499129	1.2371887	.5271281	4.2201219	-.48733473	.17302999	.9070856	-1.4945171	.98373431	-.84046072	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	10	1983	18.783407	-1.4911765	-.26410609	1.308854	.94512111	-.44209504	.57828206	1.3324552	-.24012966	-1.2127944	-.60737365	-.34227639	.48436695	1.1538451	.11854799	-.10339028	.9070856	-1.4945171	-.020409979	.36033353	-.32787585	1.4314334	1.308854	.91318965	-.5482437	.40388739	1.2498703	-.17993347	-1.2313544	-.67926097	-.78644437	.29734948	.52957547	-1.3410786	-1.2090714	.9070856	-1.4945171	.98373431	.39567673	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	10	1988	19.166832	-2.3009017	-.38521606	1.308854	.97718138	-.42133313	.71766806	1.4138441	.062403496	-1.1962669	-.31064016	-.0073927515	.62554449	3.6974809	.94475168	.56001842	.9070856	-1.4945171	-1.0245543	.31805333	-1.4911765	-.26410609	1.308854	.94512111	-.44209504	.57828206	1.3324552	-.24012966	-1.2127944	-.60737365	-.34227639	.48436695	1.1538451	.11854799	-.10339028	.9070856	-1.4945171	-.020409979	.36033353	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	10	1993	24.257883	-2.6750934	-.38521606	1.308854	1.0046009	-.51831144	.8351742	1.4852964	-.35915035	-1.1876274	-.20894554	-.41711268	.91191423	-.024093719	.86213136	1.0022908	.9070856	-1.4945171	-.93326843	.74331254	-2.3009017	-.38521606	1.308854	.97718138	-.42133313	.71766806	1.4138441	.062403496	-1.1962669	-.31064016	-.0073927515	.62554449	3.6974809	.94475168	.56001842	.9070856	-1.4945171	-1.0245543	.31805333	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	10	1998	27.468298	-2.5680327	-.38521606	1.308854	1.0302444	-.64146727	.92192459	1.5475259	-.39736491	-1.0848053	.15282714	-.37349564	1.1942066	-.14082183	.91721159	1.0022908	.9070856	-1.4945171	-.84198254	.83392698	-2.6750934	-.38521606	1.308854	1.0046009	-.51831144	.8351742	1.4852964	-.35915035	-1.1876274	-.20894554	-.41711268	.91191423	-.024093719	.86213136	1.0022908	.9070856	-1.4945171	-.93326843	.74331254	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	10	2003	29.857622	-2.1696215	-.38521606	1.308854	1.050137	-.76813006	.96772444	1.6014081	-.43150091	-.81527036	.28134486	.88756549	1.22436	-.099592574	.99983197	1.0022908	.9070856	-1.4945171	-.65941083	.43463865	-2.5680327	-.38521606	1.308854	1.0302444	-.64146727	.92192459	1.5475259	-.39736491	-1.0848053	.15282714	-.37349564	1.1942066	-.14082183	.91721159	1.0022908	.9070856	-1.4945171	-.84198254	.83392698	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	13	1978	32.740765	-2.1320629	-.38521606	1.6577911	.65281773	-.86537945	.69791764	1.3985457	-.2261463	-.95084542	-1.4755174	-.65908992	.89535403	-.10375115	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	.94816756	-2.0671704	-.38521606	1.6577911	.62332493	-.70673484	.55405527	1.3918917	-.16375895	-1.01405	-1.4600458	-.58200502	.73305553	-.10312473	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	.63798624	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	13	1983	35.543716	-2.1977022	-.38521606	1.6577911	.68032539	-1.0184293	.85679483	1.3887373	-.28021532	-.93982166	-.71269286	-.70206743	1.057572	-.10938341	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	1.1265072	-2.1320629	-.38521606	1.6577911	.65281773	-.86537945	.69791764	1.3985457	-.2261463	-.95084542	-1.4755174	-.65908992	.89535403	-.10375115	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	.94816756	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	13	1988	36.043884	-2.3753254	-.38521606	1.6577911	.71106094	-1.1403407	1.0221816	1.3824767	-.32752573	-.91255325	-.43213892	-.6448769	1.2485294	-.11481542	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	1.2682918	-2.1977022	-.38521606	1.6577911	.68032539	-1.0184293	.85679483	1.3887373	-.28021532	-.93982166	-.71269286	-.70206743	1.057572	-.10938341	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	1.1265072	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	13	1993	41.524109	-2.5974021	-.38521606	1.6577911	.7397005	-1.199025	1.2444363	1.3985137	-.36927018	-.84737551	-.52418303	-.55074328	1.3747673	-.13306443	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	1.3917726	-2.3753254	-.38521606	1.6577911	.71106094	-1.1403407	1.0221816	1.3824767	-.32752573	-.91255325	-.43213892	-.6448769	1.2485294	-.11481542	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	1.2682918	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	13	1998	37.318398	-2.2303619	-.38521606	1.6577911	.7620818	-1.2390666	1.388942	1.4353473	-.40637636	-.77460861	-.43374336	-.6249494	1.4469786	-.13338386	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	1.4794036	-2.5974021	-.38521606	1.6577911	.7397005	-1.199025	1.2444363	1.3985137	-.36927018	-.84737551	-.52418303	-.55074328	1.3747673	-.13306443	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	1.3917726	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	13	2003	32.606533	-1.3472643	-.38521606	1.6577911	.78330153	-1.3046205	1.4695119	1.4768363	-.43957666	-.78853381	-.3492637	-.80166113	1.591568	-.12695223	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	1.6069986	-2.2303619	-.38521606	1.6577911	.7620818	-1.2390666	1.388942	1.4353473	-.40637636	-.77460861	-.43374336	-.6249494	1.4469786	-.13338386	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	1.4794036	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	13	2008	33.238079	-1.4305335	-.38521606	1.6577911	.81889254	-1.3682134	1.5583515	1.5139672	.071233317	-.75013655	-.14763726	-.79739439	1.7860446	-.1250447	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	1.9440401	-1.3472643	-.38521606	1.6577911	.78330153	-1.3046205	1.4695119	1.4768363	-.43957666	-.78853381	-.3492637	-.80166113	1.591568	-.12695223	1.2752331	1.2787111	-1.136256	.68546009	-1.2984117	1.6069986	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	14	1988	50.933197	-1.4896085	-.38521606	.14719895	.39256522	-1.4668151	1.8919007	.59031528	-.88778049	-.26891208	-.47649556	-.10117491	.64502138	-.13016631	1.2752331	1.2787111	-1.136256	-1.4945171	-1.2984117	1.3015766	-1.480444	-.38521606	.14719895	.38824251	-1.3546987	1.989418	.58271414	-.88578844	-.28268057	-.26004997	-.33655357	.37947774	-.12307721	1.2752331	1.2787111	-1.136256	-1.4945171	-1.2984117	.9279474	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	14	1993	56.34132	-1.649429	-.38521606	.14719895	.40315557	-1.4641031	2.0518031	.59435266	-.74415028	-.26994449	.43296349	-.0026825415	.80211407	-.12926987	1.2752331	1.2787111	-1.136256	-1.4945171	-1.2984117	1.5529171	-1.4896085	-.38521606	.14719895	.39256522	-1.4668151	1.8919007	.59031528	-.88778049	-.26891208	-.47649556	-.10117491	.64502138	-.13016631	1.2752331	1.2787111	-1.136256	-1.4945171	-1.2984117	1.3015766	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	14	1998	53.625286	-1.1670808	-.38521606	.14719895	.41248792	-1.4837767	2.0956504	.5949145	-.89345396	-.063200496	-.3232587	.080998577	.97450823	-.13738066	1.2752331	1.2787111	-1.136256	-1.4945171	-1.2984117	1.5841759	-1.649429	-.38521606	.14719895	.40315557	-1.4641031	2.0518031	.59435266	-.74415028	-.26994449	.43296349	-.0026825415	.80211407	-.12926987	1.2752331	1.2787111	-1.136256	-1.4945171	-1.2984117	1.5529171	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	14	2003	51.265141	-.91755676	-.38521606	.14719895	.41856432	-1.54655	2.2113438	.61258888	-.75507158	.20102167	.25460187	.076211907	1.2682418	-.13344586	1.2752331	1.2787111	-1.136256	-1.4945171	-1.2984117	1.6653919	-1.1670808	-.38521606	.14719895	.41248792	-1.4837767	2.0956504	.5949145	-.89345396	-.063200496	-.3232587	.080998577	.97450823	-.13738066	1.2752331	1.2787111	-1.136256	-1.4945171	-1.2984117	1.5841759	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	14	2008	50.09362	-1.0949405	-.38521606	.14713258	.42951569	-1.6190605	2.4990747	.64652485	-.76191115	.3735882	.28991482	.073598608	1.6745257	-.13301362	1.2752331	1.2787111	-1.136256	-1.4945171	-1.2984117	1.9112431	-.91755676	-.38521606	.14719895	.41856432	-1.54655	2.2113438	.61258888	-.75507158	.20102167	.25460187	.076211907	1.2682418	-.13344586	1.2752331	1.2787111	-1.136256	-1.4945171	-1.2984117	1.6653919	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	18	2008	12.706159	.62856954	-.38521606	.29924756	1.6008499	-.40180647	-.51390213	-.96259987	-.2261463	-.67827922	1.4233932	-.28532952	.54111791	-.11618468	.0083874948	.11774599	-1.136256	.68546009	-.020409979	-.83827478	.62856954	-.38521606	.29924756	1.5717756	-.1004791	-.54354668	-1.049816	-.16375895	-.84782183	.26594976	-.18878672	.37114608	-.12631673	.72443074	.44945028	-1.136256	.68546009	-.020409979	-1.0591344	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	21	2003	50.278	-.50248611	-.38521606	-.186334	.5038144	-1.4821271	2.6598794	1.8559769	-1.0371817	1.1041064	-.80118835	.63023776	1.7503327	-.1317255	1.2752331	1.2787111	-1.136256	-1.4945171	-1.2984117	1.6455243	-.31372473	-.38521606	-.186334	.5038144	-1.4642926	2.4885707	1.8463131	-1.0371817	.91690469	.081314556	.94564855	1.5345161	-.13517433	1.2752331	1.2787111	-1.136256	-1.4945171	-1.2984117	1.5474585	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	21	2008	50.616398	-.58232158	-.38521606	-.186334	.53502065	-1.4870249	2.6967075	1.8627195	.098267868	1.2631161	-.99394977	.49562004	2.0119531	-.13203017	1.0549122	.61530238	-1.136256	-1.4945171	-1.2984117	1.8917292	-.50248611	-.38521606	-.186334	.5038144	-1.4821271	2.6598794	1.8559769	-1.0371817	1.1041064	-.80118835	.63023776	1.7503327	-.1317255	1.2752331	1.2787111	-1.136256	-1.4945171	-1.2984117	1.6455243	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	24	2008	21.260931	.62856954	-.38521606	.25144023	.43019018	.91820109	-.74974489	-.32187477	.65938675	-.70323443	-1.1874394	-.59924042	.20754762	-.12761675	.86213136	1.0022908	.9070856	-1.4945171	-.84198254	-.66356099	.62856954	-.38521606	.25144023	.36666018	1.0608525	-.74335557	-.44311538	.9583174	-.58092582	-1.0997283	-.12673363	.012911097	-.13112108	.72443074	1.0022908	.9070856	-1.4945171	-.65941083	-.91932994	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	27	1988	14.498858	-.43350282	-.38521606	1.0098704	.31965172	.57591105	-.58178109	.10344243	.40365893	-.67765158	.57334751	1.0190849	-.38438904	.056664746	1.1375326	1.0022908	.9070856	.68546009	-.84198254	-.63385439	-2.2137485	-.38521606	1.0098704	.27500468	.67913061	-.57865763	-.099708825	.17326599	-.56800866	.73273641	1.6726586	-.40547115	9.4009132	.61427021	.228314	.9070856	.68546009	.070875891	-.36674225	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	27	1993	25.981573	-.8099882	-.38521606	1.0098704	.36570781	.51815647	-.53339684	.27669492	.2413014	-.62818199	.68553233	.43972695	-.13882636	-.10071562	1.1375326	1.0022908	.9070856	.68546009	-.84198254	-.57426256	-.43350282	-.38521606	1.0098704	.31965172	.57591105	-.58178109	.10344243	.40365893	-.67765158	.57334751	1.0190849	-.38438904	.056664746	1.1375326	1.0022908	.9070856	.68546009	-.84198254	-.63385439	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	27	1998	30.726139	-1.3098062	-.38521606	1.0098704	.41024715	.44582525	-.47599608	.39667541	.24869591	-.63251054	1.2548032	.044831049	.38475341	-.11739039	1.1375326	1.0022908	.9070856	.68546009	-1.2071259	-.44301346	-.8099882	-.38521606	1.0098704	.36570781	.51815647	-.53339684	.27669492	.2413014	-.62818199	.68553233	.43972695	-.13882636	-.10071562	1.1375326	1.0022908	.9070856	.68546009	-.84198254	-.57426256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	27	2003	34.245697	-.4600409	-.38521606	1.0098704	.45135838	.30487961	-.43144578	.4924559	.11771002	-.53085357	1.1401949	.074131496	.55180913	-.12209085	1.0549122	.67058653	.9070856	.68546009	-.65941083	-.47698876	-1.3098062	-.38521606	1.0098704	.41024715	.44582525	-.47599608	.39667541	.24869591	-.63251054	1.2548032	.044831049	.38475341	-.11739039	1.1375326	1.0022908	.9070856	.68546009	-1.2071259	-.44301346	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	27	2008	34.528366	-1.3091735	-.38521606	1.0098704	.48785764	.085627168	-.39531109	.58347654	-.32856616	-.16298306	1.1047714	-.31981847	.58267611	-.11348169	.94475168	.44945028	.9070856	.68546009	-.38555333	-.16165315	-.4600409	-.38521606	1.0098704	.45135838	.30487961	-.43144578	.4924559	.11771002	-.53085357	1.1401949	.074131496	.55180913	-.12209085	1.0549122	.67058653	.9070856	.68546009	-.65941083	-.47698876	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	32	1988	29.662825	.5182479	-.38521606	.78905368	-.33167702	1.1102548	-.87948924	-.60708123	.78244907	.49468249	1.183087	-.59975231	.11250599	-.092287779	.83459121	1.0022908	-1.136256	.68546009	-1.0245543	-.17599402	.62856954	-.38521606	.78905368	-.40024126	1.2394732	-.90897006	-1.1377707	1.1585642	.65852118	1.0898906	-.57679975	-.055403657	-.10483841	.72443074	1.0022908	-1.136256	.68546009	-.84198254	-.57435799	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	32	1993	36.885418	.57618809	-.38521606	.78905368	-.27298847	.74500996	-.87271613	-.19321771	.53082007	.12174199	1.3001906	-.69707429	.12134614	-.11098541	.86213136	1.0022908	-1.136256	.68546009	-1.0245543	.18378487	.5182479	-.38521606	.78905368	-.33167702	1.1102548	-.87948924	-.60708123	.78244907	.49468249	1.183087	-.59975231	.11250599	-.092287779	.83459121	1.0022908	-1.136256	.68546009	-1.0245543	-.17599402	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
