period	cc	year	CG_7_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp_pc	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp_pc	per01	per02	per03	per04	cc3	cc10	cc13	cc14	cc27	cc32	cc34	cc44	cc45	cc51	cc56	cc59	cc63	cc68	cc71	cc73	cc74	cc75	cc79	cc82	cc83	cc84	cc93	cc96	cc101	cc112	cc113	cc114	cc116	cc118	cc119	cc121	cc122	cc123	cc125	cc136	cc143	cc144	cc145	cc152	cc154	cc158	cc161	cc164	cc166	cc167	cc171	cc172	cc174	cc178	cc180	cc183	cc186	cc187	cc188	cc191	cc217	cc219	cc220	cc225	cc227	cc228	cc233	cc234	cc240	cc246	cc247	cc248	cc256	cc257	cc258	cc262	cc274
2	125	1985.5	17.525528	95.07756	0	13.251882	16.811152	104.97286	5.9704628	16.1805	3.7258425	41.370216	65.154831	40.33709	6.5146022	9.3755684	-6.9000001	1.1	1	1	5.6999998	6.1358361	96.210815	0	13.251882	16.442011	105.3083	6.8542881	13.1909	3.8926075	49.754162	67.080025	16.518562	5.7123237	8.4150648	-6.8000002	1.2	1	1	5	5.8168783	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	125	1995.5	18.357222	97.917747	0	13.251882	17.133768	91.1632	5.3768687	18.4487	3.0417387	51.412971	52.114605	61.235249	7.0158429	15.599439	-3.8	5	1	1	5.9000001	5.9946852	95.07756	0	13.251882	16.811152	104.97286	5.9704628	16.1805	3.7258425	41.370216	65.154831	40.33709	6.5146022	9.3755684	-6.9000001	1.1	1	1	5.6999998	6.1358361	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	125	2005.5	22.14496	97.179054	0	13.251882	17.401913	78.87838	5.0307574	21.887199	2.8355591	61.746559	49.131241	51.685341	7.8068709	5.9330425	6.6999998	8.3000002	1	1	3.8	6.3504381	97.917747	0	13.251882	17.133768	91.1632	5.3768687	18.4487	3.0417387	51.412971	52.114605	61.235249	7.0158429	15.599439	-3.8	5	1	1	5.9000001	5.9946852	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	136	1995.5	54.722527	100	0	10.320881	14.412906	80.974251	8.3418512	17.262501	1.7687908	156.94749	61.782127	83.634323	5.9358406	10.122728	3.2	5.2857141	.30000001	1	4.3000002	6.0491595	100	0	10.320881	14.218682	85.733719	7.9596109	12.3561	2.1501832	147.95378	60.813839	67.231262	3.2243369	11.49148	-7	1.5	1	1	5.3000002	5.4802566	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	136	2005.5	53.584702	100.27094	0	10.320881	14.542583	69.795021	7.821023	23.686501	.52631581	179.47472	52.756508	66.469017	7.4324923	7.3572478	7.8000002	7	0	1	2.4000001	6.411953	100	0	10.320881	14.412906	80.974251	8.3418512	17.262501	1.7687908	156.94749	61.782127	83.634323	5.9358406	10.122728	3.2	5.2857141	.30000001	1	4.3000002	6.0491595	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	143	2005.5	19.979454	100	0	13.273435	16.712788	84.486816	5.9899025	29.4102	2.7951066	70.536194	46.223564	68.236488	6.855206	10.563239	5.5999999	8.3999996	1	1	3.8	5.8135066	100	0	13.273435	16.407299	85.858391	6.0221334	25.747499	2.9835165	50.878036	43.123474	135.9231	5.0468888	17.667454	7.5999999	9	1	1	2.4000001	5.5339856	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	144	1985.5	16.512012	97.171646	0	11.454024	15.84682	93.196312	5.0706415	10.3595	4.2594209	45.014053	69.15345	90.675011	5.2326965	15.349699	-9	1	1	1	6.1999998	5.458189	91.515411	0	11.454024	15.503067	92.4505	4.9304619	7.7515998	3.2608235	53.998676	65.687866	49.632809	4.5593853	8.7479258	-9	1	1	1	6.6666665	5.1404834	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	145	1985.5	25.781902	90.139969	0	12.702444	16.591066	65.296356	6.184823	46.293499	2.5941877	108.16299	53.172043	83.05748	8.8385124	2.1596789	4	6	0	1	3.5	7.675436	100	0	12.702444	16.337858	76.71804	6.4050322	38.130001	2.5116551	84.360161	57.448284	42.40274	7.9098639	7.1061749	4	6	0	1	2.7777777	6.8246527	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	145	1995.5	22.697714	85.306213	0	12.702444	16.857758	57.882881	6.0730839	56.395901	2.5126073	172.45573	45.833256	45.35807	10.094501	4.2118907	3.4000001	6	0	1	4.5	8.2772655	90.139969	0	12.702444	16.591066	65.296356	6.184823	46.293499	2.5941877	108.16299	53.172043	83.05748	8.8385124	2.1596789	4	6	0	1	3.5	7.675436	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	145	2005.5	26.281595	97.289871	0	12.702444	17.08754	50.009727	6.7840724	67.784698	2.0064349	188.43611	40.298409	45.781269	10.910296	3.7095661	3.9000001	6.3000002	0	1	4.3000002	8.6821909	85.306213	0	12.702444	16.857758	57.882881	6.0730839	56.395901	2.5126073	172.45573	45.833256	45.35807	10.094501	4.2118907	3.4000001	6	0	1	4.5	8.2772655	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	152	1985.5	22.249952	99.578148	0	7.6157908	13.820897	49.244713	6.4272127	42.8027	1.3479619	114.64397	47.39555	58.69899	3.7893229	9.682169	9.8999996	9.8999996	0	1	2	7.2957101	101.04063	0	7.6157908	13.710317	68.615486	5.1274543	42.833199	1.5780236	106.86518	49.50132	30.13331	2.2940738	15.959328	9	9	0	1	2.6666667	6.5100641	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	152	1995.5	22.067122	95.815559	0	7.6157908	13.954327	41.521271	7.5860424	43.223	.90909094	125.38439	48.353119	48.188156	5.6058278	6.155529	10	10	0	1	1.1	8.1274557	99.578148	0	7.6157908	13.820897	49.244713	6.4272127	42.8027	1.3479619	114.64397	47.39555	58.69899	3.7893229	9.682169	9.8999996	9.8999996	0	1	2	7.2957101	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	152	2005.5	22.856611	98.792984	0	7.6157908	14.045857	35.131748	8.951787	42.1577	.83333331	119.05264	46.143681	50.106949	7.8224854	5.601162	10	10	0	1	1	8.6081104	95.815559	0	7.6157908	13.954327	41.521271	7.5860424	43.223	.90909094	125.38439	48.353119	48.188156	5.6058278	6.155529	10	10	0	1	1.1	8.1274557	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	154	1985.5	18.985617	88.028481	0	14.457364	18.15892	76.031128	7.398109	69.168503	2.0819275	31.618826	48.211578	61.463165	9.4729719	67.387978	-2.0999999	6.3000002	1	1	3.5	7.907115	79.763535	0	14.457364	17.922977	90.753281	7.4960065	63.0854	2.8243585	19.605875	52.825298	27.99416	8.2233324	18.381142	-4.8000002	3.5999999	1	.30000001	3.8888888	7.3886037	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	154	1995.5	13.881905	70.748039	0	14.457364	18.348024	59.59758	8.1124411	73.384399	1.5235493	46.989815	50.580067	42.566849	10.89713	20.218777	3.8	7.5999999	1	1	3.5	8.4406528	88.028481	0	14.457364	18.15892	76.031128	7.398109	69.168503	2.0819275	31.618826	48.211578	61.463165	9.4729719	67.387978	-2.0999999	6.3000002	1	1	3.5	7.907115	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	158	2005.5	31.105965	89.635895	0	14.285514	14.762288	45.084206	5.9322557	62.943699	1.201282	118.52197	33.604633	68.102798	6.7863178	14.076889	10	10	1	.80000001	2	7.0012555	65.421669	0	14.285514	14.656742	66.154427	6.7578559	56.949001	.88932806	96.395325	35.305965	54.649746	3.4331512	76.392921	8.8000002	8.8999996	.69999999	1	2.0999999	6.3926096	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	161	1985.5	21.459702	100	2.7	13.008747	16.926794	75.08625	7.2620797	45.1488	2.2821853	55.124565	41.970272	99.898743	6.5754852	7.0286689	-8	2	1	1	4	6.7505302	100	1.8	13.008764	16.680466	92.092064	7.7944026	38.115398	2.2951066	50.031254	63.318321	43.23875	5.9708452	8.5248432	-8.6000004	2	1	1	4.3333335	6.3635387	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	161	1995.5	28.084719	100	0	13.008747	17.114159	62.429699	7.3626537	51.5247	1.5121286	53.83754	39.610607	80.29747	8.3405199	3.9475341	-6.8000002	2.3	1	1	5.0999999	7.183938	100	2.7	13.008747	16.926794	75.08625	7.2620797	45.1488	2.2821853	55.124565	41.970272	99.898743	6.5754852	7.0286689	-8	2	1	1	4	6.7505302	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	161	2005.5	32.908268	97.53949	0	13.008747	17.232672	46.819702	8.0884371	55.1548	1.0007416	70.499977	41.00621	58.595268	10.104484	1.8576186	-6	3	1	1	5	7.6266923	100	0	13.008747	17.114159	62.429699	7.3626537	51.5247	1.5121286	53.83754	39.610607	80.29747	8.3405199	3.9475341	-6.8000002	2.3	1	1	5.0999999	7.183938	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	164	2005.5	30.176077	100	0	13.621064	14.555856	66.387062	6.0095344	35.341499	1.5025063	93.330093	65.064415	22.321541	7.9192681	6.801353	6	9	1	0	2	8.0695639	100	0	13.621064	14.342658	76.235359	6.1460843	30.149599	3.1497433	94.648239	66.882477	20.278074	7.4145436	10.1478	6	9	.60000002	0	2	7.6919937	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	166	2005.5	16.418924	100	1.2	11.873044	17.128204	67.733658	6.7237244	15.24	1.6360646	46.489742	47.564949	50.2229	4.8539338	7.9946518	1.2	7	.5	1	4.5	5.7843752	100	1	11.870845	16.90448	76.334663	6.2046666	11.2476	2.5126073	54.486729	42.710758	62.9589	3.674994	8.5494909	5.1999998	5.5999999	0	1	2.8	5.3323259	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	167	1985.5	52.165627	76.599472	0	10.427032	16.489065	28.995474	17.758366	66.913696	.71428573	109.28614	38.427803	66.519997	10.331952	1.8467301	10	10	0	0	1	9.4393291	81.860291	0	10.427032	16.424925	39.316238	16.907644	63.347599	.76923078	94.723572	40.749256	41.279999	9.2489061	7.5469961	10	10	0	0	1	8.840457	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	167	1995.5	45.676689	82.998604	0	10.427032	16.55583	26.903498	19.340813	73.181999	.66666669	115.37963	41.031322	70.690002	11.677597	2.308754	10	10	0	0	1	10.088985	76.599472	0	10.427032	16.489065	28.995474	17.758366	66.913696	.71428573	109.28614	38.427803	66.519997	10.331952	1.8467301	10	10	0	0	1	9.4393291	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	167	2005.5	41.555218	88.68589	0	10.426854	16.606287	27.102915	21.136059	80.269897	.625	132.71848	48.321033	53.274921	13.140056	2.0930459	10	10	0	0	1	10.5682	82.998604	0	10.427032	16.55583	26.903498	19.340813	73.181999	.66666669	115.37963	41.031322	70.690002	11.677597	2.308754	10	10	0	0	1	10.088985	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	171	1985.5	38.773785	99.022247	0	12.481088	15.003095	37.991966	16.075981	83.944702	.63508064	55.890514	39.407818	62.550491	7.7799673	10.168662	10	10	0	1	1	9.162324	96.904449	0	12.481088	14.927016	48.147484	14.540096	82.636597	1.0353038	52.742802	35.302284	47.095459	7.5110412	12.95391	10	10	0	1	1	8.4444666	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	171	1995.5	32.98933	90.872429	0	12.481088	15.117616	35.097878	17.599463	85.318001	1.7029809	58.238541	43.536434	48.385342	10.258021	1.5522107	10	10	0	1	1	9.604949	99.022247	0	12.481088	15.003095	37.991966	16.075981	83.944702	.63508064	55.890514	39.407818	62.550491	7.7799673	10.168662	10	10	0	1	1	9.162324	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	171	2005.5	32.971252	91.626152	0	12.481088	15.237965	32.358818	18.413382	86.0196	1.2209661	59.361462	45.346657	24.220156	10.786283	2.7464504	10	10	0	1	1	10.095516	90.872429	0	12.481088	15.117616	35.097878	17.599463	85.318001	1.7029809	58.238541	43.536434	48.385342	10.258021	1.5522107	10	10	0	1	1	9.604949	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	172	2005.5	26.786566	100	0	11.698076	15.512212	64.089973	7.1880069	56.0895	1.2980788	90.601471	51.33173	143.03998	7.8866787	8.3777161	8.3999996	7.8000002	1	0	3.3	6.8358355	97.195732	0	11.698076	15.350464	81.939583	6.5026431	53.655499	2.2119083	58.223007	54.810886	314.24371	6.1091762	476.60593	7.1999998	7	1	0	3.3	6.561655	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	174	1985.5	11.211215	100	0	13.722046	18.283432	86.092316	6.0247211	32.219501	2.6376641	37.66853	44.723064	91.524689	8.7010403	21.214684	-2.4000001	2.9000001	1	.69999999	4.9000001	6.4004426	100	0	13.722046	18.009432	81.568802	5.9088407	25.882299	2.8300498	41.917648	58.359875	13.861514	8.0057573	13.992514	-3.5	2.1111112	1	0	4.8888888	6.3640513	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	178	1985.5	34.969666	68.621155	0	12.625704	15.240956	31.222654	24.518679	71.3508	.24390244	74.00396	39.364857	39.596363	8.9545536	6.2568784	10	10	0	0	1	9.832015	89.072006	0	12.625704	15.204149	37.534351	22.088411	68.336197	.50641024	76.955963	39.32135	30.860649	7.8609366	8.179409	10	10	0	0	1	8.9826937	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	178	1995.5	37.949261	68.386154	0	12.625704	15.292414	30.186243	24.448103	74.097504	.6979261	71.834908	44.780502	41.601292	9.8983917	3.5065944	10	10	0	0	1	10.391349	68.621155	0	12.625704	15.240956	31.222654	24.518679	71.3508	.24390244	74.00396	39.364857	39.596363	8.9545536	6.2568784	10	10	0	0	1	9.832015	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	178	2005.5	34.744747	79.506592	0	12.626474	15.356302	29.59972	22.365284	77.691803	.86071283	71.505554	44.484558	50.989689	11.346277	4.135592	10	10	0	0	1	11.064258	68.386154	0	12.625704	15.292414	30.186243	24.448103	74.097504	.6979261	71.834908	44.780502	41.601292	9.8983917	3.5065944	10	10	0	0	1	10.391349	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	180	1985.5	14.932571	100	0	13.555288	18.389433	82.404816	7.1274619	29.458	3.2683196	27.516453	41.478813	64.12957	6.6805539	7.1212568	-1.6	3.0999999	.80000001	1	5	5.9901466	100	1.9	13.555288	18.060204	81.38398	7.0263228	26.553699	3.0940511	22.870167	41.205933	61.8102	5.878057	12.210277	.80000001	4	.30000001	1	4.7777777	5.3618412	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	180	1995.5	19.023272	100	0	13.555288	18.664558	80.686821	7.2370415	31.9746	2.5116551	29.473562	35.769199	77.067856	8.1214104	11.861551	5	6	.1	1	4.1999998	6.231729	100	0	13.555288	18.389433	82.404816	7.1274619	29.458	3.2683196	27.516453	41.478813	64.12957	6.6805539	7.1212568	-1.6	3.0999999	.80000001	1	5	5.9901466	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	180	2005.5	18.364418	100	2.8	13.555288	18.889511	65.546577	7.1201015	34.632702	2.0059524	33.631012	32.020378	65.851471	9.4042206	10.061559	-1.3	4	.80000001	1	5.4000001	6.5539794	100	0	13.555288	18.664558	80.686821	7.2370415	31.9746	2.5116551	29.473562	35.769199	77.067856	8.1214104	11.861551	5	6	.1	1	4.1999998	6.231729	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	183	1985.5	24.716354	99.748375	0	11.216405	14.601894	64.824707	8.2564001	52.297501	2.2821853	136.91762	51.614079	86.472076	7.917881	2.0175059	-3.4000001	3.8	.60000002	1	5.3000002	7.8210292	100	0	11.216405	14.37788	79.810104	8.2864552	49.180801	2.9617734	174.90182	50.281868	55.290741	7.5861812	9.8856583	-6.6999998	1.6	.80000001	1	6.1111112	7.1178274	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	183	1995.5	22.550089	98.985336	0	11.216405	14.810778	53.972572	8.512351	60.4963	2.1902895	164.71391	53.14481	67.403816	8.2728291	3.0142372	8.6999998	9.6999998	1	1	2.3	8.1386213	99.748375	0	11.216405	14.601894	64.824707	8.2564001	52.297501	2.2821853	136.91762	51.614079	86.472076	7.917881	2.0175059	-3.4000001	3.8	.60000002	1	5.3000002	7.8210292	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	186	2005.5	19.355337	97.295998	0	12.892447	15.599284	59.716534	7.9529114	58.710899	1.8722705	100.11119	51.527363	36.231789	7.4053569	9.0577831	7.8000002	7.3000002	1	0	3.2	7.3533182	99.379387	0	12.892447	15.39273	71.68074	7.611732	52.403599	2.5489514	105.66457	50.676788	29.618879	6.7854171	12.537418	6.4000001	7	1	0	3.7	7.29565	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	187	1995.5	18.156349	88.759277	0	14.077875	16.992346	60.155903	7.5423136	71.168297	1.7059947	30.482435	48.564976	41.294109	8.425024	56.715107	1.7	5.6666665	1	0	4.5999999	7.5827112	99.078285	0	14.077875	16.794071	70.699364	6.8561502	67.017097	2.6462972	37.752411	52.20713	46.279831	7.1734152	986.98755	7.0999999	7	1	0	2.0999999	7.065845	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
