period	cc	year	CG_7_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp_pc	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp_pc	per01	per02	per03	per04	cc3	cc10	cc13	cc14	cc27	cc32	cc34	cc44	cc45	cc51	cc56	cc59	cc63	cc68	cc71	cc73	cc74	cc75	cc79	cc82	cc83	cc84	cc93	cc96	cc101	cc112	cc113	cc114	cc116	cc118	cc119	cc121	cc122	cc123	cc125	cc136	cc143	cc144	cc145	cc152	cc154	cc158	cc161	cc164	cc166	cc167	cc171	cc172	cc174	cc178	cc180	cc183	cc186	cc187	cc188	cc191	cc217	cc219	cc220	cc225	cc227	cc228	cc233	cc234	cc240	cc246	cc247	cc248	cc256	cc257	cc258	cc262	cc274
2	75	1985.5	29.594875	100	6	9.9388552	15.430175	83.513664	8.2521544	46.899502	1.213567	49.202499	47.418602	76.424744	5.8903394	3.4177549	4.8000002	7	1	1	3.2	6.0942903	100	1.2	9.9419823	15.260137	90.267616	7.5154057	41.852798	2.4212804	67.520126	50.214558	14.9821	5.0429773	9.9015379	-2.3	5.25	1	1	3.3333333	5.0530992	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	75	1995.5	13.908134	100	1.2	9.9388552	15.559052	71.435402	9.2661524	54.5037	1.251598	57.66687	49.188843	36.35844	6.7335973	5.764492	7	9	1	.69999999	2.5999999	7.3692966	100	6	9.9388552	15.430175	83.513664	8.2521544	46.899502	1.213567	49.202499	47.418602	76.424744	5.8903394	3.4177549	4.8000002	7	1	1	3.2	6.0942903	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	75	2005.5	20.626215	96.954742	0	9.9388552	15.62044	60.138474	10.911011	61.8904	.3306011	69.960678	46.975441	41.493198	8.4185324	3.0837667	7.1999998	9	1	0	2	7.971992	100	1.2	9.9388552	15.559052	71.435402	9.2661524	54.5037	1.251598	57.66687	49.188843	36.35844	6.7335973	5.764492	7	9	1	.69999999	2.5999999	7.3692966	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	79	1995.5	17.166355	100	2.3	13.834573	17.870529	89.285042	5.6433597	13.8594	3.2388446	26.377455	39.983803	113.24734	5.6993384	7.5612869	.8888889	6	.5	1	5	4.9874067	100	6	13.910821	17.546543	85.139595	5.4512687	11.5948	3.2138596	20.306623	35.430275	71.159401	4.8395505	4.0663199	-7.6999998	1	1	1	6.8000002	5.3291154	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	79	2005.5	18.97735	73.385223	.40000001	13.815511	18.13213	83.257767	5.9112954	15.8249	2.8017364	43.581623	31.16567	72.223869	8.0664444	10.185401	1	6	0	1	5.0999999	5.2555599	100	2.3	13.834573	17.870529	89.285042	5.6433597	13.8594	3.2388446	26.377455	39.983803	113.24734	5.6993384	7.5612869	.8888889	6	.5	1	5	4.9874067	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	82	1985.5	24.173256	99.577354	0	9.8130159	13.462819	66.842682	4.7532954	39.298599	1.3814744	96.732346	52.860806	31.08704	5.7948799	5.8383398	5	6.9000001	.30000001	1	3.5	7.4547052	100	0	9.8130159	13.273143	71	4.2844286	36.642799	2.0118625	94.431824	50.799656	13.975143	5.0817351	12.581081	9	9	0	1	2	6.9560122	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	83	1985.5	28.156404	61.837761	0	12.626722	15.406683	28.762449	18.651432	76.059502	.41241497	53.697815	37.179443	15.02591	7.5255847	7.1265631	10	10	0	0	1.6	9.6110668	62.940979	0	12.626722	15.365088	32.663193	15.980302	68.1744	.43015727	53.471195	40.997845	3.0997663	5.7380915	11.295768	10	10	0	0	2	8.6547127	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	83	1995.5	38.293903	65.952911	0	12.626722	15.446616	28.195055	21.304766	81.009804	.39607844	63.702068	40.413338	47.356419	9.0628748	1.9087548	10	10	0	0	1	10.0468	61.837761	0	12.626722	15.406683	28.762449	18.651432	76.059502	.41241497	53.697815	37.179443	15.02591	7.5255847	7.1265631	10	10	0	0	1.6	9.6110668	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	83	2005.5	36.258327	72.011963	0	12.625719	15.475562	25.901875	24.094894	82.956497	.38098693	78.369446	47.728718	41.576439	10.985718	1.3141	10	10	0	0	1	10.521555	65.952911	0	12.626722	15.446616	28.195055	21.304766	81.009804	.39607844	63.702068	40.413338	47.356419	9.0628748	1.9087548	10	10	0	0	1	10.0468	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	84	1985.5	40.902203	86.528008	0	13.213428	17.854898	32.208298	20.414446	73.698196	.53582823	44.973076	37.185566	30.05773	10.988829	6.3193798	8.5	10	0	1	1	9.4714231	95.879753	0	13.213428	17.802486	37.702343	21.540331	72.6586	.56617212	38.459282	40.939163	16.992226	8.9532585	9.6147242	8	10	0	1	1	8.7761011	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	84	1995.5	45.474812	86.434578	0	13.213428	17.901396	29.7085	23.314758	75.335701	.50857198	46.667858	46.436031	52.006672	12.773857	1.384726	9	10	0	1	1	10.069401	86.528008	0	13.213428	17.854898	32.208298	20.414446	73.698196	.53582823	44.973076	37.185566	30.05773	10.988829	6.3193798	8.5	10	0	1	1	9.4714231	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	84	2005.5	46.346439	86.295525	0	13.213417	17.958469	28.362448	25.264833	81.725197	.64020491	53.345818	50.256058	66.860352	13.596764	1.8763036	9	10	0	1	1	10.416349	86.434578	0	13.213428	17.901396	29.7085	23.314758	75.335701	.50857198	46.667858	46.436031	52.006672	12.773857	1.384726	9	10	0	1	1	10.069401	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	93	2005.5	31.121046	66.400345	0	12.762053	18.227077	21.341406	28.382725	73.435402	.0014692917	78.24791	52.732265	67.230049	13.513094	1.0273191	10	10	0	1	1	10.420946	62.749352	0	12.763022	18.214838	23.518108	22.693272	73.186699	.37503907	52.024868	47.112328	53.00898	11.832027	1.7983358	10	10	0	1	1	10.16727	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	96	1985.5	34.716743	100	0	11.766792	16.108999	32.08643	20.365919	58.4202	.41031036	50.688206	44.367981	46.688831	8.2530441	19.638559	9	10	0	1	1.4	8.6732559	100	0	11.766792	16.028847	37.223255	19.32262	55.474499	.87608683	40.592518	46.809208	23.601658	6.6601362	14.819948	2.8	7	0	1	2.8888888	8.0505056	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	96	1995.5	38.058956	98.928284	0	11.766792	16.184813	24.693235	22.715872	59.332901	1	49.605652	45.518341	95.609383	9.3644238	9.5729113	10	10	0	1	1	9.3456936	100	0	11.766792	16.108999	32.08643	20.365919	58.4202	.41031036	50.688206	44.367981	46.688831	8.2530441	19.638559	9	10	0	1	1.4	8.6732559	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	96	2005.5	45.635284	97.828377	0	11.766792	16.213406	21.582964	26.960779	60.470901	0	56.851109	42.838348	109.3669	10.292345	3.0099571	10	10	0	1	1	9.9543314	98.928284	0	11.766792	16.184813	24.693235	22.715872	59.332901	1	49.605652	45.518341	95.609383	9.3644238	9.5729113	10	10	0	1	1	9.3456936	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	101	1985.5	10.990753	98.005035	5	11.582078	15.898994	88.652489	6.3490868	39.3913	2.4312553	52.419781	53.304531	43.14106	6.530736	15.554707	-1.1	4.6666665	1	1	4.1999998	6.8587227	98.860565	5	11.582078	15.655116	85.863937	5.759542	36.688301	2.6325381	65.860626	48.936119	12.07934	5.6035852	9.2699804	-2.4000001	5.0999999	1	1	3.5555556	6.3325491	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	101	1995.5	11.309756	97.324791	3	11.582078	16.123898	86.613396	7.2620082	43.316502	2.1794243	63.751644	56.058624	34.344311	7.1718016	11.526246	5.5	8	.80000001	1	3.4000001	7.1514034	98.005035	5	11.582078	15.898994	88.652489	6.3490868	39.3913	2.4312553	52.419781	53.304531	43.14106	6.530736	15.554707	-1.1	4.6666665	1	1	4.1999998	6.8587227	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	101	2005.5	14.118434	100	0	11.582078	16.370676	80.964973	7.9480872	47.409801	2.5116551	65.468185	55.192455	21.175409	8.2051029	4.8788862	8	9	1	1	3.5999999	7.7015433	97.324791	3	11.582078	16.123898	86.613396	7.2620082	43.316502	2.1794243	63.751644	56.058624	34.344311	7.1718016	11.526246	5.5	8	.80000001	1	3.4000001	7.1514034	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	112	1985.5	13.458181	58.574528	4.6999998	14.914123	20.490591	67.258087	6.3931808	24.457701	2.1996865	14.052081	33.432404	42.018726	7.7536993	8.604826	8	7	0	1	2	5.7451482	59.247429	2.3	14.914123	20.260595	71.287094	6.0804687	21.5474	2.2592356	11.791348	36.943535	37.798061	7.604084	9.0328627	8.1999998	7.8000002	0	1	2.1111112	5.1242547	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	112	1995.5	15.301901	53.968826	5.9000001	14.914123	20.693224	60.893536	6.6934848	26.712999	1.4059864	22.042988	35.28244	70.529587	8.980257	8.0396299	8.6000004	8.1999998	0	1	2.8	5.9299922	58.574528	4.6999998	14.914123	20.490591	67.258087	6.3931808	24.457701	2.1996865	14.052081	33.432404	42.018726	7.7536993	8.604826	8	7	0	1	2	5.7451482	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	112	2005.5	15.665421	72.268501	5	14.914123	20.862082	51.483433	7.3207231	29.429899	1.9090909	40.332314	34.988518	77.848747	11.127979	5.665257	9	9	0	1	2	6.645267	53.968826	5.9000001	14.914123	20.693224	60.893536	6.6934848	26.712999	1.4059864	22.042988	35.28244	70.529587	8.980257	8.0396299	8.6000004	8.1999998	0	1	2.8	5.9299922	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	113	1985.5	10.994617	86.383759	7	14.403297	18.954937	67.300713	6.3143973	26.640499	1.879902	43.643723	35.927513	32.651661	8.2529106	8.8889046	-7	2	0	0	5.0999999	6.3680248	89.152695	4.5	14.403297	18.725893	78.00164	6.3500175	19.703899	3.2259407	40.976265	40.630756	27.05648	7.061554	21.314096	-7	2	0	0	5	5.4576159	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	113	1995.5	14.786416	89.055077	1.6	14.403297	19.117956	53.446953	6.7043195	36.4944	1.5818714	56.386787	36.793098	50.865929	9.7527332	17.185671	-4.1999998	3.3	0	0	6	6.7626772	86.383759	7	14.403297	18.954937	67.300713	6.3143973	26.640499	1.879902	43.643723	35.927513	32.651661	8.2529106	8.8889046	-7	2	0	0	5.0999999	6.3680248	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	113	2005.5	18.327957	100	0	14.403297	19.244322	43.196396	7.7852259	46.3461	1.3655186	56.936146	36.592716	47.675331	10.502172	10.858946	7.4000001	8.6999998	.60000002	0	2.4000001	7.2846532	89.055077	1.6	14.403297	19.117956	53.446953	6.7043195	36.4944	1.5818714	56.386787	36.793098	50.865929	9.7527332	17.185671	-4.1999998	3.3	0	0	6	6.7626772	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	114	1985.5	21.448925	97.156372	10.3	14.285514	17.669025	87.566597	5.9709392	53.535099	3.689759	26.131903	46.236343	39.492928	8.1420822	16.321133	-5.8000002	2	1	1	5.5	7.6686573	98.071213	2.4000001	14.285514	17.325954	81.065948	5.9809141	46.0238	3.0144222	64.204979	49.227448	14.370092	7.6726923	20.045677	-8.1999998	1	1	.5	5.3333335	7.1888971	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	114	1995.5	22.843199	98.752357	1.2	14.285514	17.917025	75.211693	7.2443709	60.5966	1.6592772	38.010544	45.279884	28.28668	8.0506124	28.064014	-2.4000001	3.5999999	1	1	6	7.4731102	97.156372	10.3	14.285514	17.669025	87.566597	5.9709392	53.535099	3.689759	26.131903	46.236343	39.492928	8.1420822	16.321133	-5.8000002	2	1	1	5.5	7.6686573	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	114	2005.5	27.03969	94.084755	0	14.285514	18.064812	39.154972	7.3999553	67.268799	1.1523327	50.821632	42.997589	19.56768	9.6084499	16.453991	-3.5	3.7	1	1	6	8.0693808	98.752357	1.2	14.285514	17.917025	75.211693	7.2443709	60.5966	1.6592772	38.010544	45.279884	28.28668	8.0506124	28.064014	-2.4000001	3.5999999	1	1	6	7.4731102	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	116	1985.5	43.282028	78.496239	0	11.140266	15.068274	48.048889	18.317331	56.275902	.29411766	103.20889	46.517437	77.444839	9.1447077	7.1685195	10	10	0	0	1	8.9642305	76.152618	0	11.140266	14.977683	53.093266	18.687531	53.761299	1.2714443	88.505669	46.644989	46.65823	7.3844972	13.861671	10	10	0	0	1	8.0376244	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	116	1995.5	34.781536	85.336578	0	11.140266	15.107103	37.23225	17.659029	58.084999	.83376235	140.43391	42.836967	72.873009	10.481681	3.3471296	10	10	0	0	1	9.8567371	78.496239	0	11.140266	15.068274	48.048889	18.317331	56.275902	.29411766	103.20889	46.517437	77.444839	9.1447077	7.1685195	10	10	0	0	1	8.9642305	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	116	2005.5	36.257023	91.516907	0	11.140266	15.247041	30.789677	16.532837	60.6371	1.9336189	161.52216	41.44252	40.9632	12.165895	1.677323	10	10	0	0	1	10.713774	85.336578	0	11.140266	15.107103	37.23225	17.659029	58.084999	.83376235	140.43391	42.836967	72.873009	10.481681	3.3471296	10	10	0	0	1	9.8567371	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	118	1985.5	61.29163	91.448181	5.5999999	9.9822989	15.232503	55.31818	14.798352	89.738297	1.8926833	71.955338	40.46664	185.01425	7.343071	117.33294	9	9	0	0	2	9.0580807	95.327408	2.3	9.9822989	15.018105	54.964943	13.076316	86.735397	2.6725628	72.360291	36.173977	108.18563	6.5771036	45.888458	9	9	0	0	2	8.3223972	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	118	1995.5	42.510529	87.006233	2	9.9822989	15.492766	47.562744	15.805904	90.8657	2.9781544	65.210548	42.885555	105.3575	8.84799	10.751884	9.1999998	9.1999998	.40000001	0	1.2	9.7630568	91.448181	5.5999999	9.9822989	15.232503	55.31818	14.798352	89.738297	1.8926833	71.955338	40.46664	185.01425	7.343071	117.33294	9	9	0	0	2	9.0580807	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	118	2005.5	43.875484	92.791634	2	9.9822989	15.7201	44.565437	16.278582	91.546501	1.8959528	77.587303	44.849037	87.555038	10.439396	2.0028803	10	10	.1	0	1	10.015194	87.006233	2	9.9822989	15.492766	47.562744	15.805904	90.8657	2.9781544	65.210548	42.885555	105.3575	8.84799	10.751884	9.1999998	9.1999998	.40000001	0	1.2	9.7630568	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	119	1985.5	36.353107	89.19593	0	12.591709	17.856792	28.33441	20.284176	66.758797	.17857143	40.909992	41.880157	80.041023	9.935935	10.662089	10	10	0	0	1	9.2637835	100	0	12.591709	17.824547	37.428799	19.379475	65.6679	.36700338	39.953491	47.488846	53.231071	8.9570484	14.892321	10	10	0	0	1.4444444	8.3218613	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	119	1995.5	45.435024	92.094933	0	12.591709	17.858562	21.968468	24.666979	66.972801	0	43.849995	45.781506	113.99003	11.242383	3.8064439	10	10	0	.69999999	1	9.9278145	89.19593	0	12.591709	17.856792	28.33441	20.284176	66.758797	.17857143	40.909992	41.880157	80.041023	9.935935	10.662089	10	10	0	0	1	9.2637835	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	119	2005.5	39.786938	82.115013	0	12.591791	17.889427	21.286764	29.555166	67.704399	.34785238	52.698029	44.612026	108.0364	12.379111	2.250566	10	10	0	1	1	10.295555	92.094933	0	12.591709	17.858562	21.968468	24.666979	66.972801	0	43.849995	45.781506	113.99003	11.242383	3.8064439	10	10	0	.69999999	1	9.9278145	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	121	2005.5	35.585655	99.651688	0	9.2900753	14.797441	50.270046	12.512051	51.9739	.38461539	91.325203	48.824421	111.02921	8.8616066	10.7777	9	9	0	1	2	8.3451157	100	0	9.2900753	14.723316	57.354061	12.386088	50.740501	.81666666	98.890152	53.34737	82.056679	7.6173825	26.573147	9.1999998	9.1999998	0	1	2	7.8802314	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	122	1985.5	16.168331	100	0	12.80798	18.603003	30.82741	15.255276	76.792702	0	22.493689	34.27499	67.421089	8.7272425	1.4910709	10	10	0	1	1	9.632967	100	0	12.811753	18.524693	35.521233	11.866663	75.085899	1.9090909	23.268721	35.87429	29.96487	7.6748409	7.893908	10	10	0	1	1.8888888	8.5404663	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	123	2005.5	34.581844	98.368355	0	11.389036	15.511876	64.105949	6.2339644	81.292	2.2595673	128.19431	40.204285	81.362717	9.2620754	5.57585	-2.4000001	8.6000004	1	1	5.3000002	7.8928976	100	0	11.387815	15.278895	76.207626	5.991199	77.570702	4.1617832	122.63806	42.275661	126.6963	6.9443851	2.8147404	-2.2	8.6999998	1	1	3.9000001	7.3226099	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
