period	cc	year	GG_7_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp_pc	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp_pc	per01	per02	per03	per04	per05	per06	per07	per08	cc1	cc2	cc3	cc4	cc5	cc6	cc7	cc8	cc9	cc10	cc11	cc12	cc13	cc14	cc15	cc16	cc17	cc18	cc19	cc20	cc21	cc22	cc23	cc24	cc25	cc26	cc27	cc28	cc29	cc30	cc31	cc32	cc33	cc34	cc35	cc36	cc37	cc38	cc39	cc40
6	68	1998	56.218838	66.295753	0	10.655611	15.483217	26.976784	22.323362	85.051598	.38461539	76.404877	47.171276	67.272774	10.41873	1.9725519	10	10	0	0	1	10.389779	59.159302	0	10.655422	15.46417	25.424168	22.865904	84.924599	.39215687	70.051064	47.860664	64.906502	9.7281494	1.561748	10	10	0	0	1	10.283306	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	68	2003	54.232567	62.662079	0	10.655611	15.501909	28.267084	22.460171	85.553596	.3773585	87.895477	45.98859	54.448021	11.341936	2.3298039	10	10	0	0	1	10.553508	66.295753	0	10.655611	15.483217	26.976784	22.323362	85.051598	.38461539	76.404877	47.171276	67.272774	10.41873	1.9725519	10	10	0	0	1	10.389779	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	68	2008	54.00959	69.400368	0	10.655611	15.520192	27.878649	24.029398	86.419403	.37037036	99.24511	51.654423	40.538639	11.678454	2.7149673	10	10	0	0	1	10.939422	62.662079	0	10.655611	15.501909	28.267084	22.460171	85.553596	.3773585	87.895477	45.98859	54.448021	11.341936	2.3298039	10	10	0	0	1	10.553508	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	83	1978	41.554886	62.911308	0	12.626722	15.375705	30.943014	16.981976	70.168602	.42553192	55.731205	38.296722	3.4137001	6.1575675	9.5876217	10	10	0	0	2	9.0053625	62.978073	0	12.626722	15.35447	34.383369	14.978628	66.180199	.43478259	51.211185	43.698967	2.911406	5.318615	13.003914	10	10	0	0	2	8.3040619	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	83	1983	44.084332	62.430107	0	12.626722	15.396498	28.964954	18.089371	74.175598	.41666666	58.497902	37.639992	14.30602	7.0219984	8.5323725	10	10	0	0	2	9.2843199	62.911308	0	12.626722	15.375705	30.943014	16.981976	70.168602	.42553192	55.731205	38.296722	3.4137001	6.1575675	9.5876217	10	10	0	0	2	9.0053625	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	83	1988	47.042725	61.245419	0	12.626722	15.416867	28.559944	19.213493	77.943398	.40816328	48.897728	36.718899	15.7458	8.0291719	5.7207541	10	10	0	0	1.2	9.9378128	62.430107	0	12.626722	15.396498	28.964954	18.089371	74.175598	.41666666	58.497902	37.639992	14.30602	7.0219984	8.5323725	10	10	0	0	2	9.2843199	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	83	1993	62.802849	64.883186	0	12.626722	15.436831	28.674416	20.775515	80.3246	.40000001	56.767712	37.639591	45.54398	8.5526304	2.1007338	10	10	0	0	1	9.983963	61.245419	0	12.626722	15.416867	28.559944	19.213493	77.943398	.40816328	48.897728	36.718899	15.7458	8.0291719	5.7207541	10	10	0	0	1.2	9.9378128	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	83	1998	53.610912	67.022629	0	12.626722	15.456402	27.715694	21.834017	81.695	.39215687	70.636429	43.187084	49.168861	9.5731201	1.7167758	10	10	0	0	1	10.109635	64.883186	0	12.626722	15.436831	28.674416	20.775515	80.3246	.40000001	56.767712	37.639591	45.54398	8.5526304	2.1007338	10	10	0	0	1	9.983963	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	83	2003	49.445183	72.063133	0	12.626722	15.46417	26.495062	23.210928	82.616203	0	73.735497	47.689888	42.937901	10.643261	.9084602	10	10	0	0	1	10.327182	67.022629	0	12.626722	15.456402	27.715694	21.834017	81.695	.39215687	70.636429	43.187084	49.168861	9.5731201	1.7167758	10	10	0	0	1	10.109635	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	83	2008	51.238457	71.960793	0	12.624717	15.486956	25.308689	24.978861	83.296799	.76197386	83.003403	47.767551	40.214981	11.328174	1.7197398	10	10	0	0	1	10.715929	72.063133	0	12.626722	15.46417	26.495062	23.210928	82.616203	0	73.735497	47.689888	42.937901	10.643261	.9084602	10	10	0	0	1	10.327182	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	84	1978	38.521591	92.583549	0	13.213428	17.815504	36.437027	21.903543	73.139603	.37037036	41.33403	40.63385	16.945299	9.5854979	10.131396	8	10	0	1	1	9.1205683	100	0	13.213428	17.789469	38.967659	21.177118	72.177597	.76197386	35.58453	42.465721	17.02038	8.3210192	9.098052	8	10	0	1	1	8.4316339	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	84	1983	46.979023	87.453354	0	13.213428	17.840799	33.324215	20.422165	73.5028	.72077924	47.075829	35.319813	26.754499	10.198635	9.1984081	8	10	0	1	1	9.2075062	92.583549	0	13.213428	17.815504	36.437027	21.903543	73.139603	.37037036	41.33403	40.63385	16.945299	9.5854979	10.131396	8	10	0	1	1	9.1205683	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	84	1988	47.587532	85.602661	0	13.213428	17.868998	31.092379	20.406725	73.8936	.3508772	42.870323	39.051323	33.360958	11.779023	3.440352	9	10	0	1	1	9.7353401	87.453354	0	13.213428	17.840799	33.324215	20.422165	73.5028	.72077924	47.075829	35.319813	26.754499	10.198635	9.1984081	8	10	0	1	1	9.2075062	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	84	1993	52.224945	85.227058	0	13.213428	17.889629	30.096418	22.478512	74.569603	.68381065	42.98732	47.710949	45.382622	12.531362	1.737826	9	10	0	1	1	10.051267	85.602661	0	13.213428	17.868998	31.092379	20.406725	73.8936	.3508772	42.870323	39.051323	33.360958	11.779023	3.440352	9	10	0	1	1	9.7353401	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	84	1998	53.158138	87.642097	0	13.213428	17.91316	29.320581	24.151005	76.101799	.33333334	50.3484	45.161114	58.630718	13.016353	1.031626	9	10	0	1	1	10.087535	85.227058	0	13.213428	17.889629	30.096418	22.478512	74.569603	.68381065	42.98732	47.710949	45.382622	12.531362	1.737826	9	10	0	1	1	10.051267	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	84	2003	52.986404	86.856987	0	13.213425	17.942593	28.488239	25.056013	79.691002	.65044951	53.046005	49.222717	62.175179	13.323471	1.963202	9	10	0	1	1	10.234266	87.642097	0	13.213428	17.91316	29.320581	24.151005	76.101799	.33333334	50.3484	45.161114	58.630718	13.016353	1.031626	9	10	0	1	1	10.087535	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	84	2008	54.421413	85.734062	0	13.21341	17.974344	28.236656	25.473652	83.759399	.6299603	53.64563	51.289398	71.545517	13.870057	1.7894052	9	10	0	1	1	10.598432	86.856987	0	13.213425	17.942593	28.488239	25.056013	79.691002	.65044951	53.046005	49.222717	62.175179	13.323471	1.963202	9	10	0	1	1	10.234266	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	93	1998	47.943188	66.170311	0	12.762878	18.222229	23.464674	23.227537	73.154602	0	56.467026	47.276054	59.809879	12.35026	.20213559	10	10	0	1	1	10.170842	59.328384	0	12.763165	18.207445	23.571543	22.159008	73.218803	.75007814	47.58271	46.948601	46.20808	11.313795	3.394536	10	10	0	1	1	10.163696	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	93	2003	47.930393	66.560318	0	12.762311	18.227077	22.00152	26.687117	73.239799	.0029385835	70.287064	51.062397	63.384621	13.279296	1.0685964	10	10	0	1	1	10.249834	66.170311	0	12.762878	18.222229	23.464674	23.227537	73.154602	0	56.467026	47.276054	59.809879	12.35026	.20213559	10	10	0	1	1	10.170842	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	93	2008	45.798367	66.240379	0	12.761795	18.227077	20.681292	30.078335	73.630997	0	86.208755	54.40213	71.075478	13.746892	.98604178	10	10	0	1	1	10.592058	66.560318	0	12.762311	18.227077	22.00152	26.687117	73.239799	.0029385835	70.287064	51.062397	63.384621	13.279296	1.0685964	10	10	0	1	1	10.249834	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	96	1978	20.970093	100	0	11.766792	16.053921	36.382103	20.054573	56.763199	1.3001817	44.449627	45.460297	22.5735	7.2353663	16.673401	8	10	0	1	1.8	8.3906097	100	0	11.766792	16.003771	38.064407	18.590666	54.185799	.45199183	36.735405	47.888332	24.01292	6.0849056	12.966496	-2.4000001	3.25	0	1	4.25	7.7104001	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	96	1983	31.262253	100	0	11.766792	16.099903	33.876564	20.476074	58.158199	.61860055	51.418068	44.918404	35.33036	7.8573899	22.076281	8	10	0	1	1.2	8.4932775	100	0	11.766792	16.053921	36.382103	20.054573	56.763199	1.3001817	44.449627	45.460297	22.5735	7.2353663	16.673401	8	10	0	1	1.8	8.3906097	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	96	1988	38.17123	100	0	11.766792	16.118095	30.296295	20.255764	58.682201	.2020202	49.958344	43.817558	58.047298	8.6486979	17.20084	10	10	0	1	1.6	8.8532352	100	0	11.766792	16.099903	33.876564	20.476074	58.158199	.61860055	51.418068	44.918404	35.33036	7.8573899	22.076281	8	10	0	1	1.2	8.4932775	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	96	1993	32.085907	99.684135	0	11.766792	16.156219	26.221994	21.575914	59.109402	2	45.619869	45.012505	90.644501	9.2275944	13.997788	10	10	0	1	1	9.2682667	100	0	11.766792	16.118095	30.296295	20.255764	58.682201	.2020202	49.958344	43.817558	58.047298	8.6486979	17.20084	10	10	0	1	1.6	8.8532352	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	96	1998	44.999409	98.172432	0	11.766792	16.213406	23.164474	23.855827	59.5564	0	53.591431	46.024178	100.57426	9.5012531	5.1480341	10	10	0	1	1	9.4231195	99.684135	0	11.766792	16.156219	26.221994	21.575914	59.109402	2	45.619869	45.012505	90.644501	9.2275944	13.997788	10	10	0	1	1	9.2682667	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	96	2003	45.183079	97.945786	0	11.766792	16.213406	21.635225	26.354679	60.084	0	57.428856	45.956997	100.3144	9.9505768	3.2398	10	10	0	1	1	9.7044239	98.172432	0	11.766792	16.213406	23.164474	23.855827	59.5564	0	53.591431	46.024178	100.57426	9.5012531	5.1480341	10	10	0	1	1	9.4231195	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	96	2008	48.114914	97.710968	0	11.766792	16.213406	21.530704	27.566879	60.8578	0	56.273357	39.7197	118.4194	10.634113	2.7801139	10	10	0	1	1	10.204239	97.945786	0	11.766792	16.213406	21.635225	26.354679	60.084	0	57.428856	45.956997	100.3144	9.9505768	3.2398	10	10	0	1	1	9.7044239	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	114	1978	33.099831	97.868752	4.8000002	14.285514	17.403452	80.098259	5.7519698	48.114601	3.4023612	58.993336	47.038937	17.851471	8.0519552	17.633394	-6.4000001	1	1	1	5.4000001	7.6674299	98.32428	0	14.285514	17.248455	82.033638	6.2098579	43.932999	2.6264832	69.416618	50.978256	12.281266	7.2934294	22.45796	-10	1	1	0	5.25	6.7103648	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	114	1983	24.744314	97.166435	13	14.285514	17.580122	85.048042	5.6155815	51.9142	4.2438574	29.826033	46.531178	29.227858	8.2106342	14.162004	-5.5999999	2	1	1	5.5999999	7.9106112	97.868752	4.8000002	14.285514	17.403452	80.098259	5.7519698	48.114601	3.4023612	58.993336	47.038937	17.851471	8.0519552	17.633394	-6.4000001	1	1	1	5.4000001	7.6674299	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	116	1978	47.489861	76.524849	0	11.140266	15.01522	52.439213	18.463022	54.6534	1.2310606	99.426918	46.905483	52.502041	8.0571175	14.63976	10	10	0	0	1	8.3530664	75.687317	0	11.140266	14.940146	53.747318	18.912039	52.869202	1.3118279	77.584419	46.210835	40.814419	6.7118773	13.083582	10	10	0	0	1	7.7221828	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	116	1983	58.184475	78.597885	0	11.140266	15.068274	50.079079	18.251135	55.898201	.58823532	101.1282	47.037086	69.164261	8.9913788	10.97984	10	10	0	0	1	8.6836796	76.524849	0	11.140266	15.01522	52.439213	18.463022	54.6534	1.2310606	99.426918	46.905483	52.502041	8.0571175	14.63976	10	10	0	0	1	8.3530664	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	116	1988	52.085056	78.3946	0	11.140266	15.068274	46.018696	18.383526	56.653599	0	105.28958	45.997787	85.725418	9.2980356	3.357199	10	10	0	0	1	9.2447815	78.597885	0	11.140266	15.068274	50.079079	18.251135	55.898201	.58823532	101.1282	47.037086	69.164261	8.9913788	10.97984	10	10	0	0	1	8.6836796	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	116	1993	47.920246	79.668594	0	11.140266	15.085176	40.093369	18.147898	57.5144	.5714286	121.67632	43.034554	90.204422	9.947897	2.90358	10	10	0	0	1	9.6504803	78.3946	0	11.140266	15.068274	46.018696	18.383526	56.653599	0	105.28958	45.997787	85.725418	9.2980356	3.357199	10	10	0	0	1	9.2447815	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	116	1998	34.732262	91.00457	0	11.140266	15.129031	34.371132	17.170162	58.655602	1.096096	159.19151	42.639381	55.541599	11.015464	3.790679	10	10	0	0	1	10.062995	79.668594	0	11.140266	15.085176	40.093369	18.147898	57.5144	.5714286	121.67632	43.034554	90.204422	9.947897	2.90358	10	10	0	0	1	9.6504803	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	116	2003	32.72176	91.14151	0	11.140266	15.206374	30.757744	16.301739	59.944599	2.0269413	161.40881	41.880947	31.10774	12.097045	3.985146	10	10	0	0	1	10.534817	91.00457	0	11.140266	15.129031	34.371132	17.170162	58.655602	1.096096	159.19151	42.639381	55.541599	11.015464	3.790679	10	10	0	0	1	10.062995	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	116	2008	46.550053	91.892303	0	11.140266	15.287707	30.821611	16.763935	61.329601	1.8402966	161.63548	40.894489	50.818661	12.234745	-.63050002	10	10	0	0	1	10.89273	91.14151	0	11.140266	15.206374	30.757744	16.301739	59.944599	2.0269413	161.40881	41.880947	31.10774	12.097045	3.985146	10	10	0	0	1	10.534817	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	118	1983	79.438248	92.569603	5.1999998	9.9822989	15.191422	56.617836	14.883012	89.330002	1.5006254	75.898361	40.183601	247.80034	7.1060214	209.4744	9	9	0	0	2	8.8573093	91.589333	2	9.9822989	15.090338	55.906982	14.202583	87.806999	2.1938405	80.724854	36.173977	136.55122	6.8092322	67.768181	9	9	0	0	2	8.5336876	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	118	1988	54.249752	90.326767	6	9.9822989	15.273584	54.018524	14.713693	90.146599	2.2847412	68.012321	40.74968	147.34261	7.5801206	25.191481	9	9	0	0	2	9.2588511	92.569603	5.1999998	9.9822989	15.191422	56.617836	14.883012	89.330002	1.5006254	75.898361	40.183601	247.80034	7.1060214	209.4744	9	9	0	0	2	8.8573093	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	118	1993	47.377254	86.40995	2	9.9822989	15.419605	49.14407	15.470942	90.6632	3.1994328	63.251881	41.944382	114.795	8.2580938	14.90321	9	9	0	0	1.4	9.6533365	90.326767	6	9.9822989	15.273584	54.018524	14.713693	90.146599	2.2847412	68.012321	40.74968	147.34261	7.5801206	25.191481	9	9	0	0	2	9.2588511	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	118	1998	50.373932	87.602516	2	9.9822989	15.565928	45.981419	16.140867	91.068199	2.7568762	67.16922	43.826729	95.919998	9.4378862	6.6005578	9.3999996	9.3999996	.80000001	0	1	9.872776	86.40995	2	9.9822989	15.419605	49.14407	15.470942	90.6632	3.1994328	63.251881	41.944382	114.795	8.2580938	14.90321	9	9	0	0	1.4	9.6533365	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	118	2003	49.771755	93.040947	2	9.9822989	15.665112	45.066906	16.182114	91.391998	1.8381157	76.736954	44.849037	95.728416	10.02521	1.2908884	10	10	.2	0	1	9.8687725	87.602516	2	9.9822989	15.565928	45.981419	16.140867	91.068199	2.7568762	67.16922	43.826729	95.919998	9.4378862	6.6005578	9.3999996	9.3999996	.80000001	0	1	9.872776	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	119	1978	33.736622	100	0	12.591709	17.837259	36.289635	20.333754	66.241203	.36363637	43.733734	44.808472	57.041901	9.0206919	17.228661	10	10	0	0	1.8	8.6257305	100	0	12.591709	17.811834	38.567966	18.425196	65.094597	.37037036	36.173248	50.16922	49.420238	8.893405	12.555982	10	10	0	0	1	8.017992	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	119	1983	29.278366	94.306259	0	12.591709	17.855022	30.988268	19.920109	66.751602	.35714287	44.3759	40.667606	69.361702	9.2711992	14.272268	10	10	0	0	1	8.9219522	100	0	12.591709	17.837259	36.289635	20.333754	66.241203	.36363637	43.733734	44.808472	57.041901	9.0206919	17.228661	10	10	0	0	1.8	8.6257305	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	119	1988	54.727295	84.085602	0	12.591709	17.858562	25.680552	20.648241	66.765999	0	37.444084	43.092712	90.720337	10.60067	7.0519099	10	10	0	0	1	9.6056147	94.306259	0	12.591709	17.855022	30.988268	19.920109	66.751602	.35714287	44.3759	40.667606	69.361702	9.2711992	14.272268	10	10	0	0	1	8.9219522	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	119	1993	49.633644	98.270828	0	12.591709	17.858562	22.533274	23.339108	66.843597	0	40.21085	45.625938	112.62706	10.97679	4.8606219	10	10	0	.40000001	1	9.8999329	84.085602	0	12.591709	17.858562	25.680552	20.648241	66.765999	0	37.444084	43.092712	90.720337	10.60067	7.0519099	10	10	0	0	1	9.6056147	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	119	1998	48.976994	85.919037	0	12.591709	17.858562	21.403664	25.994852	67.101997	0	47.489143	45.937073	115.353	11.507975	2.7522659	10	10	0	1	1	9.9556952	98.270828	0	12.591709	17.858562	22.533274	23.339108	66.843597	0	40.21085	45.625938	112.62706	10.97679	4.8606219	10	10	0	.40000001	1	9.8999329	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	119	2003	47.684738	81.38414	0	12.59177	17.872416	21.229797	28.672873	67.441597	.3508772	50.42683	45.008194	105.7468	12.030114	2.68277	10	10	0	1	1	10.130092	85.919037	0	12.591709	17.858562	21.403664	25.994852	67.101997	0	47.489143	45.937073	115.353	11.507975	2.7522659	10	10	0	1	1	9.9556952	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	119	2008	49.185368	82.845886	0	12.591811	17.906439	21.343733	30.437458	67.967201	.34482759	54.969227	44.215855	110.326	12.728108	1.8183622	10	10	0	1	1	10.46102	81.38414	0	12.59177	17.872416	21.229797	28.672873	67.441597	.3508772	50.42683	45.008194	105.7468	12.030114	2.68277	10	10	0	1	1	10.130092	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	121	1998	32.72184	100	0	9.2900753	14.74749	55.803394	12.363029	51.3344	.80000001	87.516357	52.390564	77.742119	7.9987059	14.046152	9	9	0	1	2	8.1125317	100	0	9.2900753	14.699143	58.904728	12.409148	50.146599	.83333331	110.26394	54.304173	87.449875	7.2360587	39.10014	9.3999996	9.3999996	0	1	2	7.6479311	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	121	2003	34.13031	99.303375	0	9.2900753	14.786119	52.396156	12.522112	51.941799	0	86.936142	48.824421	104.05102	8.5585909	7.4182601	9	9	0	1	2	8.230443	100	0	9.2900753	14.74749	55.803394	12.363029	51.3344	.80000001	87.516357	52.390564	77.742119	7.9987059	14.046152	9	9	0	1	2	8.1125317	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	122	1978	15.70731	100	0	12.811481	18.533394	35.542545	12.706928	75.991402	1.8181819	24.308762	35.791096	41.248901	7.9183178	5.5100741	10	10	0	1	1.8	8.923851	100	0	12.812027	18.515991	35.49992	11.026397	74.180397	2	22.22868	35.957485	18.68084	7.4313641	10.277742	10	10	0	1	2	8.1570807	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
