period	cc	year	GG_7_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp_pc	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp_pc	per01	per02	per03	per04	per05	per06	per07	per08	cc1	cc2	cc3	cc4	cc5	cc6	cc7	cc8	cc9	cc10	cc11	cc12	cc13	cc14	cc15	cc16	cc17	cc18	cc19	cc20	cc21	cc22	cc23	cc24	cc25	cc26	cc27	cc28	cc29	cc30	cc31	cc32	cc33	cc34	cc35	cc36	cc37	cc38	cc39	cc40	cc41	cc42	cc43	cc44	cc45	cc46	cc47	cc48	cc49	cc50	cc51	cc52	cc53	cc54	cc55	cc56	cc57	cc58
7	228	2003	23.811678	100	5	11.046276	16.780466	37.670876	10.179674	15.3598	1.0526316	77.538902	57.702599	99.42112	7.8897691	9.969326	5.4000001	6	1	0	3	6.8990722	100	5	11.046276	16.738323	41.613766	9.5499849	16.0014	1.1111112	78.679321	47.713917	89.320099	7.4852104	8.0792255	5	6	1	0	3	6.7486296	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7	232	2003	29.225239	100	0	9.7526646	13.910821	79.66378	5.6954117	22.2048	0	186.69122	48.486156	20.943821	6.477356	6.980196	-9	1	1	1	6.5999999	7.4134817	100	0	9.7526646	13.831475	89.710442	5.6345229	22.802	2.7523193	147.59618	52.494301	16.94462	6.1749072	8.3482761	-9	1.6	1	1	6	7.3473701	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2	240	1978	15.641904	85.423073	2	13.143909	17.621679	73.278633	6.420095	25.577801	2.2750793	46.189686	48.864494	23.929359	7.0004015	8.31141	-.60000002	5.5	.60000002	1	4.8000002	6.2859297	86.33815	2	13.143909	17.503765	81.144638	6.4777422	22.610399	2.5674818	38.21283	55.537029	22.58572	6.3424878	9.5637846	-2	4	0	1	5	5.6143517	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4	240	1988	15.109716	94.284836	0	13.143909	17.822514	49.881573	6.7783399	28.892401	1.8531234	62.592243	50.682034	40.671581	8.3609819	4.8369398	2.5999999	7	0	1	2.5999999	7.0363302	94.180618	1.2	13.143909	17.727133	61.631367	6.4242864	27.5734	2.0425186	47.862877	46.731953	39.557281	7.5475016	4.1408982	2	7	0	1	3	6.6691256	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
5	240	1993	16.796846	92.538414	0	13.143909	17.889572	42.593811	7.9373417	29.9352	.69570476	80.39949	52.91188	17.57666	9.5489187	4.8643022	7	8.3999996	0	1	3.5999999	7.7032537	94.284836	0	13.143909	17.822514	49.881573	6.7783399	28.892401	1.8531234	62.592243	50.682034	40.671581	8.3609819	4.8369398	2.5999999	7	0	1	2.5999999	7.0363302	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
8	243	2008	20.091049	100	0	10.903935	15.569468	71.881073	5.9470105	36.5938	2.7568762	96.640091	34.777401	84.233803	7.1857152	3.8962405	-3.5999999	6.1999998	0	.40000001	5.1999998	6.1910834	100	0	10.903935	15.459759	77.4011	5.8859582	34.2738	2.3402059	93.413643	34.598831	94.665863	6.6805844	2.980448	-2.4000001	6	0	1	5.8000002	5.7849717	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2	247	1978	23.85557	100	0	11.953501	15.629562	79.482101	6.760488	49.376598	2.7097082	67.327446	41.372581	35.728649	7.4213729	8.4404783	-9	1	1	1	6	7.0069451	100	0	11.953501	15.505106	87.003807	6.9930363	45.945599	1.8881375	52.467609	43.820034	34.50108	6.5343032	9.2640181	-9	1	1	1	6	6.3253508	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3	247	1983	27.18968	100	0	11.953501	15.757882	74.049667	7.0675302	52.530998	2.6720431	72.159355	41.06134	40.52454	8.3700924	10.139484	-8	2	1	1	5	7.1703582	100	0	11.953501	15.629562	79.482101	6.760488	49.376598	2.7097082	67.327446	41.372581	35.728649	7.4213729	8.4404783	-9	1	1	1	6	7.0069451	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4	247	1988	28.51251	100	0	11.953501	15.876822	68.842201	7.6025567	56.3032	2.3539236	73.073494	38.571884	54.368259	8.61343	5.94067	-5.5999999	2.8	1	1	5.5999999	7.2649679	100	0	11.953501	15.757882	74.049667	7.0675302	52.530998	2.6720431	72.159355	41.06134	40.52454	8.3700924	10.139484	-8	2	1	1	5	7.1703582	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
5	247	1993	29.659456	100	0	11.953501	15.973995	61.075336	9.0339317	60.062801	1.8808489	79.719162	39.566498	58.4562	9.0569534	5.4593701	-3.8	4.8000002	1	1	5.8000002	7.5728216	100	0	11.953501	15.876822	68.842201	7.6025567	56.3032	2.3539236	73.073494	38.571884	54.368259	8.61343	5.94067	-5.5999999	2.8	1	1	5.5999999	7.2649679	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
6	247	1998	29.018215	100	0	11.953501	16.04541	51.147594	9.9351244	62.6488	1.3000276	79.484291	40.68993	59.862541	9.2501478	5.6796679	-3	6	1	1	6	7.7610469	100	0	11.953501	15.973995	61.075336	9.0339317	60.062801	1.8808489	79.719162	39.566498	58.4562	9.0569534	5.4593701	-3.8	4.8000002	1	1	5.8000002	7.5728216	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7	247	2003	29.291536	100	0	11.953501	16.08753	41.518833	10.15556	64.4496	.82062072	86.892082	40.188278	57.9991	9.6209307	3.043968	-3.8	6	1	1	6	7.9255209	100	0	11.953501	16.04541	51.147594	9.9351244	62.6488	1.3000276	79.484291	40.68993	59.862541	9.2501478	5.6796679	-3	6	1	1	6	7.7610469	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3	248	1983	12.725666	100	1.2	13.553665	17.665205	68.625671	6.7362008	48.980801	2.175971	23.383272	50.100521	36.993099	7.0930157	39.966679	2.2	5.8000002	.60000002	0	4	7.5191054	100	0	13.553665	17.552612	73.252213	7.5134263	42.902401	2.4419322	10.827079	50.482906	23.219879	7.2892656	51.393379	6.1999998	7.4000001	0	0	2.5999999	7.6695242	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5	248	1993	16.686108	100	3	13.553665	17.858253	56.929127	6.7204351	60.955002	1.7868544	28.76144	44.079079	32.09642	9.0518036	76.699883	8.3999996	8.3999996	0	0	3.5999999	8.2187929	100	3	13.553665	17.766384	63.202782	6.2630835	56.500999	1.962294	26.102312	45.170586	35.283958	7.9412804	54.457279	7.8000002	9	0	0	2.4000001	7.8461804	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
6	248	1998	25.033674	100	2.4000001	13.553665	17.942385	50.422924	7.6515903	63.693802	1.3227658	41.193169	41.114395	41.570961	9.6078081	80.009659	7.1999998	6.4000001	0	0	4	8.3333445	100	3	13.553665	17.858253	56.929127	6.7204351	60.955002	1.7868544	28.76144	44.079079	32.09642	9.0518036	76.699883	8.3999996	8.3999996	0	0	3.5999999	8.2187929	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7	248	2003	36.800232	100	0	13.553665	18.008036	44.883347	8.4031363	66.000999	1.5391904	48.706619	41.44838	66.025383	10.374927	26.605978	7	6	0	0	3.2	8.431633	100	2.4000001	13.553665	17.942385	50.422924	7.6515903	63.693802	1.3227658	41.193169	41.114395	41.570961	9.6078081	80.009659	7.1999998	6.4000001	0	0	4	8.3333445	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
8	248	2008	31.686954	94.772896	0	13.553665	18.077991	40.530876	8.7146063	69.028603	1.1513772	49.602764	45.24567	42.52092	11.744848	7.7032561	7	6	0	0	3	9.117671	100	0	13.553665	18.008036	44.883347	8.4031363	66.000999	1.5391904	48.706619	41.44838	66.025383	10.374927	26.605978	7	6	0	0	3.2	8.431633	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7	252	2003	26.91967	80.214165	0	12.205122	17.102955	100.31138	5.3606033	12.7816	3.8575907	36.670429	43.233154	79.32222	7.2557001	4.6036139	-3.4000001	2.8	1	1	5.4000001	5.6524124	81.896133	0	12.205122	16.932432	100.09387	5.5969405	11.9144	2.7310371	33.50647	40.152245	76.787323	6.5017886	5.4915257	-4	2	1	1	4.5999999	5.6604705	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
8	252	2008	20.847252	79.900375	0	12.205122	17.248455	99.392555	5.1377091	14.394	3.2325437	50.262447	41.194221	30.642099	8.431922	8.0415277	-1	6	1	1	5	6.1596498	80.214165	0	12.205122	17.102955	100.31138	5.3606033	12.7816	3.8575907	36.670429	43.233154	79.32222	7.2557001	4.6036139	-3.4000001	2.8	1	1	5.4000001	5.6524124	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3	258	1983	22.822044	100	0	12.072656	14.907343	42.98801	17.165398	86.473999	.68965518	39.055168	40.933537	63.72768	6.0396028	45.92094	-3.8	2.8	1	0	4.4000001	7.7805805	100	0	12.072656	14.873203	43.39299	16.159201	84.591202	.71428573	36.972679	40.953609	22.29722	5.5540442	56.734058	-7.4000001	1	1	0	5.8000002	7.6467905	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7	262	2003	26.397299	100	0	13.690004	17.065466	51.215034	7.5885062	91.102203	2.402564	51.357758	44.966774	41.378738	10.626535	27.902281	6	7	1	0	3.2	8.3543253	100	0	13.690004	16.959139	56.825775	7.1867685	88.861397	1.7786561	48.790451	45.858925	41.399738	10.204988	45.696178	7.5999999	9	1	0	2.5999999	8.2620583	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	274	1978	29.384792	100	0	13.518976	15.504495	94.622513	5.4839277	37.862598	3.0171807	94.334625	58.231453	95.423759	7.5509024	13.958424	-9	1	1	1	5	6.4171247	100	0	13.518976	15.336125	92.706764	5.3259921	33.1008	3.553766	113.19124	65.570389	59.649281	7.4477568	2.5512199	-7.1999998	2	1	1	5	6.1791458	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3	274	1983	29.439447	100	0	13.518976	15.670831	93.363785	5.5136046	39.719002	3.2325437	77.517235	57.31638	127.39928	7.6122684	18.279024	-9	1	1	1	5	6.3385067	100	0	13.518976	15.504495	94.622513	5.4839277	37.862598	3.0171807	94.334625	58.231453	95.423759	7.5509024	13.958424	-9	1	1	1	5	6.4171247	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4	274	1988	23.986673	100	0	13.518976	15.818807	90.23439	5.4805298	39.506199	2.7820756	89.906906	56.40131	193.061	7.7558522	73.151558	-9	1	1	1	5.5999999	5.9917536	100	0	13.518976	15.670831	93.363785	5.5136046	39.719002	3.2325437	77.517235	57.31638	127.39928	7.6122684	18.279024	-9	1	1	1	5	6.3385067	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5	274	1993	33.653427	100	0	13.518976	15.955023	87.904068	5.5239682	38.0252	2.4419322	75.785942	53.783504	194.4446	7.9871845	101.06002	6	7	1	1	2.5999999	5.9802313	100	0	13.518976	15.818807	90.23439	5.4805298	39.506199	2.7820756	89.906906	56.40131	193.061	7.7558522	73.151558	-9	1	1	1	5.5999999	5.9917536	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6	274	1998	25.105658	100	0	13.518976	16.080942	87.212685	5.6310186	35.722801	2.5913699	63.489498	51.822353	223.8186	8.2081118	24.0959	1	7	1	1	5	5.8463435	100	0	13.518976	15.955023	87.904068	5.5239682	38.0252	2.4419322	75.785942	53.783504	194.4446	7.9871845	101.06002	6	7	1	1	2.5999999	5.9802313	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
7	274	2003	22.722666	98.099251	0	13.518976	16.194344	88.966812	5.8370657	35.888	2	56.688816	48.866398	164.43106	8.4510946	20.159201	5	7	1	1	4.1999998	6.0624247	100	0	13.518976	16.080942	87.212685	5.6310186	35.722801	2.5913699	63.489498	51.822353	223.8186	8.2081118	24.0959	1	7	1	1	5	5.8463435	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5	276	1993	31.036982	97.25721	0	12.865792	16.230808	87.049324	5.958437	30.634399	3.8181818	50.927422	54.982761	58.606758	5.8587999	-5.1110501	-6	2	1	1	5	6.7382441	81.517761	0	12.865792	16.089151	93.423965	5.9416862	27.558399	2.3704567	35.176029	54.42857	38.040878	5.5067787	4.5745726	-4.5999999	2.2	.60000002	1	5.4000001	6.9289484	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
