period	cc	year	CG_7_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp_pc	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp_pc	per01	per02	per03	per04	per05	per06	per07	per08	cc1	cc2	cc3	cc4	cc5	cc6	cc7	cc8	cc9	cc10	cc11	cc12	cc13	cc14	cc15	cc16	cc17	cc18	cc19	cc20	cc21
2	119	1978	33.736622	100	0	12.591709	17.837259	36.289635	20.333754	66.241203	.36363637	43.733734	44.808472	57.041901	9.0206919	17.228661	10	10	0	0	1.8	8.6257305	100	0	12.591709	17.811834	38.567966	18.425196	65.094597	.37037036	36.173248	50.16922	49.420238	8.893405	12.555982	10	10	0	0	1	8.017992	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3	119	1983	27.021959	94.306259	0	12.591709	17.855022	30.988268	19.920109	66.751602	.35714287	44.3759	40.667606	69.361702	9.2711992	14.272268	10	10	0	0	1	8.9219522	100	0	12.591709	17.837259	36.289635	20.333754	66.241203	.36363637	43.733734	44.808472	57.041901	9.0206919	17.228661	10	10	0	0	1.8	8.6257305	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4	119	1988	45.684254	84.085602	0	12.591709	17.858562	25.680552	20.648241	66.765999	0	37.444084	43.092712	90.720337	10.60067	7.0519099	10	10	0	0	1	9.6056147	94.306259	0	12.591709	17.855022	30.988268	19.920109	66.751602	.35714287	44.3759	40.667606	69.361702	9.2711992	14.272268	10	10	0	0	1	8.9219522	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5	119	1993	48.730179	98.270828	0	12.591709	17.858562	22.533274	23.339108	66.843597	0	40.21085	45.625938	112.62706	10.97679	4.8606219	10	10	0	.40000001	1	9.8999329	84.085602	0	12.591709	17.858562	25.680552	20.648241	66.765999	0	37.444084	43.092712	90.720337	10.60067	7.0519099	10	10	0	0	1	9.6056147	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6	119	1998	42.139866	85.919037	0	12.591709	17.858562	21.403664	25.994852	67.101997	0	47.489143	45.937073	115.353	11.507975	2.7522659	10	10	0	1	1	9.9556952	98.270828	0	12.591709	17.858562	22.533274	23.339108	66.843597	0	40.21085	45.625938	112.62706	10.97679	4.8606219	10	10	0	.40000001	1	9.8999329	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7	119	2003	38.808456	81.38414	0	12.59177	17.872416	21.229797	28.672873	67.441597	.3508772	50.42683	45.008194	105.7468	12.030114	2.68277	10	10	0	1	1	10.130092	85.919037	0	12.591709	17.858562	21.403664	25.994852	67.101997	0	47.489143	45.937073	115.353	11.507975	2.7522659	10	10	0	1	1	9.9556952	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8	119	2008	40.765419	82.845886	0	12.591811	17.906439	21.343733	30.437458	67.967201	.34482759	54.969227	44.215855	110.326	12.728108	1.8183622	10	10	0	1	1	10.46102	81.38414	0	12.59177	17.872416	21.229797	28.672873	67.441597	.3508772	50.42683	45.008194	105.7468	12.030114	2.68277	10	10	0	1	1	10.130092	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2	167	1978	46.64595	75.880028	0	10.427032	16.454567	36.744022	17.194124	64.120201	0	96.774307	39.665787	40.740002	9.6481276	5.7897878	10	10	0	0	1	9.2136135	91.827393	0	10.427032	16.395281	41.888458	16.621166	62.575001	1.5384616	92.672844	42.555042	41.82	8.8496847	9.304204	10	10	0	0	1	8.4672995	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3	167	1983	52.753258	75.849846	0	10.427032	16.454567	30.858097	17.413576	65.929398	0	113.09404	37.871059	58.720001	9.8574629	3.1151626	10	10	0	0	1	9.1978617	75.880028	0	10.427032	16.454567	36.744022	17.194124	64.120201	0	96.774307	39.665787	40.740002	9.6481276	5.7897878	10	10	0	0	1	9.2136135	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4	167	1988	51.577999	77.349098	0	10.427032	16.523561	27.132849	18.103155	67.898003	1.4285715	105.47824	38.984543	74.32	10.80644	.57829762	10	10	0	0	1	9.6807966	75.849846	0	10.427032	16.454567	30.858097	17.413576	65.929398	0	113.09404	37.871059	58.720001	9.8574629	3.1151626	10	10	0	0	1	9.1978617	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5	167	1993	49.841808	77.254364	0	10.427032	16.523561	26.594475	18.988779	71.160202	0	108.38414	41.539242	76.800003	11.346703	2.2675481	10	10	0	0	1	10.030482	77.349098	0	10.427032	16.523561	27.132849	18.103155	67.898003	1.4285715	105.47824	38.984543	74.32	10.80644	.57829762	10	10	0	0	1	9.6807966	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6	167	1998	41.511566	88.742836	0	10.427032	16.588099	27.212521	19.692844	75.203796	1.3333334	122.37512	40.523407	64.580002	12.008492	2.3499601	10	10	0	0	1	10.147489	77.254364	0	10.427032	16.523561	26.594475	18.988779	71.160202	0	108.38414	41.539242	76.800003	11.346703	2.2675481	10	10	0	0	1	10.030482	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7	167	2003	40.4828	88.181664	0	10.427032	16.588099	27.410679	20.420481	78.8228	0	125.28268	47.305305	51.484482	12.918883	2.8527882	10	10	0	0	1	10.37402	88.742836	0	10.427032	16.588099	27.212521	19.692844	75.203796	1.3333334	122.37512	40.523407	64.580002	12.008492	2.3499601	10	10	0	0	1	10.147489	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
8	167	2008	42.627632	89.190117	0	10.426677	16.624474	26.795153	21.851635	81.717003	1.25	140.15427	49.336761	55.065361	13.361228	1.3333036	10	10	0	0	1	10.76238	88.181664	0	10.427032	16.588099	27.410679	20.420481	78.8228	0	125.28268	47.305305	51.484482	12.918883	2.8527882	10	10	0	0	1	10.37402	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2	178	1978	32.863682	80.329613	0	12.625704	15.21662	36.463879	22.802082	69.601799	.5	77.886688	38.095409	35.634918	8.5269566	8.2117081	10	10	0	0	1	9.3536701	100	0	12.625704	15.191678	38.604828	21.374741	67.070602	.51282054	76.02523	41.364582	26.08638	7.1949162	8.14711	10	10	0	0	1	8.6117172	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3	178	1983	32.943638	69.113724	0	12.625704	15.231317	32.685963	24.066902	71.003998	.48780489	77.599174	38.963135	39.411766	8.7539463	8.3401899	10	10	0	0	1	9.6203508	80.329613	0	12.625704	15.21662	36.463879	22.802082	69.601799	.5	77.886688	38.095409	35.634918	8.5269566	8.2117081	10	10	0	0	1	9.3536701	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4	178	1988	36.995693	68.128593	0	12.625704	15.250595	29.759346	24.970455	71.697601	0	70.408737	39.766575	39.707119	9.1551619	4.1735663	10	10	0	0	1	10.043679	69.113724	0	12.625704	15.231317	32.685963	24.066902	71.003998	.48780489	77.599174	38.963135	39.411766	8.7539463	8.3401899	10	10	0	0	1	9.6203508	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
5	178	1993	40.886494	68.188736	0	12.625704	15.278724	29.684509	24.979691	73.040802	.94130677	70.072769	44.14732	49.933281	9.6504726	1.317966	10	10	0	0	1	10.2946	68.128593	0	12.625704	15.250595	29.759346	24.970455	71.697601	0	70.408737	39.766575	39.707119	9.1551619	4.1735663	10	10	0	0	1	10.043679	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
6	178	1998	35.012032	68.58358	0	12.625704	15.306105	30.687975	23.916515	75.154198	.45454547	73.597046	45.413689	33.269299	10.14631	5.6952229	10	10	0	0	1	10.488099	68.188736	0	12.625704	15.278724	29.684509	24.979691	73.040802	.94130677	70.072769	44.14732	49.933281	9.6504726	1.317966	10	10	0	0	1	10.2946	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7	178	2003	35.772827	79.39859	0	12.625704	15.332775	30.430285	22.782816	76.926399	.44444445	70.665916	46.48204	45.127041	10.903142	3.5377281	10	10	0	0	1	10.808039	68.58358	0	12.625704	15.306105	30.687975	23.916515	75.154198	.45454547	73.597046	45.413689	33.269299	10.14631	5.6952229	10	10	0	0	1	10.488099	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
8	178	2008	33.716671	79.614601	0	12.627245	15.379829	28.769156	21.947754	78.457199	1.2769812	72.3452	42.48708	56.852341	11.789412	4.7334561	10	10	0	0	1	11.320476	79.39859	0	12.625704	15.332775	30.430285	22.782816	76.926399	.44444445	70.665916	46.48204	45.127041	10.903142	3.5377281	10	10	0	0	1	10.808039	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2	191	1978	22.483541	100	0	11.424094	16.075026	42.390526	17.777952	41.982601	1.4971519	45.753887	50.71727	28.87266	6.6074395	21.072559	9	10	1	0	2	7.8373456	100	0	11.424094	16.005831	45.15966	16.475157	39.988998	.91704941	47.631863	54.283466	15.29696	5.3050842	11.476642	-5.4000001	1	1	0	5	7.3381934	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3	191	1983	30.203928	100	0	11.424094	16.112066	38.754883	18.616991	44.292801	.40610182	60.392723	49.788368	45.620361	7.1106353	21.862961	9.8000002	10	.40000001	0	1.4	7.9426608	100	0	11.424094	16.075026	42.390526	17.777952	41.982601	1.4971519	45.753887	50.71727	28.87266	6.6074395	21.072559	9	10	1	0	2	7.8373456	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4	191	1988	32.047272	95.556641	0	11.424094	16.110056	33.573185	19.913622	46.868198	0	62.521107	48.375271	54.288021	8.4476261	13.07436	10	10	0	0	1	8.6048441	100	0	11.424094	16.112066	38.754883	18.616991	44.292801	.40610182	60.392723	49.788368	45.620361	7.1106353	21.862961	9.8000002	10	.40000001	0	1.4	7.9426608	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
5	191	1993	38.382439	91.766808	0	11.424094	16.116085	28.270544	21.599804	49.831402	0	58.700436	53.800087	55.39888	9.7127247	7.922976	10	10	0	0	1	9.2080851	95.556641	0	11.424094	16.110056	33.573185	19.913622	46.868198	0	62.521107	48.375271	54.288021	8.4476261	13.07436	10	10	0	0	1	8.6048441	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
6	191	1998	38.356529	91.775223	0	11.424094	16.118095	24.774332	23.230469	53.083	0	64.742104	55.929451	52.22908	10.172276	3.3227799	10	10	0	0	1	9.372901	91.766808	0	11.424094	16.116085	28.270544	21.599804	49.831402	0	58.700436	53.800087	55.39888	9.7127247	7.922976	10	10	0	0	1	9.2080851	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
7	191	2003	40.294151	91.466431	0	11.424028	16.156219	23.39784	24.821817	56.3046	2	64.217461	58.669827	56.263081	10.875661	3.06317	10	10	0	0	1	9.6081734	91.775223	0	11.424094	16.118095	24.774332	23.230469	53.083	0	64.742104	55.929451	52.22908	10.172276	3.3227799	10	10	0	0	1	9.372901	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
8	191	2008	42.503349	90.922379	0	11.423766	16.213406	22.835609	26.189816	59.333599	0	70.102745	59.18964	75.938538	11.566392	1.748106	10	10	0	0	1	9.9780283	91.466431	0	11.424028	16.156219	23.39784	24.821817	56.3046	2	64.217461	58.669827	56.263081	10.875661	3.06317	10	10	0	0	1	9.6081734	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
7	220	2003	37.93512	92.887772	0	10.781079	15.501909	25.985134	16.091743	55.831001	0	153.13316	36.580135	39.215141	9.4961605	4.4862418	9	9	0	0	1	8.6919537	92.981194	0	10.781037	15.501909	31.533939	16.08005	56.354599	0	127.85218	33.075825	21.812599	7.942729	6.4410338	8.1999998	8.1999998	0	0	1.6	8.273881	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
8	220	2008	34.017776	88.578743	0	10.780958	15.509249	21.797804	16.306122	55.125599	0	164.70816	36.519199	33.01162	10.724463	1.2451302	10	10	0	0	1	9.5777092	92.887772	0	10.781079	15.501909	25.985134	16.091743	55.831001	0	153.13316	36.580135	39.215141	9.4961605	4.4862418	9	9	0	0	1	8.6919537	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2	227	1978	21.777937	93.336594	0	13.121423	17.420948	42.553699	17.331779	71.501404	.55555558	29.229918	39.85622	15.05266	9.0407658	18.158079	6.5999999	9	.40000001	1	2.5999999	8.3836193	100	0	13.121851	17.370695	44.376289	16.189651	68.157204	1.1596639	28.347075	40.542217	9.3667936	8.3194523	12.188088	-6.1999998	1	1	1	5	7.6459169	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3	227	1983	27.442844	84.182129	0	13.121255	17.453096	38.291008	18.199759	73.643402	.54054052	38.808056	34.322918	31.332541	9.3818693	11.455576	9.8000002	9.8000002	0	1	1.4	8.452301	93.336594	0	13.121423	17.420948	42.553699	17.331779	71.501404	.55555558	29.229918	39.85622	15.05266	9.0407658	18.158079	6.5999999	9	.40000001	1	2.5999999	8.3836193	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4	227	1988	30.627741	77.679565	0	13.121243	17.479073	32.36869	19.714756	74.895798	.52631581	36.238995	34.884785	41.865082	10.553315	7.3963141	10	10	0	1	1	9.1281528	84.182129	0	13.121255	17.453096	38.291008	18.199759	73.643402	.54054052	38.808056	34.322918	31.332541	9.3818693	11.455576	9.8000002	9.8000002	0	1	1.4	8.452301	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5	227	1993	35.477058	72.728798	0	13.121243	17.479073	26.467257	21.809082	75.653999	0	38.925385	43.306057	53.2747	11.403737	5.3992238	10	10	0	1	1	9.5622835	77.679565	0	13.121243	17.479073	32.36869	19.714756	74.895798	.52631581	36.238995	34.884785	41.865082	10.553315	7.3963141	10	10	0	1	1	9.1281528	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
6	227	1998	33.642345	82.24437	0	13.121066	17.504391	22.530853	23.989828	76.099602	.51282054	53.68708	41.911037	63.8591	11.696032	2.8818021	10	10	0	1	1	9.617856	72.728798	0	13.121243	17.479073	26.467257	21.809082	75.653999	0	38.925385	43.306057	53.2747	11.403737	5.3992238	10	10	0	1	1	9.5622835	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7	227	2003	27.198368	70.555687	0	13.120378	17.552954	21.139563	24.57781	76.525398	1.9291116	56.769028	37.203991	49.206699	12.611157	4.2188978	10	10	0	1	1	9.9107599	82.24437	0	13.121066	17.504391	22.530853	23.989828	76.099602	.51282054	53.68708	41.911037	63.8591	11.696032	2.8818021	10	10	0	1	1	9.617856	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
8	227	2008	28.142229	67.095589	0	13.120157	17.626471	21.538452	24.581209	77.050797	1.3337725	56.907059	38.162067	45.781898	13.263403	1.987766	10	10	0	1	1	10.356441	70.555687	0	13.120378	17.552954	21.139563	24.57781	76.525398	1.9291116	56.769028	37.203991	49.206699	12.611157	4.2188978	10	10	0	1	1	9.9107599	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2	233	1978	33.281578	77.152649	0	12.924742	15.926917	31.380873	24.731834	82.944199	.24390244	57.566391	44.689548	34.34996	7.8052197	10.331476	10	10	0	0	1	9.4143963	100	0	12.924742	15.912283	32.172951	22.466867	82.051598	.49691358	52.848095	42.662899	28.78616	7.447803	9.0175562	10	10	0	0	1.25	8.7995739	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3	233	1983	40.711273	64.419167	0	12.924742	15.934161	29.021538	26.197721	83.094803	.24096386	66.972969	48.300148	66.35936	8.1535702	8.1693001	10	10	0	0	1	9.4532137	77.152649	0	12.924742	15.926917	31.380873	24.731834	82.944199	.24390244	57.566391	44.689548	34.34996	7.8052197	10.331476	10	10	0	0	1	9.4143963	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4	233	1988	37.44936	64.10022	0	12.924742	15.953182	27.761925	27.334969	83.099998	.47338936	62.492573	46.267357	56.759819	9.1523962	7.0026741	10	10	0	0	1	10.007513	64.419167	0	12.924742	15.934161	29.021538	26.197721	83.094803	.24096386	66.972969	48.300148	66.35936	8.1535702	8.1693001	10	10	0	0	1	9.4532137	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
5	233	1993	43.878658	66.881645	0	12.924742	15.981092	28.970503	27.600374	83.534401	.4624432	62.250381	48.770798	74.023216	9.8510866	3.5637021	10	10	0	0	1	10.214271	64.10022	0	12.924742	15.953182	27.761925	27.334969	83.099998	.47338936	62.492573	46.267357	56.759819	9.1523962	7.0026741	10	10	0	0	1	10.007513	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
6	233	1998	39.531178	66.862625	0	12.924742	15.999302	29.210695	27.011278	83.945198	.22727273	78.591637	45.271545	77.363899	10.926587	1.0394185	10	10	0	0	1	10.279536	66.881645	0	12.924742	15.981092	28.970503	27.600374	83.534401	.4624432	62.250381	48.770798	74.023216	9.8510866	3.5637021	10	10	0	0	1	10.214271	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
7	233	2003	35.807568	64.680191	0	12.924742	16.006031	27.44421	26.438822	84.201797	.22471911	84.175667	44.579742	55.911926	11.868585	1.3736402	10	10	0	0	1	10.418845	66.862625	0	12.924742	15.999302	29.210695	27.011278	83.945198	.22727273	78.591637	45.271545	77.363899	10.926587	1.0394185	10	10	0	0	1	10.279536	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
8	233	2008	33.686291	63.398422	0	12.924742	16.038992	25.652205	27.135736	84.7612	.87444752	94.583458	45.277512	41.349941	12.58664	2.1489427	10	10	0	0	1	10.775922	64.680191	0	12.924742	16.006031	27.44421	26.438822	84.201797	.22471911	84.175667	44.579742	55.911926	11.868585	1.3736402	10	10	0	0	1	10.418845	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3	234	1983	18.335051	50.961025	0	10.596635	15.66861	27.545498	20.680323	61.959599	.6299603	71.494942	41.245705	38.869099	9.1484308	4.28128	10	10	0	1	1	9.6916456	54.150406	0	10.596635	15.65921	32.226791	20.265402	57.198002	0	66.752342	44.61982	45.72998	8.8629169	2.2591364	10	10	0	1	1	9.5177841	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
6	234	1998	26.673317	59.608845	0	10.596635	15.778402	26.132612	22.341076	73.4244	.56740445	76.02861	41.63443	60.899361	11.337128	.38527259	10	10	0	1	1	10.573245	51.084408	0	10.596635	15.743985	25.554708	21.536602	73.420403	.8824802	66.963379	39.705593	48.724899	10.887919	2.3555796	10	10	0	1	1	10.575119	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7	234	2003	19.320833	51.394676	0	10.596635	15.806068	24.785034	23.112709	73.403	.55175036	83.247353	43.456799	68.130836	12.005845	.75510782	10	10	0	1	1	10.702555	59.608845	0	10.596635	15.778402	26.132612	22.341076	73.4244	.56740445	76.02861	41.63443	60.899361	11.337128	.38527259	10	10	0	1	1	10.573245	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
8	234	2008	17.93314	53.294518	0	10.596635	15.840975	22.928699	23.917002	73.565598	1.0598351	94.352142	46.672421	57.223541	13.019462	1.4767336	10	10	0	1	1	11.067906	51.394676	0	10.596635	15.806068	24.785034	23.112709	73.403	.55175036	83.247353	43.456799	68.130836	12.005845	.75510782	10	10	0	1	1	10.702555	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	248	1978	12.556685	100	0	13.553665	17.552612	73.252213	7.5134263	42.902401	2.4419322	10.827079	50.482906	23.219879	7.2892656	51.393379	6.1999998	7.4000001	0	0	2.5999999	7.6695242	100	0	13.553665	17.452404	76.839951	7.2417049	40.245201	2.1938405	11.806482	59.296509	25.35914	6.7249784	20.0219	4.5999999	6.1999998	0	0	2.25	6.903945	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3	248	1983	12.725666	100	1.2	13.553665	17.665205	68.625671	6.7362008	48.980801	2.175971	23.383272	50.100521	36.993099	7.0930157	39.966679	2.2	5.8000002	.60000002	0	4	7.5191054	100	0	13.553665	17.552612	73.252213	7.5134263	42.902401	2.4419322	10.827079	50.482906	23.219879	7.2892656	51.393379	6.1999998	7.4000001	0	0	2.5999999	7.6695242	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4	248	1988	11.607251	100	3	13.553665	17.766384	63.202782	6.2630835	56.500999	1.962294	26.102312	45.170586	35.283958	7.9412804	54.457279	7.8000002	9	0	0	2.4000001	7.8461804	100	1.2	13.553665	17.665205	68.625671	6.7362008	48.980801	2.175971	23.383272	50.100521	36.993099	7.0930157	39.966679	2.2	5.8000002	.60000002	0	4	7.5191054	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
5	248	1993	16.686108	100	3	13.553665	17.858253	56.929127	6.7204351	60.955002	1.7868544	28.76144	44.079079	32.09642	9.0518036	76.699883	8.3999996	8.3999996	0	0	3.5999999	8.2187929	100	3	13.553665	17.766384	63.202782	6.2630835	56.500999	1.962294	26.102312	45.170586	35.283958	7.9412804	54.457279	7.8000002	9	0	0	2.4000001	7.8461804	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
6	248	1998	25.033674	100	2.4000001	13.553665	17.942385	50.422924	7.6515903	63.693802	1.3227658	41.193169	41.114395	41.570961	9.6078081	80.009659	7.1999998	6.4000001	0	0	4	8.3333445	100	3	13.553665	17.858253	56.929127	6.7204351	60.955002	1.7868544	28.76144	44.079079	32.09642	9.0518036	76.699883	8.3999996	8.3999996	0	0	3.5999999	8.2187929	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
7	248	2003	36.800232	100	0	13.553665	18.008036	44.883347	8.4031363	66.000999	1.5391904	48.706619	41.44838	66.025383	10.374927	26.605978	7	6	0	0	3.2	8.431633	100	2.4000001	13.553665	17.942385	50.422924	7.6515903	63.693802	1.3227658	41.193169	41.114395	41.570961	9.6078081	80.009659	7.1999998	6.4000001	0	0	4	8.3333445	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
8	248	2008	29.877783	94.772896	0	13.553665	18.077991	40.530876	8.7146063	69.028603	1.1513772	49.602764	45.24567	42.52092	11.744848	7.7032561	7	6	0	0	3	9.117671	100	0	13.553665	18.008036	44.883347	8.4031363	66.000999	1.5391904	48.706619	41.44838	66.025383	10.374927	26.605978	7	6	0	0	3.2	8.431633	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	256	1978	35.876926	76.443222	0	12.396403	17.840862	34.692451	23.055315	78.161797	0	55.46666	39.44408	49.17334	10.545628	14.89234	10	10	0	1	1	8.6970558	80.372955	0	12.396403	17.840862	37.991673	21.78277	77.456596	0	49.063042	38.828495	56.087502	9.8380356	13.334664	10	10	0	1	1	8.0824652	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3	256	1983	38.769569	77.140617	.2	12.396403	17.844402	30.476444	23.112309	78.426399	.35714287	52.992786	42.365887	48.84848	10.905161	6.9439158	10	10	0	1	1	9.0369921	76.443222	0	12.396403	17.840862	34.692451	23.055315	78.161797	0	55.46666	39.44408	49.17334	10.545628	14.89234	10	10	0	1	1	8.6970558	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4	256	1988	34.767181	75.991165	0	12.396403	17.858562	28.998875	23.599421	78.239998	0	50.593597	46.276215	45.648701	11.858323	6.1639681	10	10	0	1	1	9.5305729	77.140617	.2	12.396403	17.844402	30.476444	23.112309	78.426399	.35714287	52.992786	42.365887	48.84848	10.905161	6.9439158	10	10	0	1	1	9.0369921	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5	256	1993	40.947681	80.276947	0	12.396403	17.872475	29.754063	24.369497	78.267799	.3508772	51.238743	47.908585	45.261799	12.270146	3.015518	10	10	0	1	1	9.8261414	75.991165	0	12.396403	17.858562	28.998875	23.599421	78.239998	0	50.593597	46.276215	45.648701	11.858323	6.1639681	10	10	0	1	1	9.5305729	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
