period	cc	year	CG_709_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	tot_nbarsd	tototsd	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp_pc	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	ltot_nbar	ltotot	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp_pc	per01	per02	per03	per04	per05	per06	per07	per08	cc3	cc6	cc10	cc13	cc14	cc18	cc21	cc24	cc27	cc32	cc34	cc42	cc44	cc45	cc51	cc56	cc59	cc63	cc68	cc71	cc74	cc75	cc79	cc82	cc83	cc84	cc93	cc94	cc96	cc101	cc112	cc113	cc116	cc119	cc123	cc125	cc136	cc137	cc143	cc144	cc145	cc152	cc154	cc161	cc164	cc167	cc171	cc174	cc178	cc180	cc183	cc186	cc188	cc191	cc219	cc220	cc225	cc227	cc228	cc233	cc234	cc240	cc247	cc248	cc252	cc256	cc257	cc258	cc262	cc274	cc276
7	51	2003	3.6895237	95.100159	0	13.519167	16.588099	39.390438	11.711746	86.952202	1.3333334	67.291031	22.611603	1521.5581	51.64732	12.3316	10.891338	5.7903061	9	9	1	1	1.4	8.585515	91.503059	0	13.519167	16.523561	44.525269	10.900227	85.316399	1.4285715	55.735371	104.50476	350.55569	52.704826	22.986799	10.526471	4.3266821	8.1999998	9	1	1	2.2	8.5721731	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	51	2008	3.9105778	93.049133	0	13.519167	16.636599	34.01128	12.886475	88.414398	1.25	73.646446	18.086309	1331.9924	50.484085	5.9930639	11.610178	6.159615	10	10	1	1	1	9.2695761	95.100159	0	13.519167	16.588099	39.390438	11.711746	86.952202	1.3333334	67.291031	113.35931	1521.5581	51.64732	12.3316	10.891338	5.7903061	9	9	1	1	1.4	8.585515	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	56	1988	1.7874582	94.385124	0	13.910821	17.280855	63.260796	7.1657953	67.195198	1.9368279	25.17123	19.417721	488.76791	46.813065	35.350281	8.2876501	26.21356	8	9	1	0	2.4000001	7.4290061	71.080582	0	13.910821	17.168276	68.739525	7.0343781	64.192802	2.1446817	20.604313	103.80629	107.7969	56.087128	21.19388	7.5822334	23.00404	8	9	1	0	2	7.5182137	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	56	1993	1.9499602	100	0	13.910821	17.370531	59.1595	7.3447552	69.620003	2.32128	28.367094	6.2003155	175.88493	50.346912	29.309919	8.7740879	28.11508	8.6000004	8.6000004	1	0	2.5999999	7.6962466	94.385124	0	13.910821	17.280855	63.260796	7.1657953	67.195198	1.9368279	25.17123	96.950066	488.76791	46.813065	35.350281	8.2876501	26.21356	8	9	1	0	2.4000001	7.4290061	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	56	1998	2.8725281	85.886314	0	13.910821	17.463217	54.476925	7.4957538	71.451401	1.5796769	29.788164	6.2630978	186.56618	53.329502	30.80625	9.5612211	18.573099	7	7	1	0	3.8	7.9792914	100	0	13.910821	17.370531	59.1595	7.3447552	69.620003	2.32128	28.367094	83.521431	175.88493	50.346912	29.309919	8.7740879	28.11508	8.6000004	8.6000004	1	0	2.5999999	7.6962466	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	59	1988	3.5920446	99.39183	0	10.840756	14.886303	60.521271	8.4970627	48.634998	2.8113482	63.508427	13.704268	870.33655	44.907711	81.716759	5.5706577	16.94206	10	10	1	0	1	7.6609831	100	0	10.840756	14.746873	61.753735	8.5244112	44.5774	3.2721293	69.800781	77.422058	359.19656	50.799915	101.78234	4.9817696	44.653419	10	10	1	0	1	7.3589668	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	59	1993	4.3375068	100	0	10.840756	15.008513	58.685448	8.5810184	53.746601	2.4644573	75.673973	10.251921	775.80359	43.50668	40.486279	6.2630343	18.998779	10	10	1	0	1	7.9528718	99.39183	0	10.840756	14.886303	60.521271	8.4970627	48.634998	2.8113482	63.508427	91.465363	870.33655	44.907711	81.716759	5.5706577	16.94206	10	10	1	0	1	7.6609831	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	59	1998	4.0509524	100	0	10.840756	15.128746	52.817757	8.6755419	57.7384	2.1938405	91.406059	4.3819356	400.53546	44.29974	39.831749	7.396358	12.953686	10	10	1	0	1	8.2291889	100	0	10.840756	15.008513	58.685448	8.5810184	53.746601	2.4644573	75.673973	90.839844	775.80359	43.50668	40.486279	6.2630343	18.998779	10	10	1	0	1	7.9528718	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	59	2003	5.3459086	97.822128	0	10.840756	15.240724	45.150921	8.8090878	60.638802	1.9768158	93.888687	4.0661869	381.76895	46.387657	42.144402	8.3378019	9.7079077	10	10	1	0	1	8.363307	100	0	10.840756	15.128746	52.817757	8.6755419	57.7384	2.1938405	91.406059	104.15934	400.53546	44.29974	39.831749	7.396358	12.953686	10	10	1	0	1	8.2291889	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	59	2008	6.2316718	98.601486	0	10.840756	15.328186	38.472424	9.2519379	63.194	1.7988888	93.925499	2.0534649	192.87271	46.700966	35.909641	9.2349806	9.8244019	10	10	1	0	1	8.7493677	97.822128	0	10.840756	15.240724	45.150921	8.8090878	60.638802	1.9768158	93.888687	94.178307	381.76895	46.387657	42.144402	8.3378019	9.7079077	10	10	1	0	1	8.363307	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	63	2008	7.1972384	100.41167	0	9.1312971	13.581741	26.483751	15.928982	69.964203	2	96.578011	3.7221088	359.47388	47.475742	58.159538	9.8163185	2.8196235	10	10	1	0	1	10.242956	101.75887	0	9.1312971	13.493981	30.553185	15.286609	69.125603	1.1784482	101.99002	102.54427	84.501205	45.660801	66.713478	8.9804401	3.0534959	10	10	1	0	1	9.7815609	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	68	2008	3.7390859	69.400368	0	10.655611	15.520192	27.878649	24.029398	86.419403	.37037036	99.24511	.8291871	82.292763	51.654423	40.538639	11.678454	2.7149673	10	10	0	0	1	10.939422	62.662079	0	10.655611	15.501909	28.267084	22.460171	85.553596	.3773585	87.895477	99.866562	130.56679	45.98859	54.448021	11.341936	2.3298039	10	10	0	0	1	10.553508	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	71	1993	1.2206247	97.710739	0	10.785601	15.845893	64.46386	7.4821639	56.647999	2.1317198	79.277397	5.9082537	468.39096	48.003468	40.35994	6.8434792	26.593723	5.5999999	7	1	1	3	7.4001141	99.679161	0	10.785601	15.749449	68.270752	6.4975958	54.6828	2.0695319	103.28991	137.23198	2520.9553	46.383621	56.448879	6.1331239	28.282854	6	7	1	1	1.2	6.9416504	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	71	1998	2.0269332	99.471504	0	10.785601	15.936327	60.169197	8.5190039	60.085999	1.6934745	78.391418	2.1602643	169.34618	47.382786	23.935061	7.619463	5.6975479	8	9	1	1	2.4000001	7.7953639	97.710739	0	10.785601	15.845893	64.46386	7.4821639	56.647999	2.1317198	79.277397	95.769104	468.39096	48.003468	40.35994	6.8434792	26.593723	5.5999999	7	1	1	3	7.4001141	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	71	2003	2.1181004	100	0	10.785601	16.012487	55.55698	9.3839474	64.107002	1.3437675	76.689743	2.5450094	195.17612	49.234882	30.956301	8.4509993	18.419861	8	9	1	1	2.2	7.9100471	99.471504	0	10.785601	15.936327	60.169197	8.5190039	60.085999	1.6934745	78.391418	99.880447	169.34618	47.382786	23.935061	7.619463	5.6975479	8	9	1	1	2.4000001	7.7953639	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	74	1988	3.5267975	100	0	13.81095	17.811295	75.359261	6.6551013	43.661999	2.2959807	48.190136	28.688311	1382.4935	34.092392	99.278976	9.1010294	18.91028	-6	2	0	1	5	7.2813516	100	0	13.81095	17.690237	77.403397	6.4572334	43.905998	2.1295888	62.810207	199.80551	783.2074	36.095558	125.785	8.2983389	7.7692399	-6	2	0	1	4.5999999	6.7259469	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	74	1993	4.0568657	100	0	13.81095	17.909576	70.662941	7.0015421	43.079601	1.7251641	56.072025	3.7695267	211.36499	35.451836	118.54712	9.4406986	12.497936	-6	2	0	1	5.5999999	6.7410159	100	0	13.81095	17.811295	75.359261	6.6551013	43.661999	2.2959807	48.190136	114.50628	1382.4935	34.092392	99.278976	9.1010294	18.91028	-6	2	0	1	5	7.2813516	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	74	1998	4.5516143	100	0	13.81095	17.992624	63.561665	7.3127322	42.803799	1.5881021	41.703716	6.1964903	258.41669	39.957375	72.459282	9.7264442	5.3360634	-6	2	0	1	6	7.1792297	100	0	13.81095	17.909576	70.662941	7.0015421	43.079601	1.7251641	56.072025	121.94717	211.36499	35.451836	118.54712	9.4406986	12.497936	-6	2	0	1	5.5999999	6.7410159	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	74	2003	4.7861347	100	0	13.81095	18.083471	55.863888	7.5147772	42.935001	1.7570556	50.526585	12.350587	624.03296	34.817364	103.69205	9.982729	5.9426479	-5.4000001	2.8	0	1	6	7.0767527	100	0	13.81095	17.992624	63.561665	7.3127322	42.803799	1.5881021	41.703716	102.62975	258.41669	39.957375	72.459282	9.7264442	5.3360634	-6	2	0	1	6	7.1792297	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	74	2008	3.8414595	100	0	13.81095	18.177055	50.862984	7.739068	43.235802	1.6150942	61.711807	6.1649179	380.44824	32.645111	82.00692	10.908479	10.687876	-3	6	1	1	6	7.6018853	100	0	13.81095	18.083471	55.863888	7.5147772	42.935001	1.7570556	50.526585	103.18159	624.03296	34.817364	103.69205	9.982729	5.9426479	-5.4000001	2.8	0	1	6	7.0767527	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	75	1988	2.6743424	100	6	9.9388552	15.464022	80.41568	8.5020981	48.194199	1.1767722	44.723431	18.850716	843.06866	47.474121	80.277496	6.0164943	2.6866739	6	7	1	1	3	6.5333533	100	6	9.9388552	15.396328	86.611649	8.0022097	45.604801	1.2503618	53.681568	65.544418	318.77667	47.363087	72.571983	5.764184	4.1488361	3.5999999	7	1	1	3.4000001	5.6552277	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	75	1993	1.7972679	100	2.4000001	9.9388552	15.53448	73.396477	8.8996153	52.073399	1.4685081	52.858089	19.136103	1011.4978	48.753124	43.482861	6.2703104	7.9807739	7	9	1	1	3	7.1355062	100	6	9.9388552	15.464022	80.41568	8.5020981	48.194199	1.1767722	44.723431	94.5326	843.06866	47.474121	80.277496	6.0164943	2.6866739	6	7	1	1	3	6.5333533	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	75	1998	2.2808385	100	0	9.9388552	15.583625	69.474335	9.6326885	56.933998	1.0346879	62.475651	6.0598826	378.59512	49.624557	29.23402	7.1968846	3.5482097	7	9	1	.40000001	2.2	7.6030865	100	2.4000001	9.9388552	15.53448	73.396477	8.8996153	52.073399	1.4685081	52.858089	90.908516	1011.4978	48.753124	43.482861	6.2703104	7.9807739	7	9	1	1	3	7.1355062	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	75	2003	3.0584342	97.372742	0	9.9388552	15.610576	64.309494	10.573374	60.5536	.33333334	69.201538	6.217278	430.24521	48.020187	38.491241	8.0679684	2.996026	7	9	1	0	2	7.8338242	100	0	9.9388552	15.583625	69.474335	9.6326885	56.933998	1.0346879	62.475651	108.81911	378.59512	49.624557	29.23402	7.1968846	3.5482097	7	9	1	.40000001	2.2	7.6030865	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	75	2008	3.2195435	96.536751	0	9.9388552	15.630303	55.967453	11.248648	63.2272	.32786885	70.719826	4.3719597	309.18423	45.234196	44.495159	8.7690964	3.1715071	7.4000001	9	1	0	2	8.1101599	97.372742	0	9.9388552	15.610576	64.309494	10.573374	60.5536	.33333334	69.201538	92.916809	430.24521	48.020187	38.491241	8.0679684	2.996026	7	9	1	0	2	7.8338242	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	79	1988	2.0247927	100	6	13.910821	17.625484	85.668159	5.4682856	12.1538	3.2082376	17.917456	1.5888219e-14	2.8467644e-13	36.986095	86.878319	4.8516927	.113802	-8	1	1	1	6.5999999	5.4367819	100	6	13.910821	17.4676	84.611038	5.4342518	11.0358	3.2194815	22.695789	120.8333	3.6059567e-13	33.874454	55.440479	4.8274083	9.0069675	-7.4000001	1	1	1	7	5.2214484	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	79	1993	2.0201919	100	1.2	13.853635	17.796038	88.446747	5.5722437	13.3446	3.4999385	19.837376	17.15016	340.21417	40.097729	126.52422	5.0425296	12.726044	.75	6	1	1	5.5999999	5.1121421	100	6	13.910821	17.625484	85.668159	5.4682856	12.1538	3.2082376	17.917456	120.8333	2.8467644e-13	36.986095	86.878319	4.8516927	.113802	-8	1	1	1	6.5999999	5.4367819	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	79	1998	2.6107657	100	3.4000001	13.815511	17.945021	90.123344	5.7144761	14.3742	2.9777505	32.917534	18.328829	603.33984	39.869873	99.970459	6.3561478	2.3965297	1	6	0	1	4.4000001	4.8626719	100	1.2	13.853635	17.796038	88.446747	5.5722437	13.3446	3.4999385	19.837376	122.87272	340.21417	40.097729	126.52422	5.0425296	12.726044	.75	6	1	1	5.5999999	5.1121421	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	79	2003	1.5861167	82.890648	0	13.815511	18.074711	87.322968	5.8483191	15.3156	2.8618205	42.530937	6.5668736	279.29529	31.16567	103.05966	7.6105843	3.435586	1	6	0	1	5	4.8675466	100	3.4000001	13.815511	17.945021	90.123344	5.7144761	14.3742	2.9777505	32.917534	123.34758	603.33984	39.869873	99.970459	6.3561478	2.3965297	1	6	0	1	4.4000001	4.8626719	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	82	1988	5.5154104	99.154709	0	9.8130159	13.491353	66.408707	4.9166808	40.375801	.46472034	102.59335	10.997499	1128.2703	53.596931	33.798698	5.7629499	5.4478521	1	4.8000002	.60000002	1	5	7.4502468	100	0	9.8130159	13.434285	67.276657	4.5899096	38.221401	2.2982285	90.87133	106.93014	621.66571	52.12468	28.37538	5.8268099	6.228828	9	9	0	1	2	7.4591637	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	83	2008	3.418211	71.960793	0	12.624717	15.486956	25.308689	24.978861	83.296799	.76197386	83.003403	1.496575	124.22082	47.767551	40.214981	11.328174	1.7197398	10	10	0	0	1	10.715929	72.063133	0	12.626722	15.46417	26.495062	23.210928	82.616203	0	73.735497	96.732452	250.06976	47.689888	42.937901	10.643261	.9084602	10	10	0	0	1	10.327182	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	84	2008	4.1897311	85.734062	0	13.21341	17.974344	28.236656	25.473652	83.759399	.6299603	53.64563	1.4821858	79.512794	51.289398	71.545517	13.870057	1.7894052	9	10	0	1	1	10.598432	86.856987	0	13.213425	17.942593	28.488239	25.056013	79.691002	.65044951	53.046005	98.819221	90.810646	49.222717	62.175179	13.323471	1.963202	9	10	0	1	1	10.234266	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	93	2008	.15988173	66.240379	0	12.761795	18.227077	20.681292	30.078335	73.630997	0	86.208755	2.0289814	174.91597	54.40213	71.075478	13.746892	.98604178	10	10	0	1	1	10.592058	66.560318	0	12.762311	18.227077	22.00152	26.687117	73.239799	.0029385835	70.287064	100.47065	124.20052	51.062397	63.384621	13.279296	1.0685964	10	10	0	1	1	10.249834	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	94	1993	2.5233178	100	0	12.335081	16.599442	80.566505	5.8409142	38.659801	2.5833333	30.696239	6.883544	211.29892	36.102367	59.719082	6.6460862	27.224581	-1.6	6	1	1	5	6.445785	100	0	12.335081	16.453545	84.397476	5.7228251	35.022999	2.9670329	26.206242	119.78428	417.79999	38.035137	40.28175	6.2943206	34.7542	-7	1	1	1	6.4000001	6.4322171	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	96	2008	3.7702472	97.710968	0	11.766792	16.213406	21.530704	27.566879	60.8578	0	56.273357	1.9909738	112.03878	39.7197	118.4194	10.634113	2.7801139	10	10	0	1	1	10.204239	97.945786	0	11.766792	16.213406	21.635225	26.354679	60.084	0	57.428856	95.958115	115.16525	45.956997	100.3144	9.9505768	3.2398	10	10	0	1	1	9.7044239	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	101	1988	2.809361	98.078606	5	11.582078	15.955023	88.7033	6.5372701	40.331001	2.4124424	55.485748	29.709316	1648.4436	56.882786	49.630138	6.5144811	22.511326	3	7	1	1	3	6.7129998	97.931465	5	11.582078	15.842965	88.601685	6.1609035	38.451599	2.4500682	49.353813	114.68249	840.67285	49.72628	36.651981	6.5469909	8.5980883	-5.1999998	1.75	1	1	5.4000001	7.0044456	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	101	1993	2.9769063	94.64959	5	11.582078	16.072514	87.5756	7.0063829	42.312801	2.3588483	62.826996	10.609163	666.54187	56.53577	39.571018	6.9615502	15.346202	3	7	.60000002	1	3.8	6.9887333	98.078606	5	11.582078	15.955023	88.7033	6.5372701	40.331001	2.4124424	55.485748	119.34345	1648.4436	56.882786	49.630138	6.5144811	22.511326	3	7	1	1	3	6.7129998	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
