period	cc	year	CG_701_GDP	centralization_hi	centralization_umi	centralization_lmi	centralization_li	warfare_hi	warfare_umi	warfare_lmi	warfare_li	area_hi	area_umi	area_lmi	area_li	population_hi	population_umi	population_lmi	population_li	depend15_hi	depend15_umi	depend15_lmi	depend15_li	depend64_hi	depend64_umi	depend64_lmi	depend64_li	urban_hi	urban_umi	urban_lmi	urban_li	pop_growth_hi	pop_growth_umi	pop_growth_lmi	pop_growth_li	trade_hi	trade_umi	trade_lmi	trade_li	gini_gross_hi	gini_gross_umi	gini_gross_lmi	gini_gross_li	debt_hi	debt_umi	debt_lmi	debt_li	fdi_liab_hi	fdi_liab_umi	fdi_liab_lmi	fdi_liab_li	inflation_hi	inflation_umi	inflation_lmi	inflation_li	democracy_hi	democracy_umi	democracy_lmi	democracy_li	pol_comp_hi	pol_comp_umi	pol_comp_lmi	pol_comp_li	presidential_hi	presidential_umi	presidential_lmi	presidential_li	plurality_hi	plurality_umi	plurality_lmi	plurality_li	pol_rights_hi	pol_rights_umi	pol_rights_lmi	pol_rights_li	gdp_pc_hi	gdp_pc_umi	gdp_pc_lmi	gdp_pc_li	lcentralization_hi	lcentralization_umi	lcentralization_lmi	lcentralization_li	lwarfare_hi	lwarfare_umi	lwarfare_lmi	lwarfare_li	larea_hi	larea_umi	larea_lmi	larea_li	lpopulation_hi	lpopulation_umi	lpopulation_lmi	lpopulation_li	ldepend15_hi	ldepend15_umi	ldepend15_lmi	ldepend15_li	ldepend64_hi	ldepend64_umi	ldepend64_lmi	ldepend64_li	lurban_hi	lurban_umi	lurban_lmi	lurban_li	lpop_growth_hi	lpop_growth_umi	lpop_growth_lmi	lpop_growth_li	ltrade_hi	ltrade_umi	ltrade_lmi	ltrade_li	lgini_gross_hi	lgini_gross_umi	lgini_gross_lmi	lgini_gross_li	ldebt_hi	ldebt_umi	ldebt_lmi	ldebt_li	lfdi_liab_hi	lfdi_liab_umi	lfdi_liab_lmi	lfdi_liab_li	linflation_hi	linflation_umi	linflation_lmi	linflation_li	ldemocracy_hi	ldemocracy_umi	ldemocracy_lmi	ldemocracy_li	lpol_comp_hi	lpol_comp_umi	lpol_comp_lmi	lpol_comp_li	lpresidential_hi	lpresidential_umi	lpresidential_lmi	lpresidential_li	lplurality_hi	lplurality_umi	lplurality_lmi	lplurality_li	lpol_rights_hi	lpol_rights_umi	lpol_rights_lmi	lpol_rights_li	lgdp_pc_hi	lgdp_pc_umi	lgdp_pc_lmi	lgdp_pc_li	per01	per02	per03	per04	per05	per06	per07	per08	cc6	cc10	cc13	cc14	cc18	cc21	cc24	cc27	cc32	cc34	cc42	cc44	cc45	cc51	cc56	cc59	cc63	cc68	cc71	cc74	cc75	cc79	cc82	cc83	cc84	cc93	cc94	cc96	cc101	cc112	cc113	cc114	cc116	cc118	cc119	cc121	cc122	cc123	cc125	cc136	cc137	cc143	cc144	cc145	cc152	cc154	cc158	cc161	cc164	cc166	cc167	cc171	cc174	cc178	cc180	cc183	cc185	cc186	cc188	cc191	cc217	cc219	cc220	cc225	cc227	cc228	cc233	cc234	cc240	cc246	cc247	cc248	cc252	cc256	cc257	cc258	cc262	cc274	cc276
2	145	1978	7.1919065	0	100	0	0	0	0	0	0	0	12.702444	0	0	0	16.410103	0	0	0	71.646484	0	0	0	6.3412428	0	0	0	40.287201	0	0	0	3.2051282	0	0	0	91.485611	0	0	0	62.519802	0	0	0	43.648361	0	0	0	8.2870674	0	0	0	8.7372017	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	7.2102575	0	0	0	100	0	0	0	0	0	0	0	12.702444	0	0	0	16.265614	0	0	0	81.789604	0	0	0	6.4688215	0	0	0	35.972801	0	0	0	1.8181819	0	0	0	77.234703	0	0	0	52.376766	0	0	0	41.15712	0	0	0	7.53266	0	0	0	5.4751477	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	2.5	0	0	0	6.4390483	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	145	1983	9.0007963	0	96.137764	0	0	0	0	0	0	0	12.702444	0	0	0	16.522671	0	0	0	66.54705	0	0	0	6.2339339	0	0	0	44.353401	0	0	0	2.7619047	0	0	0	100.0918	0	0	0	59.322937	0	0	0	71.365936	0	0	0	8.7479057	0	0	0	2.56304	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	7.6568656	0	0	0	100	0	0	0	0	0	0	0	12.702444	0	0	0	16.410103	0	0	0	71.646484	0	0	0	6.3412428	0	0	0	40.287201	0	0	0	3.2051282	0	0	0	91.485611	0	0	0	62.519802	0	0	0	43.648361	0	0	0	8.2870674	0	0	0	8.7372017	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	7.2102575	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	145	1988	10.257826	0	84.142181	0	0	0	0	0	0	0	12.702444	0	0	0	16.659462	0	0	0	64.045654	0	0	0	6.1357126	0	0	0	48.233601	0	0	0	2.4264705	0	0	0	116.23418	0	0	0	47.021152	0	0	0	97.671898	0	0	0	8.9291201	0	0	0	1.756318	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	7.694006	0	0	0	96.137764	0	0	0	0	0	0	0	12.702444	0	0	0	16.522671	0	0	0	66.54705	0	0	0	6.2339339	0	0	0	44.353401	0	0	0	2.7619047	0	0	0	100.0918	0	0	0	59.322937	0	0	0	71.365936	0	0	0	8.7479057	0	0	0	2.56304	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	7.6568656	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	145	1993	8.8547583	0	82.55732	0	0	0	0	0	0	0	12.702444	0	0	0	16.800484	0	0	0	60.537128	0	0	0	6.0947676	0	0	0	53.330399	0	0	0	3.1637428	0	0	0	155.47279	0	0	0	46.101658	0	0	0	55.674721	0	0	0	9.8705845	0	0	0	3.51141	0	0	0	3.8	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	4.4000001	0	0	0	8.1997633	0	0	0	84.142181	0	0	0	0	0	0	0	12.702444	0	0	0	16.659462	0	0	0	64.045654	0	0	0	6.1357126	0	0	0	48.233601	0	0	0	2.4264705	0	0	0	116.23418	0	0	0	47.021152	0	0	0	97.671898	0	0	0	8.9291201	0	0	0	1.756318	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	7.694006	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	145	2003	8.1554146	0	94.579735	0	0	0	0	0	0	0	12.702444	0	0	0	17.04191	0	0	0	51.582932	0	0	0	6.4762492	0	0	0	65.3358	0	0	0	2.5028985	0	0	0	195.95184	0	0	0	40.298409	0	0	0	43.925739	0	0	0	10.592957	0	0	0	3.9436159	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	4.5999999	0	0	0	8.4470263	0	0	0	88.055107	0	0	0	0	0	0	0	12.702444	0	0	0	16.91503	0	0	0	55.228634	0	0	0	6.0514002	0	0	0	59.461399	0	0	0	1.8614719	0	0	0	189.43867	0	0	0	45.564854	0	0	0	35.04142	0	0	0	10.318417	0	0	0	4.9123716	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	4.5999999	0	0	0	8.3547678	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	152	1983	10.255534	0	100	0	0	0	0	0	0	0	7.6157908	0	0	0	13.807221	0	0	0	52.097206	0	0	0	6.2146258	0	0	0	42.3354	0	0	0	.69592375	0	0	0	98.319626	0	0	0	48.976788	0	0	0	63.57848	0	0	0	3.1330955	0	0	0	8.7658062	0	0	0	9.8000002	0	0	0	9.8000002	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	7.0182061	0	0	0	101.665	0	0	0	0	0	0	0	7.6157908	0	0	0	13.749168	0	0	0	62.640289	0	0	0	5.5054007	0	0	0	42.7878	0	0	0	1.606733	0	0	0	103.1947	0	0	0	50.442619	0	0	0	37.390999	0	0	0	2.9436486	0	0	0	15.959328	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	2.4000001	0	0	0	6.9557581	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	152	1988	6.5368314	0	99.156296	0	0	0	0	0	0	0	7.6157908	0	0	0	13.834573	0	0	0	46.39222	0	0	0	6.6397991	0	0	0	43.27	0	0	0	2	0	0	0	130.96831	0	0	0	45.814316	0	0	0	53.8195	0	0	0	4.4455504	0	0	0	10.598532	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	7.5732145	0	0	0	100	0	0	0	0	0	0	0	7.6157908	0	0	0	13.807221	0	0	0	52.097206	0	0	0	6.2146258	0	0	0	42.3354	0	0	0	.69592375	0	0	0	98.319626	0	0	0	48.976788	0	0	0	63.57848	0	0	0	3.1330955	0	0	0	8.7658062	0	0	0	9.8000002	0	0	0	9.8000002	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	7.0182061	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	152	1993	5.9468808	0	95.408318	0	0	0	0	0	0	0	7.6157908	0	0	0	13.910821	0	0	0	42.776096	0	0	0	7.1508589	0	0	0	43.530399	0	0	0	0	0	0	0	122.9836	0	0	0	45.358845	0	0	0	48.50106	0	0	0	5.3314548	0	0	0	7.0197058	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	1.2	0	0	0	8.028636	0	0	0	99.156296	0	0	0	0	0	0	0	7.6157908	0	0	0	13.834573	0	0	0	46.39222	0	0	0	6.6397991	0	0	0	43.27	0	0	0	2	0	0	0	130.96831	0	0	0	45.814316	0	0	0	53.8195	0	0	0	4.4455504	0	0	0	10.598532	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	7.5732145	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	152	1998	5.499814	0	96.222809	0	0	0	0	0	0	0	7.6157908	0	0	0	13.997832	0	0	0	40.266445	0	0	0	8.0212269	0	0	0	42.9156	0	0	0	1.8181819	0	0	0	127.78518	0	0	0	51.347389	0	0	0	47.797024	0	0	0	5.8802009	0	0	0	5.2913518	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	8.2262764	0	0	0	95.408318	0	0	0	0	0	0	0	7.6157908	0	0	0	13.910821	0	0	0	42.776096	0	0	0	7.1508589	0	0	0	43.530399	0	0	0	0	0	0	0	122.9836	0	0	0	45.358845	0	0	0	48.50106	0	0	0	5.3314548	0	0	0	7.0197058	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	1.2	0	0	0	8.028636	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	152	2003	5.5385017	0	98.769501	0	0	0	0	0	0	0	7.6157908	0	0	0	14.013841	0	0	0	37.511829	0	0	0	8.6639509	0	0	0	42.375999	0	0	0	0	0	0	0	118.28712	0	0	0	47.536617	0	0	0	52.035561	0	0	0	6.5017147	0	0	0	5.803596	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	8.422534	0	0	0	96.222809	0	0	0	0	0	0	0	7.6157908	0	0	0	13.997832	0	0	0	40.266445	0	0	0	8.0212269	0	0	0	42.9156	0	0	0	1.8181819	0	0	0	127.78518	0	0	0	51.347389	0	0	0	47.797024	0	0	0	5.8802009	0	0	0	5.2913518	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	8.2262764	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	152	2008	5.7163377	0	98.816467	0	0	0	0	0	0	0	7.6157908	0	0	0	14.077875	0	0	0	32.751663	0	0	0	9.2396231	0	0	0	41.9394	0	0	0	1.6666666	0	0	0	119.81816	0	0	0	39.179001	0	0	0	48.178341	0	0	0	9.1432562	0	0	0	5.3987284	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	8.7936859	0	0	0	98.769501	0	0	0	0	0	0	0	7.6157908	0	0	0	14.013841	0	0	0	37.511829	0	0	0	8.6639509	0	0	0	42.375999	0	0	0	0	0	0	0	118.28712	0	0	0	47.536617	0	0	0	52.035561	0	0	0	6.5017147	0	0	0	5.803596	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	8.422534	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	154	1978	2.8757186	0	82.349121	0	0	0	0	0	0	0	14.457364	0	0	0	17.995352	0	0	0	88.396904	0	0	0	7.4696326	0	0	0	64.906998	0	0	0	2.4597559	0	0	0	21.909664	0	0	0	51.708771	0	0	0	35.79594	0	0	0	8.5068579	0	0	0	23.773621	0	0	0	-3.5999999	0	0	0	5.1999998	0	0	0	1	0	0	0	.60000002	0	0	0	3.5999999	0	0	0	7.6587324	0	0	0	76.531548	0	0	0	0	0	0	0	14.457364	0	0	0	17.850603	0	0	0	93.109665	0	0	0	7.5223804	0	0	0	61.263802	0	0	0	3.1889608	0	0	0	17.302086	0	0	0	53.94183	0	0	0	20.192381	0	0	0	7.9398069	0	0	0	12.988662	0	0	0	-6	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	4.25	0	0	0	7.118475	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	154	1983	7.7480836	0	87.168167	0	0	0	0	0	0	0	14.457364	0	0	0	18.108278	0	0	0	80.904564	0	0	0	7.3574963	0	0	0	67.905602	0	0	0	2.190134	0	0	0	28.408022	0	0	0	48.050426	0	0	0	52.712524	0	0	0	9.1848383	0	0	0	58.64732	0	0	0	-3	0	0	0	6	0	0	0	1	0	0	0	1	0	0	0	3.2	0	0	0	7.9840746	0	0	0	82.349121	0	0	0	0	0	0	0	14.457364	0	0	0	17.995352	0	0	0	88.396904	0	0	0	7.4696326	0	0	0	64.906998	0	0	0	2.4597559	0	0	0	21.909664	0	0	0	51.708771	0	0	0	35.79594	0	0	0	8.5068579	0	0	0	23.773621	0	0	0	-3.5999999	0	0	0	5.1999998	0	0	0	1	0	0	0	.60000002	0	0	0	3.5999999	0	0	0	7.6587324	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	154	1988	12.746072	0	88.888794	0	0	0	0	0	0	0	14.457364	0	0	0	18.209562	0	0	0	71.157684	0	0	0	7.4387221	0	0	0	70.431396	0	0	0	1.9737209	0	0	0	34.829628	0	0	0	48.372726	0	0	0	68.463676	0	0	0	9.7611046	0	0	0	76.128639	0	0	0	-1.2	0	0	0	6.5999999	0	0	0	1	0	0	0	1	0	0	0	3.8	0	0	0	7.8301554	0	0	0	87.168167	0	0	0	0	0	0	0	14.457364	0	0	0	18.108278	0	0	0	80.904564	0	0	0	7.3574963	0	0	0	67.905602	0	0	0	2.190134	0	0	0	28.408022	0	0	0	48.050426	0	0	0	52.712524	0	0	0	9.1848383	0	0	0	58.64732	0	0	0	-3	0	0	0	6	0	0	0	1	0	0	0	1	0	0	0	3.2	0	0	0	7.9840746	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	154	1993	4.1921215	0	73.22422	0	0	0	0	0	0	0	14.457364	0	0	0	18.306105	0	0	0	62.87664	0	0	0	7.8408737	0	0	0	72.588402	0	0	0	2.0116549	0	0	0	36.844753	0	0	0	50.940063	0	0	0	39.5033	0	0	0	10.516129	0	0	0	22.311213	0	0	0	1.6	0	0	0	7	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	8.37922	0	0	0	88.888794	0	0	0	0	0	0	0	14.457364	0	0	0	18.209562	0	0	0	71.157684	0	0	0	7.4387221	0	0	0	70.431396	0	0	0	1.9737209	0	0	0	34.829628	0	0	0	48.372726	0	0	0	68.463676	0	0	0	9.7611046	0	0	0	76.128639	0	0	0	-1.2	0	0	0	6.5999999	0	0	0	1	0	0	0	1	0	0	0	3.8	0	0	0	7.8301554	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	154	1998	4.7150393	0	68.271866	0	0	0	0	0	0	0	14.457364	0	0	0	18.389946	0	0	0	56.318523	0	0	0	8.3840084	0	0	0	74.180397	0	0	0	1.035444	0	0	0	57.134876	0	0	0	50.220074	0	0	0	45.630402	0	0	0	11.278131	0	0	0	18.126341	0	0	0	6	0	0	0	8.1999998	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	8.5020857	0	0	0	73.22422	0	0	0	0	0	0	0	14.457364	0	0	0	18.306105	0	0	0	62.87664	0	0	0	7.8408737	0	0	0	72.588402	0	0	0	2.0116549	0	0	0	36.844753	0	0	0	50.940063	0	0	0	39.5033	0	0	0	10.516129	0	0	0	22.311213	0	0	0	1.6	0	0	0	7	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	8.37922	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	158	1998	7.1676297	0	0	66.773804	0	0	0	0	0	0	0	14.285514	0	0	0	14.673956	0	0	0	62.218639	0	0	0	6.3527927	0	0	0	57.001801	0	0	0	.86956519	0	0	0	100.33578	0	0	0	35.484486	0	0	0	66.710739	0	0	0	4.4106526	0	0	0	10.68588	0	0	0	10	0	0	0	10	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	6.2363329	0	0	0	63.731499	0	0	0	0	0	0	0	14.285514	0	0	0	14.639529	0	0	0	70.090218	0	0	0	7.1629195	0	0	0	56.896198	0	0	0	.90909094	0	0	0	92.454865	0	0	0	34.413368	0	0	0	39.573502	0	0	0	2.2112749	0	0	0	142.09996	0	0	0	7.5999999	0	0	0	7.8000002	0	0	0	.40000001	0	0	0	1	0	0	0	2.2	0	0	0	6.5488863	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	158	2003	8.4575062	0	0	83.173386	0	0	0	0	0	0	0	14.285514	0	0	0	14.723637	0	0	0	49.012894	0	0	0	5.9477992	0	0	0	60.349602	0	0	0	.83333331	0	0	0	121.66916	0	0	0	33.576054	0	0	0	78.358078	0	0	0	5.9250851	0	0	0	12.768938	0	0	0	10	0	0	0	10	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	6.5270362	0	0	0	66.773804	0	0	0	0	0	0	0	14.285514	0	0	0	14.673956	0	0	0	62.218639	0	0	0	6.3527927	0	0	0	57.001801	0	0	0	.86956519	0	0	0	100.33578	0	0	0	35.484486	0	0	0	66.710739	0	0	0	4.4106526	0	0	0	10.68588	0	0	0	10	0	0	0	10	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	6.2363329	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	161	1978	6.1566157	0	0	100	0	0	0	3	0	0	0	13.008747	0	0	0	16.748581	0	0	0	85.760368	0	0	0	7.6326928	0	0	0	39.8116	0	0	0	2.1637428	0	0	0	51.741394	0	0	0	62.847996	0	0	0	54.577721	0	0	0	6.1433206	0	0	0	9.3460217	0	0	0	-8.1999998	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	3.8	0	0	0	6.6843019	0	0	0	100	0	0	0	.60000002	0	0	0	13.008782	0	0	0	16.612349	0	0	0	98.423759	0	0	0	7.9561124	0	0	0	36.419201	0	0	0	2.4264705	0	0	0	48.321114	0	0	0	65.669937	0	0	0	31.89978	0	0	0	5.7983694	0	0	0	7.7036653	0	0	0	-9	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	5	0	0	0	6.0427756	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	161	1983	6.3139668	0	0	100	0	0	0	3	0	0	0	13.008747	0	0	0	16.868883	0	0	0	77.26265	0	0	0	7.6005535	0	0	0	43.351398	0	0	0	1.9523809	0	0	0	57.286133	0	0	0	46.134834	0	0	0	94.67028	0	0	0	6.3116231	0	0	0	8.255806	0	0	0	-8	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	6.6054544	0	0	0	100	0	0	0	3	0	0	0	13.008747	0	0	0	16.748581	0	0	0	85.760368	0	0	0	7.6326928	0	0	0	39.8116	0	0	0	2.1637428	0	0	0	51.741394	0	0	0	62.847996	0	0	0	54.577721	0	0	0	6.1433206	0	0	0	9.3460217	0	0	0	-8.1999998	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	3.8	0	0	0	6.6843019	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	161	1988	6.9600182	0	0	100	0	0	0	2.4000001	0	0	0	13.008747	0	0	0	16.984705	0	0	0	72.909851	0	0	0	6.9236054	0	0	0	46.946201	0	0	0	2.6119895	0	0	0	52.963001	0	0	0	37.80571	0	0	0	105.1272	0	0	0	6.8393469	0	0	0	5.8015318	0	0	0	-8	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	6.8956056	0	0	0	100	0	0	0	3	0	0	0	13.008747	0	0	0	16.868883	0	0	0	77.26265	0	0	0	7.6005535	0	0	0	43.351398	0	0	0	1.9523809	0	0	0	57.286133	0	0	0	46.134834	0	0	0	94.67028	0	0	0	6.3116231	0	0	0	8.255806	0	0	0	-8	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	6.6054544	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
