period	cc	year	CG_701_GDP	centralization_hi	centralization_umi	centralization_lmi	centralization_li	warfare_hi	warfare_umi	warfare_lmi	warfare_li	area_hi	area_umi	area_lmi	area_li	population_hi	population_umi	population_lmi	population_li	depend15_hi	depend15_umi	depend15_lmi	depend15_li	depend64_hi	depend64_umi	depend64_lmi	depend64_li	urban_hi	urban_umi	urban_lmi	urban_li	pop_growth_hi	pop_growth_umi	pop_growth_lmi	pop_growth_li	trade_hi	trade_umi	trade_lmi	trade_li	gini_gross_hi	gini_gross_umi	gini_gross_lmi	gini_gross_li	debt_hi	debt_umi	debt_lmi	debt_li	fdi_liab_hi	fdi_liab_umi	fdi_liab_lmi	fdi_liab_li	inflation_hi	inflation_umi	inflation_lmi	inflation_li	democracy_hi	democracy_umi	democracy_lmi	democracy_li	pol_comp_hi	pol_comp_umi	pol_comp_lmi	pol_comp_li	presidential_hi	presidential_umi	presidential_lmi	presidential_li	plurality_hi	plurality_umi	plurality_lmi	plurality_li	pol_rights_hi	pol_rights_umi	pol_rights_lmi	pol_rights_li	gdp_pc_hi	gdp_pc_umi	gdp_pc_lmi	gdp_pc_li	lcentralization_hi	lcentralization_umi	lcentralization_lmi	lcentralization_li	lwarfare_hi	lwarfare_umi	lwarfare_lmi	lwarfare_li	larea_hi	larea_umi	larea_lmi	larea_li	lpopulation_hi	lpopulation_umi	lpopulation_lmi	lpopulation_li	ldepend15_hi	ldepend15_umi	ldepend15_lmi	ldepend15_li	ldepend64_hi	ldepend64_umi	ldepend64_lmi	ldepend64_li	lurban_hi	lurban_umi	lurban_lmi	lurban_li	lpop_growth_hi	lpop_growth_umi	lpop_growth_lmi	lpop_growth_li	ltrade_hi	ltrade_umi	ltrade_lmi	ltrade_li	lgini_gross_hi	lgini_gross_umi	lgini_gross_lmi	lgini_gross_li	ldebt_hi	ldebt_umi	ldebt_lmi	ldebt_li	lfdi_liab_hi	lfdi_liab_umi	lfdi_liab_lmi	lfdi_liab_li	linflation_hi	linflation_umi	linflation_lmi	linflation_li	ldemocracy_hi	ldemocracy_umi	ldemocracy_lmi	ldemocracy_li	lpol_comp_hi	lpol_comp_umi	lpol_comp_lmi	lpol_comp_li	lpresidential_hi	lpresidential_umi	lpresidential_lmi	lpresidential_li	lplurality_hi	lplurality_umi	lplurality_lmi	lplurality_li	lpol_rights_hi	lpol_rights_umi	lpol_rights_lmi	lpol_rights_li	lgdp_pc_hi	lgdp_pc_umi	lgdp_pc_lmi	lgdp_pc_li	per01	per02	per03	per04	per05	per06	per07	per08	cc6	cc10	cc13	cc14	cc18	cc21	cc24	cc27	cc32	cc34	cc42	cc44	cc45	cc51	cc56	cc59	cc63	cc68	cc71	cc74	cc75	cc79	cc82	cc83	cc84	cc93	cc94	cc96	cc101	cc112	cc113	cc114	cc116	cc118	cc119	cc121	cc122	cc123	cc125	cc136	cc137	cc143	cc144	cc145	cc152	cc154	cc158	cc161	cc164	cc166	cc167	cc171	cc174	cc178	cc180	cc183	cc185	cc186	cc188	cc191	cc217	cc219	cc220	cc225	cc227	cc228	cc233	cc234	cc240	cc246	cc247	cc248	cc252	cc256	cc257	cc258	cc262	cc274	cc276
8	68	2008	14.091619	69.400368	0	0	0	0	0	0	0	10.655611	0	0	0	15.520192	0	0	0	27.878649	0	0	0	24.029398	0	0	0	86.419403	0	0	0	.37037036	0	0	0	99.24511	0	0	0	51.654423	0	0	0	40.538639	0	0	0	11.678454	0	0	0	2.7149673	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10.939422	0	0	0	62.662079	0	0	0	0	0	0	0	10.655611	0	0	0	15.501909	0	0	0	28.267084	0	0	0	22.460171	0	0	0	85.553596	0	0	0	.3773585	0	0	0	87.895477	0	0	0	45.98859	0	0	0	54.448021	0	0	0	11.341936	0	0	0	2.3298039	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10.553508	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	71	1993	1.426522	0	97.710739	0	0	0	0	0	0	0	10.785601	0	0	0	15.845893	0	0	0	64.46386	0	0	0	7.4821639	0	0	0	56.647999	0	0	0	2.1317198	0	0	0	79.277397	0	0	0	48.003468	0	0	0	40.35994	0	0	0	6.8434792	0	0	0	26.593723	0	0	0	5.5999999	0	0	0	7	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	7.4001141	0	0	0	99.679161	0	0	0	0	0	0	0	10.785601	0	0	0	15.749449	0	0	0	68.270752	0	0	0	6.4975958	0	0	0	54.6828	0	0	0	2.0695319	0	0	0	103.28991	0	0	0	46.383621	0	0	0	56.448879	0	0	0	6.1331239	0	0	0	28.282854	0	0	0	6	0	0	0	7	0	0	0	1	0	0	0	1	0	0	0	1.2	0	0	0	6.9416504	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	71	1998	2.075978	0	99.471504	0	0	0	0	0	0	0	10.785601	0	0	0	15.936327	0	0	0	60.169197	0	0	0	8.5190039	0	0	0	60.085999	0	0	0	1.6934745	0	0	0	78.391418	0	0	0	47.382786	0	0	0	23.935061	0	0	0	7.619463	0	0	0	5.6975479	0	0	0	8	0	0	0	9	0	0	0	1	0	0	0	1	0	0	0	2.4000001	0	0	0	7.7953639	0	0	0	97.710739	0	0	0	0	0	0	0	10.785601	0	0	0	15.845893	0	0	0	64.46386	0	0	0	7.4821639	0	0	0	56.647999	0	0	0	2.1317198	0	0	0	79.277397	0	0	0	48.003468	0	0	0	40.35994	0	0	0	6.8434792	0	0	0	26.593723	0	0	0	5.5999999	0	0	0	7	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	7.4001141	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	71	2003	2.6627448	0	100	0	0	0	0	0	0	0	10.785601	0	0	0	16.012487	0	0	0	55.55698	0	0	0	9.3839474	0	0	0	64.107002	0	0	0	1.3437675	0	0	0	76.689743	0	0	0	49.234882	0	0	0	30.956301	0	0	0	8.4509993	0	0	0	18.419861	0	0	0	8	0	0	0	9	0	0	0	1	0	0	0	1	0	0	0	2.2	0	0	0	7.9100471	0	0	0	99.471504	0	0	0	0	0	0	0	10.785601	0	0	0	15.936327	0	0	0	60.169197	0	0	0	8.5190039	0	0	0	60.085999	0	0	0	1.6934745	0	0	0	78.391418	0	0	0	47.382786	0	0	0	23.935061	0	0	0	7.619463	0	0	0	5.6975479	0	0	0	8	0	0	0	9	0	0	0	1	0	0	0	1	0	0	0	2.4000001	0	0	0	7.7953639	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	74	1978	18.792282	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.57617	0	0	0	78.840248	0	0	0	6.3357196	0	0	0	43.695599	0	0	0	2.383657	0	0	0	55.131283	0	0	0	38.098724	0	0	0	101.2583	0	0	0	6.3638897	0	0	0	14.744474	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	6.0604506	0	0	0	100	0	0	0	.60000002	0	0	0	13.81095	0	0	0	17.463217	0	0	0	80.336082	0	0	0	6.258502	0	0	0	42.9548	0	0	0	2.1352324	0	0	0	35.450111	0	0	0	38.796272	0	0	0	58.696419	0	0	0	4.0126696	0	0	0	7.6155481	0	0	0	-7	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	5.5806317	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	74	1983	16.085398	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.690237	0	0	0	77.403397	0	0	0	6.4572334	0	0	0	43.905998	0	0	0	2.1295888	0	0	0	62.810207	0	0	0	36.095558	0	0	0	125.785	0	0	0	8.2983389	0	0	0	7.7692399	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	4.5999999	0	0	0	6.7259469	0	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.57617	0	0	0	78.840248	0	0	0	6.3357196	0	0	0	43.695599	0	0	0	2.383657	0	0	0	55.131283	0	0	0	38.098724	0	0	0	101.2583	0	0	0	6.3638897	0	0	0	14.744474	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	6.0604506	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	74	1988	9.5340996	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.811295	0	0	0	75.359261	0	0	0	6.6551013	0	0	0	43.661999	0	0	0	2.2959807	0	0	0	48.190136	0	0	0	34.092392	0	0	0	99.278976	0	0	0	9.1010294	0	0	0	18.91028	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	7.2813516	0	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.690237	0	0	0	77.403397	0	0	0	6.4572334	0	0	0	43.905998	0	0	0	2.1295888	0	0	0	62.810207	0	0	0	36.095558	0	0	0	125.785	0	0	0	8.2983389	0	0	0	7.7692399	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	4.5999999	0	0	0	6.7259469	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	74	1993	13.285216	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.909576	0	0	0	70.662941	0	0	0	7.0015421	0	0	0	43.079601	0	0	0	1.7251641	0	0	0	56.072025	0	0	0	35.451836	0	0	0	118.54712	0	0	0	9.4406986	0	0	0	12.497936	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	5.5999999	0	0	0	6.7410159	0	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.811295	0	0	0	75.359261	0	0	0	6.6551013	0	0	0	43.661999	0	0	0	2.2959807	0	0	0	48.190136	0	0	0	34.092392	0	0	0	99.278976	0	0	0	9.1010294	0	0	0	18.91028	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	7.2813516	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	74	1998	10.411444	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.992624	0	0	0	63.561665	0	0	0	7.3127322	0	0	0	42.803799	0	0	0	1.5881021	0	0	0	41.703716	0	0	0	39.957375	0	0	0	72.459282	0	0	0	9.7264442	0	0	0	5.3360634	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	7.1792297	0	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.909576	0	0	0	70.662941	0	0	0	7.0015421	0	0	0	43.079601	0	0	0	1.7251641	0	0	0	56.072025	0	0	0	35.451836	0	0	0	118.54712	0	0	0	9.4406986	0	0	0	12.497936	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	5.5999999	0	0	0	6.7410159	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	74	2003	8.5199432	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	18.083471	0	0	0	55.863888	0	0	0	7.5147772	0	0	0	42.935001	0	0	0	1.7570556	0	0	0	50.526585	0	0	0	34.817364	0	0	0	103.69205	0	0	0	9.982729	0	0	0	5.9426479	0	0	0	-5.4000001	0	0	0	2.8	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	7.0767527	0	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	17.992624	0	0	0	63.561665	0	0	0	7.3127322	0	0	0	42.803799	0	0	0	1.5881021	0	0	0	41.703716	0	0	0	39.957375	0	0	0	72.459282	0	0	0	9.7264442	0	0	0	5.3360634	0	0	0	-6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	7.1792297	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	74	2008	7.6498218	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	18.177055	0	0	0	50.862984	0	0	0	7.739068	0	0	0	43.235802	0	0	0	1.6150942	0	0	0	61.711807	0	0	0	32.645111	0	0	0	82.00692	0	0	0	10.908479	0	0	0	10.687876	0	0	0	-3	0	0	0	6	0	0	0	1	0	0	0	1	0	0	0	6	0	0	0	7.6018853	0	0	0	100	0	0	0	0	0	0	0	13.81095	0	0	0	18.083471	0	0	0	55.863888	0	0	0	7.5147772	0	0	0	42.935001	0	0	0	1.7570556	0	0	0	50.526585	0	0	0	34.817364	0	0	0	103.69205	0	0	0	9.982729	0	0	0	5.9426479	0	0	0	-5.4000001	0	0	0	2.8	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	7.0767527	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	75	1978	7.5959516	0	0	100	0	0	0	2.4000001	0	0	0	9.9388552	0	0	0	15.319094	0	0	0	89.238632	0	0	0	7.6170855	0	0	0	43.038799	0	0	0	2.2750793	0	0	0	71.86203	0	0	0	47.53138	0	0	0	17.083179	0	0	0	5.3547516	0	0	0	13.886023	0	0	0	-3.8	0	0	0	3.3333333	0	0	0	1	0	0	0	1	0	0	0	4.4000001	0	0	0	5.3956218	0	0	0	100	0	0	0	0	0	0	0	9.9451094	0	0	0	15.20118	0	0	0	91.296608	0	0	0	7.4137259	0	0	0	40.666801	0	0	0	2.5674818	0	0	0	63.178226	0	0	0	52.897736	0	0	0	12.35575	0	0	0	4.7312031	0	0	0	5.9170527	0	0	0	-.80000001	0	0	0	6.4000001	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	4.710577	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	75	1983	11.056844	0	0	100	0	0	0	6	0	0	0	9.9388552	0	0	0	15.396328	0	0	0	86.611649	0	0	0	8.0022097	0	0	0	45.604801	0	0	0	1.2503618	0	0	0	53.681568	0	0	0	47.363087	0	0	0	72.571983	0	0	0	5.764184	0	0	0	4.1488361	0	0	0	3.5999999	0	0	0	7	0	0	0	1	0	0	0	1	0	0	0	3.4000001	0	0	0	5.6552277	0	0	0	100	0	0	0	2.4000001	0	0	0	9.9388552	0	0	0	15.319094	0	0	0	89.238632	0	0	0	7.6170855	0	0	0	43.038799	0	0	0	2.2750793	0	0	0	71.86203	0	0	0	47.53138	0	0	0	17.083179	0	0	0	5.3547516	0	0	0	13.886023	0	0	0	-3.8	0	0	0	3.3333333	0	0	0	1	0	0	0	1	0	0	0	4.4000001	0	0	0	5.3956218	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	75	1988	2.8217769	0	0	100	0	0	0	6	0	0	0	9.9388552	0	0	0	15.464022	0	0	0	80.41568	0	0	0	8.5020981	0	0	0	48.194199	0	0	0	1.1767722	0	0	0	44.723431	0	0	0	47.474121	0	0	0	80.277496	0	0	0	6.0164943	0	0	0	2.6866739	0	0	0	6	0	0	0	7	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	6.5333533	0	0	0	100	0	0	0	6	0	0	0	9.9388552	0	0	0	15.396328	0	0	0	86.611649	0	0	0	8.0022097	0	0	0	45.604801	0	0	0	1.2503618	0	0	0	53.681568	0	0	0	47.363087	0	0	0	72.571983	0	0	0	5.764184	0	0	0	4.1488361	0	0	0	3.5999999	0	0	0	7	0	0	0	1	0	0	0	1	0	0	0	3.4000001	0	0	0	5.6552277	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	75	1993	3.4405224	0	0	100	0	0	0	2.4000001	0	0	0	9.9388552	0	0	0	15.53448	0	0	0	73.396477	0	0	0	8.8996153	0	0	0	52.073399	0	0	0	1.4685081	0	0	0	52.858089	0	0	0	48.753124	0	0	0	43.482861	0	0	0	6.2703104	0	0	0	7.9807739	0	0	0	7	0	0	0	9	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	7.1355062	0	0	0	100	0	0	0	6	0	0	0	9.9388552	0	0	0	15.464022	0	0	0	80.41568	0	0	0	8.5020981	0	0	0	48.194199	0	0	0	1.1767722	0	0	0	44.723431	0	0	0	47.474121	0	0	0	80.277496	0	0	0	6.0164943	0	0	0	2.6866739	0	0	0	6	0	0	0	7	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	6.5333533	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	75	1998	2.470376	0	0	100	0	0	0	0	0	0	0	9.9388552	0	0	0	15.583625	0	0	0	69.474335	0	0	0	9.6326885	0	0	0	56.933998	0	0	0	1.0346879	0	0	0	62.475651	0	0	0	49.624557	0	0	0	29.23402	0	0	0	7.1968846	0	0	0	3.5482097	0	0	0	7	0	0	0	9	0	0	0	1	0	0	0	.40000001	0	0	0	2.2	0	0	0	7.6030865	0	0	0	100	0	0	0	2.4000001	0	0	0	9.9388552	0	0	0	15.53448	0	0	0	73.396477	0	0	0	8.8996153	0	0	0	52.073399	0	0	0	1.4685081	0	0	0	52.858089	0	0	0	48.753124	0	0	0	43.482861	0	0	0	6.2703104	0	0	0	7.9807739	0	0	0	7	0	0	0	9	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	7.1355062	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	75	2003	3.9708691	0	0	97.372742	0	0	0	0	0	0	0	9.9388552	0	0	0	15.610576	0	0	0	64.309494	0	0	0	10.573374	0	0	0	60.5536	0	0	0	.33333334	0	0	0	69.201538	0	0	0	48.020187	0	0	0	38.491241	0	0	0	8.0679684	0	0	0	2.996026	0	0	0	7	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	7.8338242	0	0	0	100	0	0	0	0	0	0	0	9.9388552	0	0	0	15.583625	0	0	0	69.474335	0	0	0	9.6326885	0	0	0	56.933998	0	0	0	1.0346879	0	0	0	62.475651	0	0	0	49.624557	0	0	0	29.23402	0	0	0	7.1968846	0	0	0	3.5482097	0	0	0	7	0	0	0	9	0	0	0	1	0	0	0	.40000001	0	0	0	2.2	0	0	0	7.6030865	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	75	2008	4.9794393	0	0	96.536751	0	0	0	0	0	0	0	9.9388552	0	0	0	15.630303	0	0	0	55.967453	0	0	0	11.248648	0	0	0	63.2272	0	0	0	.32786885	0	0	0	70.719826	0	0	0	45.234196	0	0	0	44.495159	0	0	0	8.7690964	0	0	0	3.1715071	0	0	0	7.4000001	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	8.1101599	0	0	0	97.372742	0	0	0	0	0	0	0	9.9388552	0	0	0	15.610576	0	0	0	64.309494	0	0	0	10.573374	0	0	0	60.5536	0	0	0	.33333334	0	0	0	69.201538	0	0	0	48.020187	0	0	0	38.491241	0	0	0	8.0679684	0	0	0	2.996026	0	0	0	7	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	7.8338242	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	79	1988	2.4788468	0	0	0	100	0	0	0	6	0	0	0	13.910821	0	0	0	17.625484	0	0	0	85.668159	0	0	0	5.4682856	0	0	0	12.1538	0	0	0	3.2082376	0	0	0	17.917456	0	0	0	36.986095	0	0	0	86.878319	0	0	0	4.8516927	0	0	0	.113802	0	0	0	-8	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	6.5999999	0	0	0	5.4367819	0	0	0	100	0	0	0	6	0	0	0	13.910821	0	0	0	17.4676	0	0	0	84.611038	0	0	0	5.4342518	0	0	0	11.0358	0	0	0	3.2194815	0	0	0	22.695789	0	0	0	33.874454	0	0	0	55.440479	0	0	0	4.8274083	0	0	0	9.0069675	0	0	0	-7.4000001	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	7	0	0	0	5.2214484	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	79	1993	3.2405415	0	0	0	100	0	0	0	1.2	0	0	0	13.853635	0	0	0	17.796038	0	0	0	88.446747	0	0	0	5.5722437	0	0	0	13.3446	0	0	0	3.4999385	0	0	0	19.837376	0	0	0	40.097729	0	0	0	126.52422	0	0	0	5.0425296	0	0	0	12.726044	0	0	0	.75	0	0	0	6	0	0	0	1	0	0	0	1	0	0	0	5.5999999	0	0	0	5.1121421	0	0	0	100	0	0	0	6	0	0	0	13.910821	0	0	0	17.625484	0	0	0	85.668159	0	0	0	5.4682856	0	0	0	12.1538	0	0	0	3.2082376	0	0	0	17.917456	0	0	0	36.986095	0	0	0	86.878319	0	0	0	4.8516927	0	0	0	.113802	0	0	0	-8	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	6.5999999	0	0	0	5.4367819	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	79	1998	3.7373741	0	0	0	100	0	0	0	3.4000001	0	0	0	13.815511	0	0	0	17.945021	0	0	0	90.123344	0	0	0	5.7144761	0	0	0	14.3742	0	0	0	2.9777505	0	0	0	32.917534	0	0	0	39.869873	0	0	0	99.970459	0	0	0	6.3561478	0	0	0	2.3965297	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	4.4000001	0	0	0	4.8626719	0	0	0	100	0	0	0	1.2	0	0	0	13.853635	0	0	0	17.796038	0	0	0	88.446747	0	0	0	5.5722437	0	0	0	13.3446	0	0	0	3.4999385	0	0	0	19.837376	0	0	0	40.097729	0	0	0	126.52422	0	0	0	5.0425296	0	0	0	12.726044	0	0	0	.75	0	0	0	6	0	0	0	1	0	0	0	1	0	0	0	5.5999999	0	0	0	5.1121421	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
