period	cc	year	GG_7_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp_pc	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp_pc	per01	per02	per03	per04	per05	per06	per07	per08	per09	per10	per11	per12	per13	cc3	cc6	cc10	cc13	cc14	cc18	cc21	cc24	cc26	cc27	cc32	cc34	cc42	cc44	cc45	cc51	cc56	cc59	cc63	cc68	cc71	cc73	cc74	cc75	cc79	cc82	cc83	cc84	cc91	cc93	cc94	cc96	cc101	cc102	cc108	cc112	cc113	cc114	cc116	cc118	cc119	cc120	cc121	cc122	cc123	cc125	cc136	cc143	cc144	cc145	cc147	cc152	cc154	cc158	cc161	cc164	cc166	cc167	cc171	cc172	cc174	cc178	cc180	cc183	cc185	cc186	cc187	cc188	cc191	cc198	cc213	cc217	cc219	cc220	cc225	cc227	cc228	cc232	cc233	cc234	cc240	cc246	cc247	cc248	cc252	cc256	cc257	cc258	cc262	cc274	cc276
12	145	2006	24.724899	100	0	12.702444	17.098768	50.034164	6.8751335	68.461197	2.6153846	199.63257	38.11591	43.436768	10.943015	5.9082632	3	6	0	1	4	8.7357216	94.303352	0	12.702444	17.047461	51.601498	6.4780264	65.3358	1.3888888	193.48213	39.548458	44.612801	10.609723	4.1457734	3	6	0	1	4.6666665	8.4405479	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	147	2003	23.452541	100	0	13.997832	16.327099	93.259621	4.669343	29.8876	3.030303	59.831772	39.333786	49.806232	6.9154615	5.5719419	7	9	1	1	2	5.7935476	100	0	13.997832	16.242409	93.759636	5.0447736	28.108467	4.3642612	55.59193	41.4291	99.978363	5.9103847	.69665635	6	7	1	1	2.3333333	5.5361085	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	147	2006	25.014965	100	0	13.997832	16.429865	93.158714	4.4428253	31.7306	2.7777777	60.832241	38.924374	31.628933	7.3399253	3.4579632	7	9	1	1	2	6.1251516	100	0	13.997832	16.327099	93.259621	4.669343	29.8876	3.030303	59.831772	39.333786	49.806232	6.9154615	5.5719419	7	9	1	1	2	5.7935476	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	152	1979	23.978436	100	0	7.6157908	13.764714	60.327808	5.7516527	42.569401	1.5889121	101.02507	50.646015	45.299068	3.1270242	18.4193	9	9	0	1	2.3333333	7.093287	102.775	0	7.6157908	13.717824	67.317841	5.0335398	43.224602	1.6188673	114.07616	50.03582	25.6745	2.5285275	8.5794096	9	9	0	1	2.6666667	6.65907	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	152	1982	25.176115	100	0	7.6157908	13.801696	53.856289	6.1563072	42.340599	1.1598729	95.19191	49.600998	60.829132	3.0268335	9.3886137	9.666667	9.666667	0	1	2	7.0444465	100	0	7.6157908	13.764714	60.327808	5.7516527	42.569401	1.5889121	101.02507	50.646015	45.299068	3.1270242	18.4193	9	9	0	1	2.3333333	7.093287	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	152	1985	21.994864	100	0	7.6157908	13.815511	48.879784	6.3425789	42.431732	0	106.14093	47.728371	66.334267	3.4442005	7.8952498	10	10	0	1	2	7.0826507	100	0	7.6157908	13.801696	53.856289	6.1563072	42.340599	1.1598729	95.19191	49.600998	60.829132	3.0268335	9.3886137	9.666667	9.666667	0	1	2	7.0444465	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	152	1988	19.398701	100	0	7.6157908	13.815511	46.369564	6.6392975	43.27	0	134.04846	45.814312	51.151199	4.4382129	11.616366	10	10	0	1	2	7.5876503	100	0	7.6157908	13.815511	48.879784	6.3425789	42.431732	0	106.14093	47.728371	66.334267	3.4442005	7.8952498	10	10	0	1	2	7.0826507	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	152	1991	23.726086	95.621063	0	7.6157908	13.910821	44.338142	6.9486856	43.776798	3.3333333	131.01654	44.341068	52.724468	5.1926122	8.0135603	10	10	0	1	1.6666666	7.8961549	100	0	7.6157908	13.815511	46.369564	6.6392975	43.27	0	134.04846	45.814312	51.151199	4.4382129	11.616366	10	10	0	1	2	7.5876503	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	152	1994	22.603146	95.319946	0	7.6157908	13.910821	41.998756	7.2552705	43.4072	0	120.72137	46.098499	45.459332	5.4149752	7.0596166	10	10	0	1	1	8.0891924	95.621063	0	7.6157908	13.910821	44.338142	6.9486856	43.776798	3.3333333	131.01654	44.341068	52.724468	5.1926122	8.0135603	10	10	0	1	1.6666666	7.8961549	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	152	1997	22.891577	95.21711	0	7.6157908	13.997832	40.609066	7.8113441	43.038399	3.030303	128.64047	52.633289	48.954868	5.7153077	6.3625698	10	10	0	1	1	8.2185707	95.319946	0	7.6157908	13.910821	41.998756	7.2552705	43.4072	0	120.72137	46.098499	45.459332	5.4149752	7.0596166	10	10	0	1	1	8.0891924	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	152	2000	23.080969	98.487572	0	7.6157908	13.997832	39.49519	8.4015417	42.678268	0	127.59437	47.98291	44.239849	6.179605	4.8229566	10	10	0	1	1	8.2410812	95.21711	0	7.6157908	13.997832	40.609066	7.8113441	43.038399	3.030303	128.64047	52.633289	48.954868	5.7153077	6.3625698	10	10	0	1	1	8.2185707	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	152	2003	23.536737	98.481163	0	7.6157908	13.997832	37.57135	8.6629448	42.375999	0	112.80354	49.935631	54.156101	6.5433254	5.8864002	10	10	0	1	1	8.4385986	98.487572	0	7.6157908	13.997832	39.49519	8.4015417	42.678268	0	127.59437	47.98291	44.239849	6.179605	4.8229566	10	10	0	1	1	8.2410812	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	152	2006	22.39636	98.7285	0	7.6157908	14.077875	34.838661	8.9090643	42.0998	2.7777777	126.55463	40.971771	50.6423	6.8449559	7.6668468	10	10	0	1	1	8.614953	98.481163	0	7.6157908	13.997832	37.57135	8.6629448	42.375999	0	112.80354	49.935631	54.156101	6.5433254	5.8864002	10	10	0	1	1	8.4385986	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	154	1976	12.699853	82.265968	0	14.457364	17.942297	90.870438	7.4853415	63.474998	2.7069466	18.419741	53.806053	32.422367	8.2394676	21.814899	-5	3.3333333	1	0	4	7.4384766	74.823128	0	14.457364	17.852453	93.215874	7.5255795	61.263802	2.9459622	17.87542	51.614605	19.835634	7.9345522	14.340584	-6	2	1	0	4.3333335	7.1022577	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	154	1979	12.704292	82.201508	0	14.457364	18.019905	87.093781	7.4615407	65.623001	2.5037577	23.621887	50.813026	35.381432	8.7061596	23.0163	-3	6	1	1	3.3333333	7.821878	82.265968	0	14.457364	17.942297	90.870438	7.4853415	63.474998	2.7069466	18.419741	53.806053	32.422367	8.2394676	21.814899	-5	3.3333333	1	0	4	7.4384766	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	154	1982	19.642408	86.118065	0	14.457364	18.087383	82.628456	7.3793154	67.3834	2.3285859	28.185123	48.584484	52.479549	9.0764837	59.134132	-3	6	1	1	3	8.0176687	82.201508	0	14.457364	18.019905	87.093781	7.4615407	65.623001	2.5037577	23.621887	50.813026	35.381432	8.7061596	23.0163	-3	6	1	1	3.3333333	7.821878	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	154	1985	21.653162	89.622131	0	14.457364	18.150488	77.315834	7.3304615	68.940536	1.7489879	30.37009	47.399097	61.345268	9.3237944	63.151234	-3	6	1	1	3.6666667	7.8136897	86.118065	0	14.457364	18.087383	82.628456	7.3793154	67.3834	2.3285859	28.185123	48.584484	52.479549	9.0764837	59.134132	-3	6	1	1	3	8.0176687	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	154	1988	23.568693	90.496948	0	14.457364	18.209757	71.08371	7.4303045	70.431396	2.0685337	35.208168	48.296303	70.2183	9.7889748	92.964401	-1	6.6666665	1	1	3.6666667	7.81359	89.622131	0	14.457364	18.150488	77.315834	7.3304615	68.940536	1.7489879	30.37009	47.399097	61.345268	9.3237944	63.151234	-3	6	1	1	3.6666667	7.8136897	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	154	1991	18.42244	77.824089	0	14.457364	18.269678	65.672981	7.6467295	71.8088	2.3264203	33.237068	49.95435	43.947235	10.35236	21.9307	0	7	1	1	4	8.2857552	90.496948	0	14.457364	18.209757	71.08371	7.4303045	70.431396	2.0685337	35.208168	48.296303	70.2183	9.7889748	92.964401	-1	6.6666665	1	1	3.6666667	7.81359	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	154	1994	19.376703	71.407394	0	14.457364	18.322605	61.530499	7.9416752	72.978203	1.8199884	39.803558	51.371132	39.731167	10.56184	24.631487	2.6666667	7	1	1	4	8.3917122	77.824089	0	14.457364	18.269678	65.672981	7.6467295	71.8088	2.3264203	33.237068	49.95435	43.947235	10.35236	21.9307	0	7	1	1	4	8.2857552	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	154	1997	20.090769	69.868866	0	14.457364	18.372805	57.551426	8.2724905	73.909599	1.72574	56.622715	50.511787	46.055767	11.102594	20.720699	5.3333335	8.333333	1	1	3.3333333	8.3888474	71.407394	0	14.457364	18.322605	61.530499	7.9416752	72.978203	1.8199884	39.803558	51.371132	39.731167	10.56184	24.631487	2.6666667	7	1	1	4	8.3917122	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	154	2000	21.611942	65.876358	0	14.457364	18.41733	53.955612	8.6047039	74.737465	3.3333333	56.018906	49.39101	43.983334	11.645378	11.280936	7.3333335	8.333333	1	1	2.3333333	8.7193146	69.868866	0	14.457364	18.372805	57.551426	8.2724905	73.909599	1.72574	56.622715	50.511787	46.055767	11.102594	20.720699	5.3333335	8.333333	1	1	3.3333333	8.3888474	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	158	1997	26.834229	65.410156	0	14.285514	14.662606	64.315659	6.4559636	56.936199	1.4492754	90.232147	35.910454	53.657467	4.0861387	10.182633	10	10	1	1	2	6.301538	64.935989	0	14.285514	14.648419	68.914223	6.9413581	56.850601	1.5151515	98.730545	34.413368	44.394867	2.7342291	147.82961	9	9	.66666669	1	2	6.1803083	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	158	2000	33.234348	68.857986	0	14.285514	14.690979	57.670975	6.1546078	57.468533	0	115.60027	34.482845	83.500969	5.0356035	11.11	10	10	1	1	2	6.1774988	65.410156	0	14.285514	14.662606	64.315659	6.4559636	56.936199	1.4492754	90.232147	35.910454	53.657467	4.0861387	10.182633	10	10	1	1	2	6.301538	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	158	2003	32.439602	90.292381	0	14.285514	14.731801	48.773094	5.9358754	60.349602	1.3888888	123.382	33.445099	85.0877	5.9376607	11.099263	10	10	1	1	2	6.4937978	68.857986	0	14.285514	14.690979	57.670975	6.1546078	57.468533	0	115.60027	34.482845	83.500969	5.0356035	11.11	10	10	1	1	2	6.1774988	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	158	2006	35.073654	93.826874	0	14.285514	14.757949	42.582928	5.8714414	63.508598	1.3333334	117.73064	33.767513	47.844967	6.868691	17.9046	10	10	1	1	2	7.1569495	90.292381	0	14.285514	14.731801	48.773094	5.9358754	60.349602	1.3888888	123.382	33.445099	85.0877	5.9376607	11.099263	10	10	1	1	2	6.4937978	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	161	1979	19.56601	100	3	13.008747	16.777048	82.282219	7.7411399	40.510799	3.6062379	48.122734	61.907349	59.389198	6.2322268	10.327507	-8	2	1	1	3.6666667	6.8318667	100	3	13.008747	16.686829	92.636902	7.4612184	38.4132	1.9607843	57.746017	64.729286	44.177399	5.947526	5.5596352	-8.666667	2	1	1	4.3333335	6.4297237	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	161	1982	22.604532	100	3	13.008747	16.843769	77.668732	7.7143154	42.6376	1.6666666	54.855797	50.348988	83.356796	6.3012376	8.0845633	-8	2	1	1	4	6.6909766	100	3	13.008747	16.777048	82.282219	7.7411399	40.510799	3.6062379	48.122734	61.907349	59.389198	6.2322268	10.327507	-8	2	1	1	3.6666667	6.8318667	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	161	1985	20.765127	100	3	13.008747	16.92137	76.241615	7.3523941	44.781868	3.102453	57.698822	39.608807	110.018	6.388155	9.1141462	-8	2	1	1	4	6.5585279	100	3	13.008747	16.843769	77.668732	7.7143154	42.6376	1.6666666	54.855797	50.348988	83.356796	6.3012376	8.0845633	-8	2	1	1	4	6.6909766	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	161	1988	19.631958	100	3	13.008747	16.979378	72.926872	6.8870173	46.946201	1.4492754	52.059456	37.805706	106.25066	6.8275275	4.4015231	-8	2	1	1	4	6.8989415	100	3	13.008747	16.92137	76.241615	7.3523941	44.781868	3.102453	57.698822	39.608807	110.018	6.388155	9.1141462	-8	2	1	1	4	6.5585279	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	161	1991	25.773144	100	0	13.008747	17.047461	69.188202	6.863359	49.051201	2.7222223	54.343903	37.70578	90.6362	7.4654231	5.4844732	-7.6666665	2	1	1	5	7.099309	100	3	13.008747	16.979378	72.926872	6.8870173	46.946201	1.4492754	52.059456	37.805706	106.25066	6.8275275	4.4015231	-8	2	1	1	4	6.8989415	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	161	1994	29.620255	100	0	13.008747	17.098768	65.395729	7.3334203	51.031799	1.2820513	53.355888	39.611172	86.553032	8.1938934	4.3866968	-7	2	1	1	5	7.140059	100	0	13.008747	17.047461	69.188202	6.863359	49.051201	2.7222223	54.343903	37.70578	90.6362	7.4654231	5.4844732	-7.6666665	2	1	1	5	7.099309	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	161	1997	27.607365	100	0	13.008747	17.135593	60.120876	7.5420203	52.349201	1.2345679	51.794479	39.992294	75.332031	8.6396513	5.0457768	-6.6666665	2.3333333	1	1	5	7.260036	100	0	13.008747	17.098768	65.395729	7.3334203	51.031799	1.2820513	53.355888	39.611172	86.553032	8.1938934	4.3866968	-7	2	1	1	5	7.140059	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	161	2000	28.874987	100	0	13.008747	17.17111	54.399288	7.6254196	53.334465	1.1904762	59.549881	40.379108	71.311096	8.9812317	.33118501	-6	3	1	1	5	7.1891556	100	0	13.008747	17.135593	60.120876	7.5420203	52.349201	1.2345679	51.794479	39.992294	75.332031	8.6396513	5.0457768	-6.6666665	2.3333333	1	1	5	7.260036	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
