period	cc	year	GG_7_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp_pc	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp_pc	per01	per02	per03	per04	per05	per06	per07	per08	per09	per10	per11	per12	per13	cc3	cc6	cc10	cc13	cc14	cc18	cc21	cc24	cc26	cc27	cc32	cc34	cc42	cc44	cc45	cc51	cc56	cc59	cc63	cc68	cc71	cc73	cc74	cc75	cc79	cc82	cc83	cc84	cc91	cc93	cc94	cc96	cc101	cc102	cc108	cc112	cc113	cc114	cc116	cc118	cc119	cc120	cc121	cc122	cc123	cc125	cc136	cc143	cc144	cc145	cc147	cc152	cc154	cc158	cc161	cc164	cc166	cc167	cc171	cc172	cc174	cc178	cc180	cc183	cc185	cc186	cc187	cc188	cc191	cc198	cc213	cc217	cc219	cc220	cc225	cc227	cc228	cc232	cc233	cc234	cc240	cc246	cc247	cc248	cc252	cc256	cc257	cc258	cc262	cc274	cc276
13	71	2009	19.384226	100	0	10.785601	16.097858	50.292114	9.9375496	68.3946	1.3712808	58.002502	47.066185	27.490801	9.7764692	5.9542832	8	9	1	1	2	8.4862452	100	0	10.785601	16.056183	52.907909	9.7332869	66.359398	1.4300419	66.717194	48.54821	36.598667	9.3111782	4.5983601	8	9	1	1	2	8.267067	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	73	1991	14.237261	100	0	12.531195	16.149866	66.771339	7.5084815	55.625198	3.6700337	60.102848	46.66275	91.205902	7.342793	5.6687264	9	9	1	0	2	7.0655065	100	0	12.531195	16.097754	70.92643	7.4238529	53.540001	2.4757526	58.214588	45.169941	96.382896	6.9397149	-4.9822764	8.666667	9	1	0	2	6.9917603	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	73	1994	14.215021	100	0	12.531195	16.213406	62.607281	7.6835227	57.230801	0	52.251579	47.218662	77.716835	8.0378218	7.6243401	9	9	1	0	2	7.3742666	100	0	12.531195	16.149866	66.771339	7.5084815	55.625198	3.6700337	60.102848	46.66275	91.205902	7.342793	5.6687264	9	9	1	0	2	7.0655065	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	74	1979	42.418629	100	0	13.81095	17.599527	78.676308	6.3565207	43.776798	2.3264203	58.747478	37.698093	117.58434	7.1775479	17.109333	-6	2	0	1	5	6.0933332	100	0	13.81095	17.528885	79.20327	6.2962227	43.533199	1.6463414	50.361858	38.899994	76.464035	4.8237796	10.92819	-6.3333335	1.6666666	0	1	5.3333335	5.9258895	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	74	1982	39.220806	100	0	13.81095	17.665506	77.797005	6.4275393	43.889999	2.1745982	67.97715	36.496193	128.68933	8.134716	6.2161999	-6	2	0	1	5	6.5545382	100	0	13.81095	17.599527	78.676308	6.3565207	43.776798	2.3264203	58.747478	37.698093	117.58434	7.1775479	17.109333	-6	2	0	1	5	6.0933332	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	74	1985	34.64064	100	0	13.81095	17.740475	76.632919	6.5204492	43.902	2.7080498	50.481861	35.294292	121.627	8.6458559	10.993333	-6	2	0	1	4.3333335	7.0336285	100	0	13.81095	17.665506	77.797005	6.4275393	43.889999	2.1745982	67.97715	36.496193	128.68933	8.134716	6.2161999	-6	2	0	1	5	6.5545382	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	74	1988	27.310225	100	0	13.81095	17.810387	75.451988	6.6501145	43.661999	1.8872404	47.271397	34.092392	94.322098	9.1135826	21.109467	-6	2	0	1	5	7.4193048	100	0	13.81095	17.740475	76.632919	6.5204492	43.902	2.7080498	50.481861	35.294292	121.627	8.6458559	10.993333	-6	2	0	1	4.3333335	7.0336285	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	74	1991	30.69002	100	0	13.81095	17.875854	73.133942	6.8435965	43.3452	1.7860941	60.456375	33.634918	118.91486	9.3426208	17.550867	-6	2	0	1	5	6.7283578	100	0	13.81095	17.810387	75.451988	6.6501145	43.661999	1.8872404	47.271397	34.092392	94.322098	9.1135826	21.109467	-6	2	0	1	5	7.4193048	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	74	1994	32.679726	100	0	13.81095	17.926294	69.360146	7.081429	42.9468	1.6952399	52.267166	36.548512	109.13187	9.4966688	9.4258938	-6	2	0	1	6	6.8446941	100	0	13.81095	17.875854	73.133942	6.8435965	43.3452	1.7860941	60.456375	33.634918	118.91486	9.3426208	17.550867	-6	2	0	1	5	6.7283578	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	74	1997	27.485956	100	0	13.81095	17.974312	65.070091	7.2678981	42.807201	1.613183	42.05624	40.645977	76.225533	9.6629	6.9591632	-6	2	0	1	6	7.1365685	100	0	13.81095	17.926294	69.360146	7.081429	42.9468	1.6952399	52.267166	36.548512	109.13187	9.4966688	9.4258938	-6	2	0	1	6	6.8446941	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	74	2000	25.948843	100	0	13.81095	18.029934	60.496983	7.3994212	42.813465	1.5387044	42.257671	38.066498	69.317337	9.8417273	2.5568521	-6	2	0	1	6	7.2231812	100	0	13.81095	17.974312	65.070091	7.2678981	42.807201	1.613183	42.05624	40.645977	76.225533	9.6629	6.9591632	-6	2	0	1	6	7.1365685	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	74	2003	30.938221	100	0	13.81095	18.082722	55.762516	7.5157461	42.935001	1.9538921	48.016651	34.737469	113.82	9.9417934	7.2109265	-6	2	0	1	6	7.0171933	100	0	13.81095	18.029934	60.496983	7.3994212	42.813465	1.5387044	42.257671	38.066498	69.317337	9.8417273	2.5568521	-6	2	0	1	6	7.2231812	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	74	2006	32.843452	100	0	13.81095	18.141712	52.244919	7.6200504	43.0966	1.3890675	65.519455	33.084488	99.5811	10.507369	8.7228031	-3	6	.66666669	1	6	7.2867661	100	0	13.81095	18.082722	55.762516	7.5157461	42.935001	1.9538921	48.016651	34.737469	113.82	9.9417934	7.2109265	-6	2	0	1	6	7.0171933	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	74	2009	33.946327	100	0	13.81095	18.193239	50.239723	7.8078465	43.305401	1.7722398	58.720169	32.20573	74.69577	11.07563	11.161233	-3	6	1	1	6	7.7660708	100	0	13.81095	18.141712	52.244919	7.6200504	43.0966	1.3890675	65.519455	33.084488	99.5811	10.507369	8.7228031	-3	6	.66666669	1	6	7.2867661	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	75	1976	33.111427	100	0	9.9409399	15.273945	89.96627	7.5033851	42.0196	2.3818526	73.085968	48.640457	13.442667	5.1557226	15.28126	-2.6666667	4.6666665	1	1	3	5.1526823	100	0	9.9451094	15.201596	91.294403	7.4098506	40.666801	2.5652273	64.458504	53.037048	12.254033	4.7036395	6.2969437	-1	6	1	1	2	4.6956515	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	75	1979	35.961311	100	4	9.9388552	15.34141	88.877472	7.6781545	43.548401	2.2229543	70.437004	47.379742	19.249599	5.4497037	11.158104	-4	2	1	1	5	5.4854393	100	0	9.9409399	15.273945	89.96627	7.5033851	42.0196	2.3818526	73.085968	48.640457	13.442667	5.1557226	15.28126	-2.6666667	4.6666665	1	1	3	5.1526823	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	75	1988	15.52199	100	6	9.9388552	15.464046	80.419075	8.5075426	48.194199	1.2946204	40.040604	47.342262	85.537964	6.1220489	3.2107766	6	7	1	1	3	6.5407019	100	6	9.9388552	15.424815	84.785408	8.1911011	46.637268	1.3469387	52.071461	47.354755	98.712799	5.9162612	1.7536197	6	7	1	1	2.6666667	5.971796	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	75	1991	11.942294	100	6	9.9388552	15.501795	75.861176	8.7587109	50.179798	1.2462147	48.680706	48.459446	54.611668	6.0488434	5.2683434	6.6666665	8.333333	1	1	3	6.8929396	100	6	9.9388552	15.464046	80.419075	8.5075426	48.194199	1.2946204	40.040604	47.342262	85.537964	6.1220489	3.2107766	6	7	1	1	3	6.5407019	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	75	1994	13.687282	100	0	9.9388552	15.550076	72.226181	8.972084	53.020199	1.2012987	56.010914	48.793499	36.375065	6.3852515	9.6142731	7	9	1	1	3	7.2671289	100	6	9.9388552	15.501795	75.861176	8.7587109	50.179798	1.2462147	48.680706	48.459446	54.611668	6.0488434	5.2683434	6.6666665	8.333333	1	1	3	6.8929396	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	75	1997	13.668496	100	0	9.9388552	15.579066	70.081284	9.4259615	55.945	1.159508	60.109077	49.273708	29.447634	6.8926611	4.7506967	7	9	1	.66666669	2.3333333	7.5534639	100	0	9.9388552	15.550076	72.226181	8.972084	53.020199	1.2012987	56.010914	48.793499	36.375065	6.3852515	9.6142731	7	9	1	1	3	7.2671289	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	75	2000	18.49115	100	0	9.9388552	15.596066	68.079857	10.040543	58.764732	.56497175	66.505493	50.079723	30.441166	7.7074981	2.2962093	7	9	1	0	2	7.700767	100	0	9.9388552	15.579066	70.081284	9.4259615	55.945	1.159508	60.109077	49.273708	29.447634	6.8926611	4.7506967	7	9	1	.66666669	2.3333333	7.5534639	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	75	2003	19.886108	96.832001	0	9.9388552	15.60727	64.397064	10.580465	60.5536	.55555558	69.580383	47.954075	39.810501	8.069912	2.3675201	7	9	1	0	2	7.8251767	100	0	9.9388552	15.596066	68.079857	10.040543	58.764732	.56497175	66.505493	50.079723	30.441166	7.7074981	2.2962093	7	9	1	0	2	7.700767	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	75	2006	20.753733	97.215225	0	9.9388552	15.623799	59.514179	11.024613	62.1744	0	71.942528	45.722908	39.697433	8.4684849	4.4286232	7	9	1	0	2	8.0235939	96.832001	0	9.9388552	15.60727	64.397064	10.580465	60.5536	.55555558	69.580383	47.954075	39.810501	8.069912	2.3675201	7	9	1	0	2	7.8251767	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	75	2009	22.867996	95.801926	0	9.9388552	15.63464	54.179752	11.352936	63.753601	.54644811	69.190865	44.835079	47.637299	8.918026	2.3498554	7.6666665	9	1	0	2	8.1421146	97.215225	0	9.9388552	15.623799	59.514179	11.024613	62.1744	0	71.942528	45.722908	39.697433	8.4684849	4.4286232	7	9	1	0	2	8.0235939	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	79	1985	15.871717	100	6	13.910821	17.528885	84.749397	5.4319715	11.461333	3.3996029	20.711643	35.11911	72.108231	4.8457851	7.9269867	-8	1	1	1	7	5.3881173	100	6	13.910821	17.434843	84.580566	5.4375348	10.8272	2.7792077	23.93116	33.252129	46.442032	4.8143091	3.4871249	-7	1	1	1	7	5.1268153	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	79	1988	20.114571	100	6	13.910821	17.629177	85.609947	5.466651	12.1538	3.084779	17.9821	36.986095	86.918098	4.8305082	.85664666	-8	1	1	1	6.3333335	5.4300418	100	6	13.910821	17.528885	84.749397	5.4319715	11.461333	3.3996029	20.711643	35.11911	72.108231	4.8457851	7.9269867	-8	1	1	1	7	5.3881173	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	79	1991	17.194513	100	4	13.910821	17.726999	87.206245	5.5253463	12.8622	4.1714978	13.564453	38.853077	93.464333	4.9525633	12.629343	-4	1	1	1	6.3333335	5.4357781	100	6	13.910821	17.629177	85.609947	5.466651	12.1538	3.084779	17.9821	36.986095	86.918098	4.8305082	.85664666	-8	1	1	1	6.3333335	5.4300418	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	79	1994	16.071022	100	0	13.815511	17.828634	89.063751	5.5964646	13.5858	3.1110084	24.56168	40.720058	149.13901	5.092885	9.6713066	1	6	1	1	5.3333335	4.9032011	100	4	13.910821	17.726999	87.206245	5.5253463	12.8622	4.1714978	13.564453	38.853077	93.464333	4.9525633	12.629343	-4	1	1	1	6.3333335	5.4357781	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	79	1997	18.204998	100	1.6666666	13.815511	17.915182	90.175522	5.684001	14.1918	2.8459823	30.999336	42.183914	101.43726	6.0684566	.098336004	1	6	0	1	4	4.9143243	100	0	13.815511	17.828634	89.063751	5.5964646	13.5858	3.1110084	24.56168	40.720058	149.13901	5.092885	9.6713066	1	6	1	1	5.3333335	4.9032011	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	79	2000	25.322926	85.274521	4	13.815511	17.99992	89.804939	5.7736359	14.742267	3.1270366	35.747978	35.442776	98.345665	6.8837652	1.9774233	1	6	0	1	5	4.7845917	100	1.6666666	13.815511	17.915182	90.175522	5.684001	14.1918	2.8459823	30.999336	42.183914	101.43726	6.0684566	.098336004	1	6	0	1	4	4.9143243	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	79	2003	28.584339	81.301399	0	13.815511	18.077927	87.481926	5.8483434	15.3156	2.8586991	42.140369	30.845093	112.27467	7.6349607	4.3526702	1	6	0	1	5	4.8152604	85.274521	4	13.815511	17.99992	89.804939	5.7736359	14.742267	3.1270366	35.747978	35.442776	98.345665	6.8837652	1.9774233	1	6	0	1	5	4.7845917	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	79	2006	23.639858	71.259033	.33333334	13.815511	18.146013	83.079277	5.9210043	15.9114	2.6327949	48.55933	29.76236	61.350765	8.306447	12.88273	1	6	0	1	5	5.3037496	81.301399	0	13.815511	18.077927	87.481926	5.8483434	15.3156	2.8586991	42.140369	30.845093	112.27467	7.6349607	4.3526702	1	6	0	1	5	4.8152604	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	82	1979	21.018305	100	0	9.8130159	13.340692	67.678459	4.3530517	37.559399	2.0205538	93.795135	50.94688	18.188334	5.3693199	9.9616432	9	9	0	1	2	7.3983188	100	0	9.8130159	13.283517	69.074806	4.3041935	36.930599	1.9015418	84.400757	50.357979	14.641833	5.1380587	10.732707	9	9	0	1	2	7.0922532	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	82	1982	23.82723	100	0	9.8130159	13.412184	67.336311	4.5156069	38.070599	2.5659478	93.786087	51.830231	27.571934	5.7475071	6.6377201	9	9	0	1	2	7.4894619	100	0	9.8130159	13.340692	67.678459	4.3530517	37.559399	2.0205538	93.795135	50.94688	18.188334	5.3693199	9.9616432	9	9	0	1	2	7.3983188	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	82	1985	24.97336	100	0	9.8130159	13.47328	67.132736	4.7358274	38.6786	1.584341	84.259232	52.713581	29.5753	5.9477606	4.7581501	9	9	0	1	2	7.4436669	100	0	9.8130159	13.412184	67.336311	4.5156069	38.070599	2.5659478	93.786087	51.830231	27.571934	5.7475071	6.6377201	9	9	0	1	2	7.4894619	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
